contig	numParameters	likelihood
o1209	7	-274.221644
o1210	7	-1244.220764
o1211	7	-1299.429742
o1212	7	-231.992269
o1213	7	-333.327352
o1214	6	-534.783949
o1215	7	-289.721176
o1216	7	-1085.114196
o1217	7	-947.647357
o1218	6	-1029.008894
o1219	7	-380.767994
o121	7	-399.483229
o1220	6	-595.880110
o1221	7	-487.063667
o1222	7	-907.738357
o1223	7	-737.866847
o1224	7	-337.676027
o1227	7	-161.052580
o1228	7	-228.688287
o1229	6	-347.435288
o122	6	-451.337945
o1230	7	-374.120292
o1232	7	-225.209442
o1233	7	-305.278501
o1234	7	-322.971702
o1235	7	-444.880798
o1236	6	-523.054114
o1237	7	-674.883646
o1238	7	-731.194185
o123	7	-547.270560
o1240	6	-517.069445
o1241	7	-326.509517
o1242	7	-450.728119
o1243	7	-388.271082
o1244	6	-293.419621
o1245	7	-457.253255
o1246	7	-258.620821
o1247	7	-172.778837
o1248	6	-374.644134
o1249	7	-529.013974
o124	7	-432.496347
o1250	6	-543.959191
o1251	6	-402.060302
o1252	6	-1167.789836
o1253	7	-369.932528
o1254	7	-1042.617236
o1255	7	-2015.414074
o1256	7	-306.202907
o1257	6	-589.175935
o1258	7	-490.830981
o1259	7	-156.000303
o125	7	-630.139240
o1260	7	-271.767829
o1261	6	-444.960063
o1262	7	-317.494690
o1263	7	-410.053113
o1264	7	-1068.750582
o1265	7	-189.596466
o1266	7	-801.326405
o1267	7	-249.565659
o1268	7	-407.386388
o1269	7	-262.141934
o126	6	-565.908166
o1270	7	-542.299800
o1271	6	-352.100941
o1272	7	-404.120674
o1273	7	-2137.758185
o1274	7	-453.518733
o1275	7	-395.725891
o1277	7	-507.879407
o1278	7	-299.356399
o1279	7	-156.012841
o127	7	-383.097302
o1280	7	-264.960429
o1281	7	-420.932145
o1282	7	-438.920559
o1283	7	-454.794816
o1284	7	-300.350891
o1285	7	-146.020443
o1287	7	-708.255089
o1288	7	-277.732372
o1289	7	-222.025031
o128	7	-1040.860876
o1290	7	-630.639291
o1291	7	-1164.418258
o1292	6	-868.340863
o1293	7	-226.178872
o1294	7	-284.600120
o1295	7	-726.612131
o1296	7	-619.856092
o1297	6	-474.769386
o1298	7	-660.387409
o1299	7	-642.964250
o129	7	-1369.792891
o12	7	-702.606660
o1300	7	-304.014734
o1301	7	-469.782596
o1302	7	-278.627772
o1303	7	-540.886670
o1304	7	-574.396876
o1305	7	-328.648879
o1306	7	-260.579912
o1307	7	-299.370249
o1308	7	-515.193056
o1309	7	-221.536941
o130	6	-450.747021
o1310	6	-464.424773
o1311	7	-692.654620
o1312	7	-244.907473
o1313	6	-325.526350
o1314	7	-348.646752
o1315	7	-236.370065
o1316	7	-550.610047
o1317	7	-733.301801
o1318	7	-472.740492
o1319	7	-216.604040
o131	7	-598.589882
o1320	7	-545.183583
o1321	7	-210.731378
o1322	7	-286.853147
o1323	7	-2220.610628
o1324	7	-66.386916
o1325	7	-150.260358
o1326	7	-538.315794
o1327	7	-464.288817
o1328	6	-503.682659
o1329	6	-281.823186
o132	7	-774.513160
o1331	7	-517.626483
o1333	7	-182.267714
o1334	7	-332.919965
o1335	6	-420.972241
o1336	7	-605.138891
o1337	7	-753.636596
o1338	7	-242.670784
o1339	7	-561.296933
o133	6	-186.634300
o1340	7	-404.720408
o1341	7	-217.533553
o1342	7	-406.367927
o1343	6	-377.836057
o1344	7	-493.640555
o1345	7	-734.555273
o1346	7	-611.608151
o1349	7	-341.846004
o134	7	-421.489860
o1350	7	-313.032599
o1351	7	-256.380115
o1352	7	-268.350141
o1353	7	-400.974282
o1354	7	-577.838768
o1355	7	-370.675666
o1356	7	-471.576732
o1357	7	-642.497907
o1358	7	-759.230199
o1359	7	-527.743506
o135	7	-267.797284
o1360	7	-346.534805
o1361	7	-419.788773
o1362	7	-977.818266
o1363	7	-338.584688
o1364	7	-220.116689
o1365	7	-303.427699
o1366	7	-508.804118
o1367	7	-522.314931
o1368	6	-578.931300
o1369	7	-422.111842
o136	7	-267.985094
o1370	7	-146.958761
o1372	7	-901.340377
o1374	7	-541.868813
o1375	7	-227.676743
o1376	6	-394.996318
o1377	7	-1612.759770
o1378	7	-230.525772
o1379	7	-555.722109
o137	7	-893.827324
o1380	7	-276.608389
o1381	7	-405.060049
o1382	7	-365.233032
o1383	7	-219.739100
o1384	7	-341.293702
o1385	7	-555.037302
o1386	7	-567.519339
o1388	6	-1134.273948
o1389	6	-212.339895
o138	7	-343.957712
o1390	7	-1060.581071
o1391	7	-316.041845
o1392	7	-641.742205
o1394	7	-268.313935
o1395	7	-462.613851
o1396	7	-371.492563
o1397	7	-443.323267
o1399	7	-1088.771927
o139	7	-287.155035
o13	7	-517.272881
o1400	7	-538.721152
o1401	7	-322.944059
o1402	7	-499.611062
o1403	7	-406.806286
o1405	6	-505.317626
o1406	7	-567.822234
o1407	6	-594.390204
o1408	7	-696.913279
o1409	6	-644.735608
o140	7	-472.843175
o1410	7	-350.627349
o1411	7	-1125.953775
o1412	7	-904.321980
o1413	7	-639.794070
o1414	7	-691.111632
o1415	7	-300.326599
o1416	7	-161.033147
o1417	7	-640.516575
o1418	7	-238.719141
o1419	7	-551.502263
o141	7	-970.012303
o1420	7	-209.842300
o1421	7	-497.271178
o1422	7	-424.897275
o1424	7	-849.032985
o1425	7	-572.107368
o1426	7	-387.945284
o1427	7	-251.664632
o1428	7	-349.402455
o142	7	-383.801176
o1430	7	-273.785900
o1431	7	-588.965923
o1432	6	-538.152667
o1433	7	-813.771274
o1434	7	-363.294949
o1435	7	-266.633088
o1436	7	-205.218182
o1437	7	-773.015078
o1438	7	-1202.026997
o1439	7	-404.395777
o143	7	-430.938530
o1440	7	-612.206617
o1441	7	-355.019970
o1442	7	-228.768632
o1443	6	-1036.758592
o1444	7	-481.012600
o1445	6	-661.117157
o1446	7	-289.261513
o1447	7	-201.979057
o1448	7	-516.401347
o1449	7	-347.047933
o144	6	-1255.930055
o1450	7	-241.551172
o1451	7	-314.990256
o1453	7	-473.467712
o1454	7	-655.248622
o1455	7	-1946.933482
o1456	7	-319.825466
o1457	7	-657.159537
o1458	7	-315.979022
o1459	7	-274.524354
o145	7	-622.196903
o1460	7	-292.608989
o1461	6	-981.124551
o1462	7	-1321.025108
o1463	7	-226.281670
o1464	6	-330.387141
o1465	7	-267.117497
o1466	7	-506.029606
o1467	7	-378.114624
o1468	7	-291.646834
o1469	6	-531.755812
o146	7	-603.583405
o1470	7	-1441.968700
o1472	7	-333.457201
o1473	7	-1100.213049
o1474	7	-647.759133
o1475	7	-450.212753
o1476	7	-372.094818
o1477	7	-349.636567
o1478	7	-266.640590
o1479	7	-615.220874
o147	7	-424.482221
o1480	7	-231.682101
o1481	7	-309.857478
o1482	7	-256.170856
o1483	7	-494.156397
o1484	7	-495.739925
o1485	7	-1027.631628
o1486	6	-562.065154
o1487	7	-383.672964
o1488	7	-471.851085
o1489	6	-407.430945
o148	7	-468.786695
o1490	7	-419.985109
o1491	7	-682.302728
o1492	7	-238.233605
o1493	7	-307.202723
o1494	7	-331.695565
o1496	7	-417.652897
o1497	7	-365.823680
o1498	7	-280.107402
o1499	7	-366.670066
o149	7	-157.172227
o14	7	-360.287987
o1500	6	-328.665480
o1501	7	-453.049652
o1502	7	-151.236910
o1503	6	-301.853594
o1504	7	-538.444714
o1505	7	-600.789616
o1506	7	-191.618619
o1508	7	-394.615041
o1509	7	-290.891032
o1510	6	-906.587751
o1511	7	-239.268710
o1512	7	-1394.757326
o1513	7	-468.101974
o1514	6	-422.751646
o1515	7	-1031.747334
o1516	7	-1532.385870
o1517	7	-732.387971
o1518	7	-346.833532
o1519	7	-544.021144
o151	7	-799.649885
o1520	7	-293.919534
o1521	7	-619.529094
o1522	7	-3556.094138
o1524	7	-178.264256
o1526	7	-420.419416
o1527	7	-1627.790225
o1528	7	-157.484776
o1529	7	-287.157168
o152	7	-390.838872
o1530	7	-316.756587
o1531	7	-431.995839
o1532	7	-586.783131
o1533	7	-236.635261
o1534	7	-505.289737
o1535	6	-569.360772
o1536	7	-999.275807
o1537	7	-1290.396709
o1538	7	-228.926940
o153	7	-469.492651
o1540	7	-563.580146
o1541	7	-617.807935
o1542	7	-287.231576
o1543	7	-329.098053
o1544	7	-426.577491
o1545	6	-650.888922
o1546	7	-854.553080
o1547	7	-359.443995
o1548	6	-416.537982
o1549	7	-475.633336
o154	7	-434.124859
o1550	7	-317.653605
o1551	7	-608.090881
o1552	7	-357.381936
o1553	7	-633.859430
o1554	7	-369.723430
o1556	7	-207.816094
o1557	6	-517.937868
o1558	7	-682.979774
o1559	6	-1176.734988
o155	7	-560.536373
o1560	7	-440.141966
o1561	7	-557.332066
o1562	7	-218.025380
o1563	7	-525.303724
o1564	7	-432.882319
o1565	6	-804.872009
o1566	7	-537.376212
o1567	7	-1247.491375
o1568	7	-286.486460
o1569	6	-614.807092
o156	7	-862.130297
o1570	7	-405.959852
o1571	7	-498.005707
o1572	7	-668.532106
o1573	7	-202.525203
o1574	7	-283.408781
o1575	6	-682.416319
o1576	7	-285.002582
o1577	7	-562.570961
o1578	7	-743.049831
o1579	7	-296.851079
o157	7	-143.148079
o1580	7	-670.926323
o1582	7	-766.966586
o1583	7	-293.873781
o1584	7	-458.394996
o1585	7	-234.697640
o1586	7	-249.134596
o1587	6	-469.709199
o1588	7	-599.431510
o1589	7	-261.477199
o158	7	-811.041630
o1590	7	-916.438063
o1591	7	-390.539043
o1592	7	-278.739110
o1593	7	-504.156370
o1594	7	-91.663716
o1595	7	-334.270294
o1596	6	-287.786930
o1597	7	-683.529964
o1598	6	-520.265150
o1599	7	-506.327760
o159	7	-383.143863
o15	7	-1201.179862
o1600	7	-1560.965589
o1602	7	-908.329791
o1604	7	-1545.361760
o1605	7	-359.481540
o1607	7	-500.638395
o1608	7	-638.173689
o1609	7	-1601.382793
o160	7	-312.027393
o1610	7	-828.043316
o1611	7	-278.504465
o1612	7	-276.394980
o1613	7	-1609.076226
o1614	7	-267.084164
o1615	7	-422.538499
o1616	7	-703.435316
o1618	7	-157.152952
o1619	7	-255.787624
o161	7	-462.311955
o1620	6	-161.120195
o1622	7	-180.467156
o1623	7	-715.889932
o1624	7	-485.667194
o1625	7	-366.274664
o1626	7	-199.186721
o1627	7	-537.851741
o1628	7	-524.716050
o1629	7	-334.572323
o162	7	-196.963159
o1630	7	-222.376651
o1631	7	-333.759236
o1632	7	-422.534999
o1633	7	-316.193385
o1634	6	-812.044707
o1636	7	-629.122846
o1637	7	-331.366829
o1638	7	-337.162932
o1639	7	-336.295035
o163	7	-189.168995
o1640	6	-379.400886
o1641	7	-459.058472
o1642	7	-560.061283
o1643	7	-228.971822
o1644	7	-269.855662
o1646	7	-389.926426
o1647	7	-586.649302
o1648	7	-262.500410
o1649	7	-839.846712
o1650	7	-260.705053
o1651	7	-1085.737621
o1652	7	-250.661237
o1653	7	-357.979936
o1654	7	-403.404552
o1655	7	-316.066051
o1656	7	-529.688552
o1657	7	-201.534267
o1658	7	-407.320360
o1659	7	-489.740063
o165	7	-659.470950
o1660	7	-326.036191
o1661	7	-3200.941694
o1662	7	-193.899320
o1664	7	-317.739542
o1665	7	-78.344336
o1666	7	-1225.192085
o1667	7	-556.078442
o1668	7	-941.307768
o1669	7	-381.276203
o166	7	-185.331526
o1670	7	-277.074519
o1671	7	-512.480940
o1672	7	-225.147370
o1673	7	-713.433725
o1674	7	-102.980511
o1675	7	-176.441688
o1676	7	-546.442314
o1677	7	-520.253345
o1678	7	-591.796224
o1679	6	-394.539088
o167	7	-260.306425
o1680	7	-338.252994
o1681	7	-408.567764
o1682	7	-334.724149
o1683	7	-332.166634
o1684	7	-230.682116
o1685	7	-251.041168
o1686	7	-296.783701
o1689	7	-1109.825228
o168	7	-305.646600
o1691	7	-622.561936
o1692	7	-946.883137
o1693	7	-689.609933
o1694	7	-531.298519
o1695	7	-655.859201
o1696	7	-302.047469
o1697	6	-918.087862
o169	7	-187.601896
o1700	7	-436.876488
o1701	7	-661.891642
o1702	7	-291.835449
o1703	7	-242.383956
o1704	7	-453.295091
o1705	7	-562.931934
o1706	7	-1938.409471
o1707	7	-647.131033
o1708	7	-491.746925
o170	7	-214.635192
o1710	7	-568.009178
o1711	7	-321.901982
o1712	7	-277.220628
o1713	7	-499.982574
o1714	7	-387.983362
o1715	6	-640.063513
o1717	7	-361.951324
o1718	7	-265.653544
o1719	7	-290.070680
o171	7	-1059.054523
o1720	7	-769.871904
o1721	7	-1607.207284
o1722	7	-674.577820
o1723	7	-530.142375
o1724	7	-342.048106
o1726	7	-355.322806
o1727	6	-209.561462
o1728	7	-732.791021
o1729	7	-163.009890
o172	7	-794.272414
o1731	6	-798.388230
o1732	7	-321.459500
o1733	7	-1497.067722
o1734	7	-405.519921
o1735	7	-522.925376
o1736	6	-1829.041911
o1737	7	-688.748743
o1738	6	-1612.711586
o173	6	-691.793471
o1741	7	-369.140201
o1742	7	-298.859549
o1743	7	-412.648430
o1744	6	-322.820009
o1745	7	-565.694625
o1746	7	-2084.338537
o1747	7	-585.022275
o1748	6	-244.332378
o1749	7	-260.385782
o174	7	-251.149306
o1750	7	-272.486331
o1751	7	-568.318402
o1752	6	-526.035717
o1753	7	-278.929343
o1754	7	-829.604280
o1755	7	-231.448298
o1756	7	-2063.500393
o1757	7	-342.107837
o1758	7	-465.732853
o175	7	-526.733185
o1760	7	-517.726078
o1762	7	-622.905421
o1763	6	-571.016137
o1764	7	-413.545463
o1765	7	-525.187688
o1766	7	-1262.246592
o1767	7	-1531.549755
o1768	7	-735.328278
o1769	7	-300.133641
o176	7	-460.776524
o1770	7	-487.114469
o1772	6	-498.051833
o1773	7	-250.396653
o1775	7	-254.770961
o1777	7	-403.809862
o1778	7	-437.977623
o1779	7	-269.551525
o177	7	-348.347684
o1780	6	-378.910551
o1781	7	-352.163855
o1782	7	-279.888735
o1783	6	-444.023189
o1784	7	-415.533234
o1785	7	-361.581350
o1787	7	-327.939550
o1788	7	-775.290741
o1789	7	-334.244216
o178	7	-322.457632
o1790	7	-465.901546
o1791	7	-666.894109
o1792	7	-483.124139
o1793	7	-462.942499
o1794	7	-583.947942
o1795	7	-287.029663
o1797	7	-560.498144
o1798	7	-123.814681
o1799	7	-331.040168
o179	7	-1292.774905
o17	7	-192.817596
o1800	7	-766.342940
o1802	6	-503.561638
o1803	7	-281.908048
o1804	6	-185.430847
o1805	7	-760.282188
o1806	7	-639.707854
o1807	7	-479.624203
o1808	7	-652.696801
o1809	7	-380.064040
o1810	7	-459.635421
o1811	7	-228.919064
o1812	7	-76.166710
o1813	7	-259.850363
o1814	6	-1187.155466
o1815	6	-470.566105
o1816	7	-399.896246
o1817	7	-219.822423
o1818	6	-329.467152
o1819	7	-787.642280
o181	7	-719.376074
o1820	7	-504.140359
o1822	7	-388.849706
o1823	7	-194.280933
o1824	7	-381.692207
o1825	6	-147.103631
o1826	7	-540.924564
o1828	7	-364.378109
o1829	7	-482.791029
o182	7	-378.931976
o1830	7	-192.096369
o1831	7	-631.620831
o1832	6	-445.058719
o1833	7	-582.275117
o1834	6	-484.716794
o1835	7	-799.088482
o1836	7	-315.486829
o1837	6	-509.756600
o1838	7	-427.643286
o1839	7	-658.752583
o183	7	-810.780162
o1840	7	-318.273677
o1841	7	-488.540274
o1842	7	-301.050319
o1843	7	-732.343205
o1844	7	-158.289914
o1845	6	-317.024381
o1846	7	-333.761152
o1847	7	-572.530192
o1848	7	-276.477628
o1849	7	-384.288807
o184	7	-503.001127
o1850	7	-788.653252
o1851	7	-240.713106
o1852	7	-330.324676
o1853	7	-919.757943
o1854	7	-426.760971
o1856	7	-949.981319
o1857	7	-345.743490
o1858	7	-492.838350
o185	7	-566.271909
o1860	7	-742.985108
o1861	7	-310.203552
o1862	7	-614.679542
o1863	7	-613.799818
o1864	7	-268.604698
o1865	7	-601.144858
o1866	7	-502.627647
o1867	7	-160.455187
o1868	7	-254.484175
o1869	7	-1024.168679
o186	6	-1257.493479
o1870	7	-403.551683
o1871	7	-300.096449
o1872	7	-496.458355
o1873	7	-680.147693
o1874	7	-164.014137
o1875	7	-330.098736
o1876	7	-1861.908741
o1877	7	-901.536043
o1878	7	-611.125015
o1879	7	-483.608837
o187	6	-146.724821
o1880	7	-665.169728
o1882	7	-903.019697
o1883	7	-150.965899
o1884	6	-504.793149
o1886	7	-379.408604
o1887	7	-699.182008
o1888	7	-202.477709
o1889	7	-522.012173
o188	7	-674.869012
o1890	7	-379.610855
o1891	6	-659.758119
o1893	7	-327.786638
o1894	7	-1122.228401
o1895	7	-665.374084
o1896	7	-348.096640
o1897	7	-2087.335513
o1898	7	-2096.581010
o1899	7	-345.052015
o189	6	-397.064505
o18	7	-826.093497
o1900	7	-1741.250454
o1901	7	-1008.140061
o1902	6	-1103.393439
o1903	7	-1749.715359
o1904	7	-344.620421
o1905	7	-399.882919
o1906	6	-393.461507
o1907	7	-242.837589
o1908	7	-745.650521
o1909	7	-904.027670
o190	7	-383.049127
o1910	6	-357.094329
o1911	7	-695.549115
o1912	7	-211.247595
o1913	7	-979.108563
o1915	6	-841.594490
o1916	7	-224.231400
o1917	7	-111.461116
o1918	6	-290.053058
o1919	7	-254.119011
o1920	7	-718.396132
o1921	6	-438.852595
o1922	6	-296.555299
o1923	7	-240.301326
o1924	7	-1013.128695
o1925	6	-579.825434
o1926	7	-410.546726
o1928	7	-247.436908
o1929	7	-561.192703
o192	7	-502.378287
o1930	6	-472.044185
o1932	7	-96.798027
o1933	7	-268.881464
o1934	7	-532.473009
o1936	7	-530.622765
o1937	7	-176.058892
o1938	7	-567.194038
o1939	7	-371.630402
o193	6	-653.351724
o1940	7	-584.081439
o1941	7	-470.297363
o1942	7	-435.171861
o1943	7	-224.295577
o1944	7	-418.187113
o1945	7	-463.597028
o1946	7	-410.162631
o1947	7	-413.427039
o1948	7	-371.753337
o1949	7	-254.462215
o194	6	-1529.931932
o1950	7	-345.722104
o1951	6	-595.735162
o1952	7	-1528.068218
o1953	7	-649.360118
o1954	7	-780.457614
o1955	7	-283.809408
o1956	7	-281.930074
o1958	7	-119.446327
o1959	7	-256.989501
o195	7	-391.692241
o1960	7	-579.418336
o1962	7	-349.283521
o1963	6	-730.028650
o1964	7	-455.116158
o1965	6	-812.387903
o1966	7	-319.876808
o1967	7	-307.788754
o1968	7	-2703.989713
o1969	7	-1270.579729
o196	6	-465.446874
o1970	6	-773.729069
o1972	6	-266.219600
o1973	7	-688.901387
o1974	7	-349.424955
o1975	7	-960.703541
o1976	6	-259.152578
o1978	7	-269.737810
o1979	7	-700.570850
o197	7	-432.232798
o1980	6	-286.103633
o1981	7	-565.780657
o1982	7	-990.740328
o1983	7	-198.305294
o1984	7	-582.618053
o1985	7	-383.590612
o1986	7	-307.459598
o1987	7	-263.819141
o1988	7	-679.046181
o1989	7	-573.388583
o198	7	-444.969031
o1990	7	-252.704720
o1991	6	-321.944213
o1992	7	-545.228206
o1993	7	-1183.964279
o1994	7	-982.821205
o1995	7	-463.682800
o1996	7	-290.450544
o1997	7	-773.200877
o1998	7	-261.410405
o1999	7	-183.367661
o199	7	-306.820482
o19	7	-1411.923150
o1	7	-440.492314
o2001	7	-316.238057
o2002	7	-331.840508
o2003	7	-1016.851218
o2004	7	-310.187091
o2006	7	-331.822690
o2007	7	-320.865143
o2008	7	-417.089730
o2009	7	-355.909746
o200	7	-274.627399
o2010	7	-503.409650
o2011	7	-1928.365305
o2012	7	-819.566660
o2013	7	-523.322665
o2015	7	-511.708979
o2016	7	-586.961173
o2017	7	-787.356101
o2019	7	-606.806141
o201	7	-233.217901
o2020	7	-318.629794
o2023	7	-553.806358
o2024	7	-292.367342
o2025	7	-365.638036
o2026	6	-932.190581
o2027	7	-372.287150
o2028	6	-977.837275
o2029	7	-703.635675
o202	7	-564.503635
o2030	7	-296.788134
o2031	7	-317.714228
o2032	7	-467.518685
o2033	7	-206.822053
o2034	7	-280.950624
o2035	7	-399.129152
o2036	7	-377.072239
o2037	7	-1210.048028
o2039	6	-320.679125
o203	7	-532.060159
o2040	7	-466.475689
o2041	7	-586.634037
o2042	7	-493.325776
o2043	7	-874.155287
o2044	7	-597.670497
o2045	7	-749.731271
o2046	7	-204.127222
o2047	7	-848.049073
o2048	7	-241.914475
o2049	7	-147.578115
o204	7	-617.599299
o2051	7	-620.553731
o2052	7	-233.249827
o2053	7	-220.521278
o2054	7	-534.714259
o2055	7	-265.642490
o2056	7	-420.039700
o2058	7	-622.073700
o2059	6	-1078.255263
o205	7	-512.972475
o2060	7	-446.045632
o2062	7	-519.206386
o2063	7	-1201.459114
o2064	7	-323.427937
o2065	7	-465.749432
o2066	7	-620.222732
o2067	7	-273.796186
o2068	7	-275.361472
o2069	7	-217.299518
o206	6	-803.239342
o2070	7	-1424.309509
o2071	7	-229.213603
o2072	7	-670.682687
o2073	7	-874.864745
o2074	7	-414.269817
o2075	7	-325.399133
o2076	7	-679.880995
o2079	7	-271.783523
o207	6	-193.718747
o2080	7	-333.829296
o2081	7	-273.235957
o2082	7	-543.719610
o2083	7	-334.359249
o2084	7	-386.054140
o2085	7	-369.882727
o2086	7	-179.315311
o2087	7	-362.359576
o2088	6	-1234.834481
o2089	6	-532.914750
o208	6	-300.558592
o2090	6	-788.824870
o2091	7	-1175.207107
o2092	7	-188.247333
o2093	7	-807.785928
o2094	6	-396.022148
o2095	7	-529.583538
o2096	7	-448.347366
o2097	7	-560.957572
o2098	6	-508.137829
o2099	7	-947.287936
o209	6	-395.941307
o20	7	-780.371574
o2100	7	-793.655328
o2101	7	-351.532198
o2102	7	-219.350594
o2103	6	-617.924672
o2104	7	-519.120462
o2105	7	-361.691730
o2107	7	-276.943021
o2108	7	-401.494459
o2109	7	-630.545859
o210	7	-1246.973491
o2110	6	-407.396293
o2111	7	-531.537170
o2112	7	-312.709897
o2113	6	-689.261815
o2114	7	-330.092577
o2115	6	-535.501954
o2117	7	-4734.797084
o2118	6	-941.914324
o2119	7	-303.988765
o211	7	-544.153577
o2120	6	-664.887310
o2121	6	-609.078518
o2122	7	-216.862201
o2123	7	-254.709141
o2124	7	-401.194465
o2125	7	-780.894400
o2126	7	-340.600516
o2127	6	-2165.548356
o2128	7	-764.905148
o2129	7	-559.149404
o2130	7	-581.270627
o2131	7	-895.322447
o2132	7	-313.927486
o2133	7	-557.821887
o2134	7	-159.982185
o2135	7	-313.530662
o2136	7	-462.792360
o2137	7	-700.748867
o2138	7	-220.567779
o213	7	-556.833220
o2140	6	-283.326083
o2141	7	-686.108928
o2142	7	-586.512029
o2143	7	-476.562345
o2144	7	-239.895166
o2146	7	-416.388994
o2147	7	-424.977502
