contig	numParameters	likelihood
o1369	8	-417.950904
o136	8	-267.985094
o1370	8	-146.958761
o1372	8	-901.340377
o1374	8	-541.868813
o1375	8	-227.676849
o1376	7	-394.996318
o1377	8	-1612.759770
o1378	8	-230.525772
o1379	8	-555.722109
o137	8	-893.836514
o1380	8	-276.608389
o1381	8	-405.060049
o1382	8	-365.026602
o1383	8	-219.739100
o1384	8	-340.764946
o1385	8	-555.037302
o1386	8	-567.516753
o1388	7	-1134.273948
o1389	7	-212.339895
o138	8	-343.957712
o1390	8	-1060.581071
o1391	8	-316.041845
o1392	8	-641.742205
o1394	8	-268.313935
o1395	8	-462.613851
o1396	8	-371.492563
o1397	8	-442.826883
o1399	8	-1088.771927
o139	8	-287.155035
o13	8	-510.726653
o1400	8	-538.721152
o1401	8	-322.750145
o1402	8	-499.611062
o1403	8	-405.732679
o1405	7	-505.316835
o1406	8	-567.822234
o1407	7	-594.390204
o1408	8	-696.033231
o1409	7	-644.735608
o140	8	-472.843175
o1410	8	-350.627349
o1411	8	-1125.953775
o1412	8	-904.321980
o1413	8	-639.794070
o1414	8	-691.111632
o1415	8	-300.326599
o1416	8	-161.033147
o1417	8	-640.248536
o1418	8	-238.719141
o1419	8	-551.246759
o141	8	-970.001759
o1420	8	-209.842300
o1421	8	-497.271178
o1422	8	-424.897275
o1424	8	-849.032985
o1425	8	-572.107368
o1426	8	-387.521237
o1427	8	-251.664632
o1428	8	-349.402455
o142	8	-383.801176
o1430	8	-273.785900
o1431	8	-588.965923
o1432	7	-538.152667
o1433	8	-808.665251
o1434	8	-363.294949
o1435	8	-266.633088
o1436	8	-205.218182
o1437	8	-773.015078
o1438	8	-1202.026997
o1439	8	-404.395777
o143	8	-430.432997
o1440	8	-612.206617
o1441	8	-355.019970
o1442	8	-228.768632
o1443	7	-1036.758595
o1444	8	-481.012600
o1445	7	-661.117156
o1446	8	-289.706488
o1447	8	-201.979057
o1448	8	-516.401347
o1449	8	-347.047933
o144	7	-1255.930055
o1450	8	-241.551172
o1451	8	-314.858671
o1453	8	-473.467712
o1454	8	-655.248622
o1455	8	-1946.933482
o1456	8	-319.825466
o1457	8	-657.159537
o1458	8	-315.980595
o1459	8	-274.522408
o145	8	-621.999444
o1460	8	-292.608989
o1461	7	-981.122025
o1462	8	-1321.025108
o1463	8	-226.281670
o1464	7	-330.387141
o1465	8	-267.117497
o1466	8	-506.029973
o1467	8	-378.114624
o1468	8	-291.646834
o1469	7	-531.755812
o146	8	-602.994577
o1470	8	-1441.968700
o1472	8	-333.457201
o1473	8	-1100.213049
o1474	8	-647.759133
o1475	8	-450.212753
o1476	8	-372.094819
o1477	8	-349.636567
o1478	8	-266.640572
o1479	8	-615.220874
o147	8	-424.482221
o1480	8	-231.682098
o1481	8	-309.857157
o1482	8	-256.170856
o1483	8	-494.156397
o1484	8	-495.739925
o1485	8	-1029.750356
o1486	7	-562.065154
o1487	8	-383.672721
o1488	8	-471.851085
o1489	7	-407.430945
o148	8	-468.786695
o1490	8	-419.985109
o1491	8	-682.302728
o1492	8	-237.796678
o1493	8	-307.202723
o1494	8	-331.695565
o1496	8	-417.652897
o1497	8	-365.853066
o1498	8	-280.107402
o1499	8	-366.670107
o149	8	-157.172227
o14	8	-360.287987
o1500	7	-328.601085
o1501	8	-453.049652
o1502	8	-151.236909
o1503	7	-301.853594
o1504	8	-538.440528
o1505	8	-600.789616
o1506	8	-191.618619
o1508	8	-394.615041
o1509	8	-290.891032
o1510	7	-906.587754
o1511	8	-239.268710
o1512	8	-1394.757326
o1513	8	-468.101974
o1514	7	-416.678700
o1515	8	-1031.749944
o1516	8	-1532.385870
o1517	8	-732.387971
o1518	8	-346.833532
o1519	8	-544.021144
o151	8	-799.649885
o1520	8	-293.917562
o1521	8	-619.529329
o1522	8	-3556.094138
o1524	8	-178.264256
o1526	8	-419.980453
o1527	8	-1627.790225
o1528	8	-157.484776
o1529	8	-287.157162
o152	8	-390.838872
o1530	8	-316.596890
o1531	8	-431.995839
o1532	8	-586.783131
o1533	8	-235.404194
o1534	8	-505.289737
o1535	7	-569.360772
o1536	8	-998.983817
o1537	8	-1290.396709
o1538	8	-228.926940
o153	8	-469.492651
o1540	8	-563.123342
o1541	8	-617.496344
o1542	8	-281.578492
o1543	8	-329.098052
o1544	8	-426.576605
o1545	7	-646.781005
o1546	8	-854.553080
o1547	8	-359.443995
o1548	7	-416.537982
o1549	8	-475.633336
o154	8	-434.124859
o1550	8	-317.653606
o1551	8	-608.090881
o1552	8	-357.381936
o1553	8	-625.561586
o1554	8	-369.395886
o1556	8	-207.816095
o1557	7	-517.937868
o1558	8	-682.979774
o1559	7	-1176.734988
o155	8	-560.536373
o1560	8	-440.141966
o1561	8	-557.332066
o1562	8	-218.025380
o1563	8	-525.303724
o1564	8	-432.882319
o1565	7	-804.872009
o1566	8	-537.016679
o1567	8	-1247.491375
o1568	8	-286.490399
o1569	7	-614.801061
o156	8	-862.130297
o1570	8	-405.959852
o1571	8	-498.005707
o1572	8	-668.532106
o1573	8	-202.525200
o1574	8	-283.408311
o1575	7	-682.415765
o1576	8	-285.003398
o1577	8	-562.570961
o1578	8	-742.877632
o1579	8	-296.851079
o157	8	-143.148079
o1580	8	-670.926323
o1582	8	-766.966586
o1583	8	-293.873781
o1584	8	-458.394997
o1585	8	-234.697640
o1586	8	-249.134583
o1587	7	-469.590402
o1588	8	-599.431510
o1589	8	-260.661741
o158	8	-788.580421
o1590	8	-916.436896
o1591	8	-390.539204
o1592	8	-278.739110
o1593	8	-504.156370
o1594	8	-91.663716
o1595	8	-334.270294
o1596	7	-287.786930
o1597	8	-683.250925
o1598	7	-520.265150
o1599	8	-506.327760
o159	8	-383.143863
o15	8	-1201.179862
o1600	8	-1560.965589
o1602	8	-908.329791
o1604	8	-1539.319813
o1605	8	-359.481540
o1607	8	-500.654353
o1608	8	-638.173689
o1609	8	-1601.382793
o160	8	-312.027389
o1610	8	-828.009113
o1611	8	-278.504465
o1612	8	-276.394980
o1613	8	-1609.076226
o1614	8	-267.084164
o1615	8	-422.538499
o1616	8	-703.435316
o1618	8	-157.152952
o1619	8	-255.788178
o161	8	-462.241401
o1620	7	-160.732037
o1622	8	-180.467156
o1623	8	-715.889986
o1624	8	-485.667194
o1625	8	-366.274664
o1626	8	-199.186721
o1627	8	-537.851741
o1628	8	-524.179015
o1629	8	-334.570161
o162	8	-196.963159
o1630	8	-222.376651
o1631	8	-333.759236
o1632	8	-422.534999
o1633	8	-316.193385
o1634	7	-807.660885
o1636	8	-629.122846
o1637	8	-331.366829
o1638	8	-337.162932
o1639	8	-336.295035
o163	8	-189.168985
o1640	7	-379.381929
o1641	8	-455.425405
o1642	8	-553.185030
o1643	8	-228.612406
o1644	8	-269.855488
o1646	8	-389.926426
o1647	8	-586.649268
o1648	8	-262.332483
o1649	8	-839.846712
o1650	8	-260.705947
o1651	8	-1085.722726
o1652	8	-250.661237
o1653	8	-357.979936
o1654	8	-403.404552
o1655	8	-316.066051
o1656	8	-529.688552
o1657	8	-201.534267
o1658	8	-407.320360
o1659	8	-489.740063
o165	8	-653.614709
o1660	8	-326.036191
o1661	8	-3200.941694
o1662	8	-193.750139
o1664	8	-317.384245
o1665	8	-78.344344
o1666	8	-1225.192085
o1667	8	-556.078442
o1668	8	-941.128699
o1669	8	-380.998483
o166	8	-185.331526
o1670	8	-277.074519
o1671	8	-512.480940
o1672	8	-225.147371
o1673	8	-713.433725
o1674	8	-102.980511
o1675	8	-176.441688
o1676	8	-546.442314
o1677	8	-520.253345
o1678	8	-591.796224
o1679	7	-394.539463
o167	8	-260.306425
o1680	8	-338.254712
o1681	8	-408.567764
o1682	8	-334.724149
o1683	8	-332.164663
o1684	8	-230.682116
o1685	8	-251.041168
o1686	8	-296.783701
o1689	8	-1109.825228
o168	8	-305.400341
o1691	8	-622.561936
o1692	8	-946.883137
o1693	8	-689.609933
o1694	8	-531.298519
o1695	8	-655.859201
o1696	8	-302.047469
o1697	7	-918.087862
o169	8	-187.601898
o1700	8	-436.878722
o1701	8	-661.891642
o1702	8	-280.272239
o1703	8	-242.383956
o1704	8	-453.295091
o1705	8	-562.931934
o1706	8	-1938.324152
o1707	8	-647.131033
o1708	8	-491.746925
o170	8	-214.435481
o1710	8	-568.009178
o1711	8	-321.901982
o1712	8	-277.220628
o1713	8	-499.982574
o1714	8	-387.983362
o1715	7	-632.779207
o1717	8	-361.951324
o1718	8	-265.653544
o1719	8	-290.070680
o171	8	-1059.054523
o1720	8	-769.871904
o1721	8	-1607.179155
o1722	8	-674.577820
o1723	8	-530.142375
o1724	8	-342.048106
o1726	8	-355.328675
o1727	7	-209.547450
o1728	8	-732.786857
o1729	8	-163.009891
o172	8	-794.057625
o1731	7	-798.388230
o1732	8	-321.459500
o1733	8	-1497.067722
o1734	8	-405.519921
o1735	8	-522.925376
o1736	7	-1829.041911
o1737	8	-688.743109
o1738	7	-1612.711586
o173	7	-691.793471
o1741	8	-369.140201
o1742	8	-298.859549
o1743	8	-412.648430
o1744	7	-322.110457
o1745	8	-565.694625
o1746	8	-2084.338537
o1747	8	-585.022275
o1748	7	-244.332337
o1749	8	-260.385782
o174	8	-251.149306
o1750	8	-272.486311
o1751	8	-568.319210
o1752	7	-511.461611
o1753	8	-278.929343
o1754	8	-829.604280
o1755	8	-231.448298
o1756	8	-2063.500393
o1757	8	-342.107837
o1758	8	-465.732853
o175	8	-526.733185
o1760	8	-517.726078
o1762	8	-622.905423
o1763	7	-571.016137
o1764	8	-412.863156
o1765	8	-524.195353
o1766	8	-1262.246592
o1767	8	-1531.549755
o1768	8	-735.328083
o1769	8	-300.133641
o176	8	-460.776524
o1770	8	-487.114469
o1772	7	-498.051919
o1773	8	-250.396653
o1775	8	-254.770961
o1777	8	-403.809090
o1778	8	-437.977623
o1779	8	-269.551525
o177	8	-348.347684
o1780	7	-378.910551
o1781	8	-352.163855
o1782	8	-271.713835
o1783	7	-444.023189
o1784	8	-415.351475
o1785	8	-361.553830
o1787	8	-327.641581
o1788	8	-775.290741
o1789	8	-334.244223
o178	8	-322.457632
o1790	8	-465.901546
o1791	8	-666.894109
o1792	8	-483.124139
o1793	8	-462.942499
o1794	8	-583.947961
o1795	8	-287.029663
o1797	8	-560.498144
o1798	8	-123.814681
o1799	8	-331.040168
o179	8	-1292.774905
o17	8	-192.817596
o1800	8	-764.292037
o1802	7	-503.561638
o1803	8	-281.908048
o1804	7	-185.430832
o1805	8	-760.282188
o1806	8	-639.707854
o1807	8	-479.623781
o1808	8	-652.696801
o1809	8	-380.064040
o1810	8	-459.635421
o1811	8	-228.919064
o1812	8	-76.166710
o1813	8	-259.852686
o1814	7	-1187.155466
o1815	7	-470.566105
o1816	8	-399.900156
o1817	8	-219.822423
o1818	7	-329.466700
o1819	8	-787.642280
o181	8	-719.376074
o1820	8	-504.140359
o1822	8	-388.769899
o1823	8	-194.280933
o1824	8	-381.692207
o1825	7	-147.089210
o1826	8	-540.924564
o1828	8	-364.378109
o1829	8	-482.790976
o182	8	-378.931976
o1830	8	-192.096369
o1831	8	-631.620831
o1832	7	-445.058719
o1833	8	-582.275117
o1834	7	-484.716907
o1835	8	-799.088482
o1836	8	-315.486821
o1837	7	-509.756600
o1838	8	-427.643286
o1839	8	-658.752583
o183	8	-810.780162
o1840	8	-318.273677
o1841	8	-488.540274
o1842	8	-300.893010
o1843	8	-732.343205
o1844	8	-158.209239
o1845	7	-317.024381
o1846	8	-333.761152
o1847	8	-572.422034
o1848	8	-276.477628
o1849	8	-384.252910
o184	8	-503.001127
o1850	8	-788.653252
o1851	8	-240.713106
o1852	8	-330.324475
o1853	8	-919.757887
o1854	8	-426.760971
o1856	8	-939.932885
o1857	8	-345.743490
o1858	8	-492.838350
o185	8	-566.271909
o1860	8	-742.985108
o1861	8	-310.203552
o1862	8	-614.679542
o1863	8	-613.799818
o1864	8	-268.604698
o1865	8	-601.144858
o1866	8	-502.627647
o1867	8	-160.455182
o1868	8	-254.484175
o1869	8	-1024.168679
o186	7	-1257.493479
o1870	8	-403.551683
o1871	8	-300.096449
o1872	8	-494.386269
o1873	8	-680.147693
o1874	8	-164.014137
o1875	8	-330.098736
o1876	8	-1861.908741
o1877	8	-901.536043
o1878	8	-611.125015
o1879	8	-483.608837
o187	7	-146.724821
o1880	8	-665.169728
o1882	8	-903.019697
o1883	8	-150.965899
o1884	7	-504.808247
o1886	8	-379.408604
o1887	8	-699.182008
o1888	8	-202.477707
o1889	8	-522.012173
o188	8	-670.410419
o1890	8	-379.610855
o1891	7	-659.758119
o1893	8	-327.786638
o1894	8	-1122.228401
o1895	8	-665.374534
o1896	8	-348.053070
o1897	8	-2087.476738
o1898	8	-2093.341179
o1899	8	-345.052015
o189	7	-397.064505
o18	8	-826.093497
o1900	8	-1740.561373
o1901	8	-1008.140061
o1902	7	-1103.393439
o1903	8	-1749.728739
o1904	8	-344.620421
o1905	8	-399.491821
o1906	7	-393.461511
o1907	8	-242.565809
o1908	8	-745.650521
o1909	8	-904.027670
o190	8	-383.000117
o1910	7	-357.094329
o1911	8	-695.549115
o1912	8	-211.247595
o1913	8	-979.108563
o1915	7	-841.594480
o1916	8	-224.231400
o1917	8	-111.461102
o1918	7	-290.053059
o1919	8	-254.119011
o1920	8	-707.006803
o1921	7	-438.852595
o1922	7	-296.357958
o1923	8	-240.301326
o1924	8	-1013.128695
o1925	7	-579.824333
o1926	8	-410.546726
o1928	8	-247.436908
o1929	8	-561.192703
o192	8	-502.378287
o1930	7	-472.044173
o1932	8	-96.798027
o1933	8	-268.881464
o1934	8	-532.473009
o1936	8	-530.622765
o1937	8	-176.058892
o1938	8	-567.194038
o1939	8	-371.630402
o193	7	-652.407691
o1940	8	-584.081439
o1941	8	-470.297363
o1942	8	-435.171861
o1943	8	-223.998593
o1944	8	-418.187113
o1945	8	-463.597028
o1946	8	-410.162631
o1947	8	-413.427039
o1948	8	-355.446407
o1949	8	-254.462215
o194	7	-1529.931932
o1950	8	-345.722104
o1951	7	-595.735162
o1952	8	-1528.068218
o1953	8	-649.360118
o1954	8	-780.455644
o1955	8	-283.809352
o1956	8	-281.930060
o1958	8	-119.446327
o1959	8	-256.645909
o195	8	-391.692241
o1960	8	-579.418336
o1962	8	-349.283521
o1963	7	-730.028660
o1964	8	-455.116158
o1965	7	-812.387903
o1966	8	-319.876808
o1967	8	-307.803920
o1968	8	-2703.989713
o1969	8	-1270.579729
o196	7	-465.446874
o1970	7	-773.729069
o1972	7	-266.168642
o1973	8	-688.149975
o1974	8	-349.424955
o1975	8	-960.703541
o1976	7	-254.978129
o1978	8	-269.737810
o1979	8	-700.570850
o197	8	-430.904180
o1980	7	-286.103633
o1981	8	-565.780657
o1982	8	-990.740321
o1983	8	-198.305294
o1984	8	-582.618053
o1985	8	-383.590612
o1986	8	-307.459598
o1987	8	-263.819141
o1988	8	-677.979136
o1989	8	-573.277976
o198	8	-444.969031
o1990	8	-249.647289
o1991	7	-321.774389
o1992	8	-545.228206
o1993	8	-1183.964216
o1994	8	-982.821205
o1995	8	-461.599062
o1996	8	-290.450544
o1997	8	-773.200877
o1998	8	-261.410405
o1999	8	-183.367661
o199	8	-306.820482
o19	8	-1411.923150
o1	8	-440.491866
o2001	8	-316.238057
o2002	8	-331.840508
o2003	8	-1016.851218
o2004	8	-310.187091
o2006	8	-331.822673
o2007	8	-320.865122
o2008	8	-417.089730
o2009	8	-355.909746
o200	8	-274.627399
o2010	8	-503.409650
o2011	8	-1928.365305
o2012	8	-819.566660
o2013	8	-523.322665
o2015	8	-511.708978
o2016	8	-586.961173
o2017	8	-787.356101
o2019	8	-606.806141
o201	8	-233.179334
o2020	8	-318.629796
o2023	8	-553.806358
o2024	8	-292.367755
o2025	8	-365.638036
o2026	7	-932.190581
o2027	8	-372.287150
o2028	7	-977.837275
o2029	8	-703.643917
o202	8	-564.503635
o2030	8	-296.788134
o2031	8	-317.714228
o2032	8	-467.518685
o2033	8	-206.822053
o2034	8	-280.950624
o2035	8	-399.129152
o2036	8	-377.072239
o2037	8	-1210.048028
o2039	7	-320.679060
o203	8	-532.060159
o2040	8	-466.475689
o2041	8	-586.634037
o2042	8	-493.325776
o2043	8	-874.155287
o2044	8	-597.670497
o2045	8	-749.731264
o2046	8	-204.127222
o2047	8	-847.790094
o2048	8	-241.914475
o2049	8	-147.578114
o204	8	-617.599302
o2051	8	-620.556342
o2052	8	-233.249827
o2053	8	-220.521278
o2054	8	-534.714259
o2055	8	-265.642490
o2056	8	-408.975311
o2058	8	-622.073700
o2059	7	-1078.255168
o205	8	-512.972475
o2060	8	-446.045632
o2062	8	-519.206386
o2063	8	-1201.459133
o2064	8	-323.427937
o2065	8	-465.749432
o2066	8	-619.963135
o2067	8	-273.796186
o2068	8	-275.363387
o2069	8	-217.299518
o206	7	-803.239342
o2070	8	-1424.309509
o2071	8	-229.213603
o2072	8	-670.589950
o2073	8	-874.864745
o2074	8	-414.269817
o2075	8	-325.399133
o2076	8	-679.880995
o2079	8	-271.538788
o207	7	-193.717695
o2080	8	-333.829296
o2081	8	-273.235957
o2082	8	-543.719610
o2083	8	-334.359249
o2084	8	-375.253998
o2085	8	-369.882727
o2086	8	-179.327636
o2087	8	-362.359576
o2088	7	-1234.834481
o2089	7	-532.884258
o208	7	-300.558592
o2090	7	-788.779306
o2091	8	-1175.207107
o2092	8	-188.247333
o2093	8	-807.785928
o2094	7	-391.520374
o2095	8	-529.481422
o2096	8	-448.347365
o2097	8	-560.957573
o2098	7	-508.130508
o2099	8	-947.287936
o209	7	-395.941307
o20	8	-780.374790
o2100	8	-793.655328
o2101	8	-351.532199
o2102	8	-219.350594
o2103	7	-617.924672
o2104	8	-519.120462
o2105	8	-361.691730
o2107	8	-276.943021
o2108	8	-401.494459
o2109	8	-630.545859
o210	8	-1246.969985
o2110	7	-407.396293
o2111	8	-514.174046
o2112	8	-312.709897
o2113	7	-679.983137
o2114	8	-330.024302
o2115	7	-535.130454
o2117	8	-4731.848654
o2118	7	-941.914324
o2119	8	-303.804805
o211	8	-544.153577
o2120	7	-664.900891
o2121	7	-609.078518
o2122	8	-216.906409
o2123	8	-254.709142
o2124	8	-401.194465
o2125	8	-780.894400
o2126	8	-340.600516
o2127	7	-2165.548356
o2128	8	-764.905148
o2129	8	-558.727884
o2130	8	-578.674970
o2131	8	-895.322447
o2132	8	-313.927486
o2133	8	-557.821887
o2134	8	-159.608089
o2135	8	-313.530662
o2136	8	-462.792360
o2137	8	-700.748867
o2138	8	-220.567779
o213	8	-556.833220
o2140	7	-283.326083
o2141	8	-686.108928
o2142	8	-586.512029
o2143	8	-476.562332
o2144	8	-239.895166
o2146	8	-416.175455
o2147	8	-424.977502
