la	lo	p.values	contig	contigs.null	adj.p
-381.489673	-381.489673	1	o1090	o1090	1
-784.120926	-784.120926	1	o1091	o1091	1
-383.122698	-383.122698	1	o1092	o1092	1
-654.74283	-654.74283	1	o1093	o1093	1
-496.435785	-496.435785	1	o1094	o1094	1
-928.124053	-928.124053	1	o1095	o1095	1
-605.206417	-605.206417	1	o1096	o1096	1
-291.454047	-291.873435	0.359747070200842	o1097	o1097	1
-287.421695	-287.422531	0.967383512613843	o1098	o1098	1
-1825.496149	-1825.496144	1	o1099	o1099	1
-278.278406	-278.278406	1	o109	o109	1
-805.592199	-805.592199	1	o10	o10	1
-518.637582	-518.637574	1	o1100	o1100	1
-196.601063	-196.601063	1	o1101	o1101	1
-278.089319	-288.91405	3.27301798351028e-06	o1102	o1102	0.000263926166117488
-431.110552	-431.110552	1	o1103	o1103	1
-382.190519	-382.552409	0.394906792801584	o1104	o1104	1
-448.0965	-448.0965	1	o1106	o1106	1
-314.259416	-314.259416	1	o1107	o1107	1
-326.632267	-336.02937	1.45608801409383e-05	o1108	o1108	0.00100069545109612
-592.115421	-592.115421	1	o1109	o1109	1
-325.259891	-325.259891	1	o110	o110	1
-656.971699	-656.971699	1	o1110	o1110	1
-528.83009	-529.126426	0.44138772899926	o1111	o1111	1
-335.626006	-335.626006	1	o1112	o1112	1
-960.161348	-960.161348	1	o1113	o1113	1
-1067.631835	-1067.631835	1	o1114	o1114	1
-298.583102	-298.583102	1	o1115	o1115	1
-308.735944	-308.735944	1	o1116	o1116	1
-216.932887	-216.932887	1	o1117	o1117	1
-364.935417	-365.165542	0.497507158531361	o1118	o1118	1
-440.514707	-440.514707	1	o1119	o1119	1
-565.085187	-565.085187	1	o111	o111	1
-369.920755	-384.222928	8.87826950978645e-08	o1120	o1120	1.05794605061778e-05
-521.430239	-521.430239	1	o1121	o1121	1
-343.599725	-343.599725	1	o1122	o1122	1
-22.721958	-22.721958	1	o1123	o1123	1
-31.048591	-31.048591	1	o1125	o1125	1
-447.314416	-447.314416	1	o1126	o1126	1
-405.462894	-405.462894	1	o1127	o1127	1
-334.248262	-334.248097	1	o1129	o1129	1
-324.946186	-324.946187	0.998871621210455	o112	o112	1
-961.042936	-961.038551	1	o1130	o1130	1
-892.913186	-892.913186	1	o1131	o1131	1
-307.087289	-307.087289	1	o1132	o1132	1
-382.99816	-383.000092	0.950434555329899	o1133	o1133	1
-442.732352	-442.732352	1	o1134	o1134	1
-335.920394	-335.920394	1	o1135	o1135	1
-710.501049	-710.501049	1	o1136	o1136	1
-599.094231	-599.094231	1	o1137	o1137	1
-318.140375	-318.262234	0.621533581638967	o1138	o1138	1
-501.615856	-501.615856	1	o1139	o1139	1
-289.244088	-289.24407	1	o113	o113	1
-295.570277	-295.690531	0.62383945095966	o1140	o1140	1
-675.736197	-675.736516	0.979848646438994	o1141	o1141	1
-608.890829	-608.887499	1	o1142	o1142	1
-355.294285	-355.294285	1	o1143	o1143	1
-261.960312	-261.960312	1	o1144	o1144	1
-434.432028	-434.432028	1	o1145	o1145	1
-185.354848	-185.354847	1	o1147	o1147	1
-389.115715	-389.204923	0.672738053765873	o1148	o1148	1
-492.859155	-492.859155	1	o1149	o1149	1
-243.684745	-243.684745	1	o114	o114	1
-134.653253	-134.653262	0.996614872653027	o1150	o1150	1
-805.317404	-805.351697	0.793406797191359	o1153	o1153	1
-318.635243	-318.635243	1	o1154	o1154	1
-684.688045	-684.688127	0.989782371341445	o1155	o1155	1
-454.968514	-454.96867	0.985907281547663	o1156	o1156	1
-724.844942	-724.844942	1	o1157	o1157	1
-561.687145	-561.687145	1	o1158	o1158	1
-208.706548	-208.706539	1	o1159	o1159	1
-500.821244	-500.821433	0.984488328402575	o115	o115	1
-1052.385705	-1052.385705	1	o1160	o1160	1
-657.112739	-657.112739	1	o1161	o1161	1
-611.522775	-611.522775	1	o1162	o1162	1
-359.872732	-359.872732	1	o1163	o1163	1
-498.612277	-498.612277	1	o1164	o1164	1
-399.657756	-399.657756	1	o1166	o1166	1
-396.430244	-396.430244	1	o1167	o1167	1
-209.333145	-209.333145	1	o1168	o1168	1
-601.302819	-601.302819	1	o1169	o1169	1
-322.465126	-322.46508	1	o116	o116	1
-385.36756	-384.786849	1	o1170	o1170	1
-585.606378	-585.255719	1	o1171	o1171	1
-390.457146	-390.457146	1	o1172	o1172	1
-383.431639	-383.431639	1	o1173	o1173	1
-222.47083	-222.47083	1	o1174	o1174	1
-579.15936	-579.15936	1	o1175	o1175	1
-239.652039	-239.652038	1	o1176	o1176	1
-570.886662	-570.886662	1	o1177	o1177	1
-212.726516	-212.726518	0.998404231944254	o1178	o1178	1
-249.136979	-249.137046	0.990764024727372	o1179	o1179	1
-98.458464	-98.458464	1	o117	o117	1
-382.199841	-382.199841	1	o1180	o1180	1
-194.741671	-194.741671	1	o1181	o1181	1
-324.70072	-331.444841	0.000240063003526929	o1182	o1182	0.0112252244940313
-719.252252	-720.295526	0.148601517585383	o1183	o1183	1
-852.213327	-852.213327	1	o1184	o1184	1
-261.823179	-261.823179	1	o1186	o1186	1
-996.622192	-996.622192	1	o1187	o1187	1
-576.528421	-576.528421	1	o1188	o1188	1
-610.753399	-610.753399	1	o1189	o1189	1
-668.050391	-668.050391	1	o1190	o1190	1
-530.82951	-530.82951	1	o1191	o1191	1
-1491.76034	-1491.76034	1	o1192	o1192	1
-575.590913	-575.981803	0.376597304792424	o1193	o1193	1
-410.760838	-421.104929	5.40485593364663e-06	o1194	o1194	0.000407459955487564
-797.871112	-797.871112	1	o1195	o1195	1
-574.034098	-574.034098	1	o1196	o1196	1
-337.995158	-337.995158	1	o1197	o1197	1
-343.217665	-343.217665	1	o1198	o1198	1
-404.625853	-404.625916	0.991043956094339	o1199	o1199	1
-201.93282	-201.932825	0.997476871679208	o119	o119	1
-683.238558	-683.238558	1	o11	o11	1
-537.946819	-537.946819	1	o1200	o1200	1
-666.143252	-666.143252	1	o1202	o1202	1
-257.50967	-257.509585	1	o1203	o1203	1
-606.098451	-606.098451	1	o1204	o1204	1
-221.785662	-221.785662	1	o1205	o1205	1
-253.620916	-257.390638	0.00603626668859809	o1206	o1206	0.19222387196277
-380.585608	-380.585608	1	o1208	o1208	1
-263.173266	-274.221644	2.59247476893428e-06	o1209	o1209	0.000222711669684726
-1244.22076	-1244.220764	0.997743244677665	o1210	o1210	1
-1299.425307	-1299.429742	0.92496563372239	o1211	o1211	1
-231.992275	-231.992269	1	o1212	o1212	1
-333.327352	-333.327352	1	o1213	o1213	1
-516.964283	-534.783949	2.37444631386918e-09	o1214	o1214	6.02610777698551e-07
-289.721176	-289.721176	1	o1215	o1215	1
-1085.114196	-1085.114196	1	o1216	o1216	1
-947.647357	-947.647357	1	o1217	o1217	1
-1029.008899	-1029.008894	1	o1218	o1218	1
-380.767994	-380.767994	1	o1219	o1219	1
-399.483229	-399.483229	1	o121	o121	1
-595.88011	-595.88011	1	o1220	o1220	1
-487.063667	-487.063667	1	o1221	o1221	1
-907.678942	-907.738357	0.730306929386775	o1222	o1222	1
-737.866847	-737.866847	1	o1223	o1223	1
-337.676028	-337.676027	1	o1224	o1224	1
-161.05258	-161.05258	1	o1227	o1227	1
-228.688077	-228.688287	0.983649376928311	o1228	o1228	1
-347.433404	-347.435288	0.951053365002677	o1229	o1229	1
-433.619864	-451.337945	2.63548126626713e-09	o122	o122	6.08466737349424e-07
-374.120292	-374.120292	1	o1230	o1230	1
-225.209442	-225.209442	1	o1232	o1232	1
-293.11931	-305.278501	8.16560917345106e-07	o1233	o1233	8.37882230186894e-05
-322.971702	-322.971702	1	o1234	o1234	1
-444.880798	-444.880798	1	o1235	o1235	1
-523.054114	-523.054114	1	o1236	o1236	1
-674.883646	-674.883646	1	o1237	o1237	1
-721.104217	-731.194185	7.04884072846326e-06	o1238	o1238	0.000520768353018865
-547.27056	-547.27056	1	o123	o123	1
-517.069456	-517.069445	1	o1240	o1240	1
-326.509517	-326.509517	1	o1241	o1241	1
-450.728119	-450.728119	1	o1242	o1242	1
-388.259998	-388.271082	0.881641047149359	o1243	o1243	1
-293.419621	-293.419621	1	o1244	o1244	1
-446.262251	-457.253255	2.7521839301885e-06	o1245	o1245	0.00023105835086628
-258.620821	-258.620821	1	o1246	o1246	1
-172.778837	-172.778837	1	o1247	o1247	1
-374.645136	-374.644134	1	o1248	o1248	1
-529.013974	-529.013974	1	o1249	o1249	1
-432.496347	-432.496347	1	o124	o124	1
-543.959191	-543.959191	1	o1250	o1250	1
-402.060302	-402.060302	1	o1251	o1251	1
-1167.789837	-1167.789836	1	o1252	o1252	1
-369.932528	-369.932528	1	o1253	o1253	1
-1040.343047	-1042.617236	0.03294994608671	o1254	o1254	0.816893294257092
-2015.414057	-2015.414074	0.995347599862251	o1255	o1255	1
-306.202907	-306.202907	1	o1256	o1256	1
-589.175935	-589.175935	1	o1257	o1257	1
-490.830981	-490.830981	1	o1258	o1258	1
-156.000303	-156.000303	1	o1259	o1259	1
-630.13924	-630.13924	1	o125	o125	1
-271.767829	-271.767829	1	o1260	o1260	1
-444.96016	-444.960063	1	o1261	o1261	1
-317.49469	-317.49469	1	o1262	o1262	1
-410.053113	-410.053113	1	o1263	o1263	1
-1068.750582	-1068.750582	1	o1264	o1264	1
-189.450039	-189.596466	0.588397398063839	o1265	o1265	1
-801.326405	-801.326405	1	o1266	o1266	1
-249.565659	-249.565659	1	o1267	o1267	1
-407.386388	-407.386388	1	o1268	o1268	1
-262.141934	-262.141934	1	o1269	o1269	1
-565.908212	-565.908166	1	o126	o126	1
-542.2998	-542.2998	1	o1270	o1270	1
-352.100941	-352.100941	1	o1271	o1271	1
-404.120674	-404.120674	1	o1272	o1272	1
-2137.758179	-2137.758185	0.997236052283244	o1273	o1273	1
-453.518733	-453.518733	1	o1274	o1274	1
-395.725891	-395.725891	1	o1275	o1275	1
-507.879407	-507.879407	1	o1277	o1277	1
-299.356399	-299.356399	1	o1278	o1278	1
-156.012841	-156.012841	1	o1279	o1279	1
-383.097302	-383.097302	1	o127	o127	1
-264.960429	-264.960429	1	o1280	o1280	1
-407.23562	-420.932145	1.66026855272307e-07	o1281	o1281	1.91657251054969e-05
-438.920559	-438.920559	1	o1282	o1282	1
-439.660864	-454.794816	3.76301559681672e-08	o1283	o1283	4.96449271951463e-06
-300.133808	-300.350891	0.509951803844988	o1284	o1284	1
-146.020443	-146.020443	1	o1285	o1285	1
-708.255089	-708.255089	1	o1287	o1287	1
-277.732372	-277.732372	1	o1288	o1288	1
-222.025031	-222.025031	1	o1289	o1289	1
-1040.860876	-1040.860876	1	o128	o128	1
-630.639291	-630.639291	1	o1290	o1290	1
-1164.418258	-1164.418258	1	o1291	o1291	1
-868.157771	-868.340863	0.545091698340222	o1292	o1292	1
-226.178872	-226.178872	1	o1293	o1293	1
-284.60012	-284.60012	1	o1294	o1294	1
-726.612131	-726.612131	1	o1295	o1295	1
-615.759433	-619.856092	0.00420449566264231	o1296	o1296	0.139922585385592
-474.363617	-474.769386	0.367665930889475	o1297	o1297	1
-660.157622	-660.387409	0.497823132139552	o1298	o1298	1
-642.96425	-642.96425	1	o1299	o1299	1
-1368.046596	-1369.792891	0.0616440706152509	o129	o129	1
-702.335855	-702.60666	0.461766255147126	o12	o12	1
-304.014734	-304.014734	1	o1300	o1300	1
-469.782596	-469.782596	1	o1301	o1301	1
-278.627772	-278.627772	1	o1302	o1302	1
-540.88667	-540.88667	1	o1303	o1303	1
-574.396876	-574.396876	1	o1304	o1304	1
-328.648879	-328.648879	1	o1305	o1305	1
-260.579912	-260.579912	1	o1306	o1306	1
-299.061195	-299.370249	0.431751235060585	o1307	o1307	1
-515.201367	-515.193056	1	o1308	o1308	1
-221.536941	-221.536941	1	o1309	o1309	1
-450.460408	-450.747021	0.448979830107962	o130	o130	1
-464.44709	-464.424773	1	o1310	o1310	1
-684.070662	-692.65462	3.42166861966461e-05	o1311	o1311	0.00200629267953033
-244.907614	-244.907473	1	o1312	o1312	1
-325.526411	-325.52635	1	o1313	o1313	1
-348.358186	-348.646752	0.447438686192301	o1314	o1314	1
-236.370065	-236.370065	1	o1315	o1315	1
-550.610047	-550.610047	1	o1316	o1316	1
-733.301801	-733.301801	1	o1317	o1317	1
-472.740492	-472.740492	1	o1318	o1318	1
-216.604085	-216.60404	1	o1319	o1319	1
-598.589882	-598.589882	1	o131	o131	1
-545.183583	-545.183583	1	o1320	o1320	1
-210.514372	-210.731378	0.510026858938422	o1321	o1321	1
-286.853147	-286.853147	1	o1322	o1322	1
-2220.610628	-2220.610628	1	o1323	o1323	1
-66.386916	-66.386916	1	o1324	o1324	1
-150.260358	-150.260358	1	o1325	o1325	1
-537.929411	-538.315794	0.379362725941254	o1326	o1326	1
-464.288817	-464.288817	1	o1327	o1327	1
-503.585123	-503.682659	0.658728340281661	o1328	o1328	1
-281.823186	-281.823186	1	o1329	o1329	1
-774.481757	-774.51316	0.80211468088771	o132	o132	1
-517.626483	-517.626483	1	o1331	o1331	1
-182.249579	-182.267714	0.848958993912264	o1333	o1333	1
-332.919965	-332.919965	1	o1334	o1334	1
-420.975148	-420.972241	1	o1335	o1335	1
-606.627228	-605.138891	1	o1336	o1336	1
-751.493983	-753.636596	0.038444971196648	o1337	o1337	0.946771490669452
-242.670784	-242.670784	1	o1338	o1338	1
-561.296933	-561.296933	1	o1339	o1339	1
-186.507756	-186.6343	0.614909066131796	o133	o133	1
-404.720408	-404.720408	1	o1340	o1340	1
-217.533553	-217.533553	1	o1341	o1341	1
-406.367927	-406.367927	1	o1342	o1342	1
-377.836057	-377.836057	1	o1343	o1343	1
-493.640555	-493.640555	1	o1344	o1344	1
-734.555273	-734.555273	1	o1345	o1345	1
-611.608151	-611.608151	1	o1346	o1346	1
-341.846004	-341.846004	1	o1349	o1349	1
-421.48986	-421.48986	1	o134	o134	1
-312.67654	-313.032599	0.398741582668982	o1350	o1350	1
-256.380115	-256.380115	1	o1351	o1351	1
-268.350141	-268.350141	1	o1352	o1352	1
-400.974282	-400.974282	1	o1353	o1353	1
-577.838768	-577.838768	1	o1354	o1354	1
-370.003556	-370.675666	0.246291131582172	o1355	o1355	1
-471.576732	-471.576732	1	o1356	o1356	1
-642.497907	-642.497907	1	o1357	o1357	1
-759.230199	-759.230199	1	o1358	o1358	1
-527.743506	-527.743506	1	o1359	o1359	1
-267.797284	-267.797284	1	o135	o135	1
-346.534804	-346.534805	0.998871621210455	o1360	o1360	1
-419.788773	-419.788773	1	o1361	o1361	1
-977.818266	-977.818266	1	o1362	o1362	1
-338.584688	-338.584688	1	o1363	o1363	1
-220.116689	-220.116689	1	o1364	o1364	1
-303.427699	-303.427699	1	o1365	o1365	1
-488.228073	-508.804118	1.40832588440687e-10	o1366	o1366	6.50294477124873e-08
-522.314931	-522.314931	1	o1367	o1367	1
-578.9313	-578.9313	1	o1368	o1368	1
-417.950904	-422.111842	0.00391704448790709	o1369	o1369	0.132748278333292
-267.985094	-267.985094	1	o136	o136	1
-146.958761	-146.958761	1	o1370	o1370	1
-901.340377	-901.340377	1	o1372	o1372	1
-541.868813	-541.868813	1	o1374	o1374	1
-227.676849	-227.676743	1	o1375	o1375	1
-394.996318	-394.996318	1	o1376	o1376	1
-1612.75977	-1612.75977	1	o1377	o1377	1
-230.525772	-230.525772	1	o1378	o1378	1
-555.722109	-555.722109	1	o1379	o1379	1
-893.836514	-893.827324	1	o137	o137	1
-276.608389	-276.608389	1	o1380	o1380	1
-405.060049	-405.060049	1	o1381	o1381	1
-365.026602	-365.233032	0.520521440196279	o1382	o1382	1
-219.7391	-219.7391	1	o1383	o1383	1
-340.764946	-341.293702	0.303783326711732	o1384	o1384	1
-555.037302	-555.037302	1	o1385	o1385	1
-567.516753	-567.519339	0.942668264735659	o1386	o1386	1
-1134.273948	-1134.273948	1	o1388	o1388	1
-212.339895	-212.339895	1	o1389	o1389	1
-343.957712	-343.957712	1	o138	o138	1
-1060.581071	-1060.581071	1	o1390	o1390	1
-316.041845	-316.041845	1	o1391	o1391	1
-641.742205	-641.742205	1	o1392	o1392	1
-268.313935	-268.313935	1	o1394	o1394	1
-462.613851	-462.613851	1	o1395	o1395	1
-371.492563	-371.492563	1	o1396	o1396	1
-442.826883	-443.323267	0.319066790875933	o1397	o1397	1
-1088.771927	-1088.771927	1	o1399	o1399	1
-287.155035	-287.155035	1	o139	o139	1
-510.726653	-517.272881	0.000296487374293758	o13	o13	0.0136903045080143
-538.721152	-538.721152	1	o1400	o1400	1
-322.750145	-322.944059	0.533443312254208	o1401	o1401	1
-499.611062	-499.611062	1	o1402	o1402	1
-405.732679	-406.806286	0.142828859125661	o1403	o1403	1
-505.316835	-505.317626	0.968273014934666	o1405	o1405	1
-567.822234	-567.822234	1	o1406	o1406	1
-594.390204	-594.390204	1	o1407	o1407	1
-696.033231	-696.913279	0.18461254189299	o1408	o1408	1
-644.735608	-644.735608	1	o1409	o1409	1
-472.843175	-472.843175	1	o140	o140	1
-350.627349	-350.627349	1	o1410	o1410	1
-1125.953775	-1125.953775	1	o1411	o1411	1
-904.32198	-904.32198	1	o1412	o1412	1
-639.79407	-639.79407	1	o1413	o1413	1
-691.111632	-691.111632	1	o1414	o1414	1
-300.326599	-300.326599	1	o1415	o1415	1
-161.033147	-161.033147	1	o1416	o1416	1
-640.248536	-640.516575	0.464062690935514	o1417	o1417	1
-238.719141	-238.719141	1	o1418	o1418	1
-551.246759	-551.502263	0.474702825889644	o1419	o1419	1
-970.001759	-970.012303	0.884539481866615	o141	o141	1
-209.8423	-209.8423	1	o1420	o1420	1
-497.271178	-497.271178	1	o1421	o1421	1
-424.897275	-424.897275	1	o1422	o1422	1
-849.032985	-849.032985	1	o1424	o1424	1
-572.107368	-572.107368	1	o1425	o1425	1
-387.521237	-387.945284	0.357092095665764	o1426	o1426	1
-251.664632	-251.664632	1	o1427	o1427	1
-349.402455	-349.402455	1	o1428	o1428	1
-383.801176	-383.801176	1	o142	o142	1
-273.7859	-273.7859	1	o1430	o1430	1
-588.965923	-588.965923	1	o1431	o1431	1
-538.152667	-538.152667	1	o1432	o1432	1
-808.665251	-813.771274	0.00139526296905331	o1433	o1433	0.0525928715069685
-363.294949	-363.294949	1	o1434	o1434	1
-266.633088	-266.633088	1	o1435	o1435	1
-205.218182	-205.218182	1	o1436	o1436	1
-773.015078	-773.015078	1	o1437	o1437	1
-1202.026997	-1202.026997	1	o1438	o1438	1
-404.395777	-404.395777	1	o1439	o1439	1
-430.432997	-430.93853	0.314647593803469	o143	o143	1
-612.206617	-612.206617	1	o1440	o1440	1
-355.01997	-355.01997	1	o1441	o1441	1
-228.768632	-228.768632	1	o1442	o1442	1
-1036.758595	-1036.758592	1	o1443	o1443	1
-481.0126	-481.0126	1	o1444	o1444	1
-661.117156	-661.117157	0.998871621210455	o1445	o1445	1
-289.706488	-289.261513	1	o1446	o1446	1
-201.979057	-201.979057	1	o1447	o1447	1
-516.401347	-516.401347	1	o1448	o1448	1
-347.047933	-347.047933	1	o1449	o1449	1
-1255.930055	-1255.930055	1	o144	o144	1
-241.551172	-241.551172	1	o1450	o1450	1
-314.858671	-314.990256	0.607950638910228	o1451	o1451	1
-473.467712	-473.467712	1	o1453	o1453	1
-655.248622	-655.248622	1	o1454	o1454	1
-1946.933482	-1946.933482	1	o1455	o1455	1
-319.825466	-319.825466	1	o1456	o1456	1
-657.159537	-657.159537	1	o1457	o1457	1
-315.980595	-315.979022	1	o1458	o1458	1
-274.522408	-274.524354	0.950255526568181	o1459	o1459	1
-621.999444	-622.196903	0.529725553997281	o145	o145	1
-292.608989	-292.608989	1	o1460	o1460	1
-981.122025	-981.124551	0.943336136890026	o1461	o1461	1
-1321.025108	-1321.025108	1	o1462	o1462	1
-226.28167	-226.28167	1	o1463	o1463	1
-330.387141	-330.387141	1	o1464	o1464	1
-267.117497	-267.117497	1	o1465	o1465	1
-506.029973	-506.029606	1	o1466	o1466	1
-378.114624	-378.114624	1	o1467	o1467	1
-291.646834	-291.646834	1	o1468	o1468	1
-531.755812	-531.755812	1	o1469	o1469	1
-602.994577	-603.583405	0.277833704446599	o146	o146	1
-1441.9687	-1441.9687	1	o1470	o1470	1
-333.457201	-333.457201	1	o1472	o1472	1
-1100.213049	-1100.213049	1	o1473	o1473	1
-647.759133	-647.759133	1	o1474	o1474	1
-450.212753	-450.212753	1	o1475	o1475	1
-372.094819	-372.094818	1	o1476	o1476	1
-349.636567	-349.636567	1	o1477	o1477	1
-266.640572	-266.64059	0.995212721364915	o1478	o1478	1
-615.220874	-615.220874	1	o1479	o1479	1
-424.482221	-424.482221	1	o147	o147	1
-231.682098	-231.682101	0.998045591909264	o1480	o1480	1
-309.857157	-309.857478	0.979785588232725	o1481	o1481	1
-256.170856	-256.170856	1	o1482	o1482	1
-494.156397	-494.156397	1	o1483	o1483	1
-495.739925	-495.739925	1	o1484	o1484	1
-1029.750356	-1027.631628	1	o1485	o1485	1
-562.065154	-562.065154	1	o1486	o1486	1
-383.672721	-383.672964	0.982411734234191	o1487	o1487	1
-471.851085	-471.851085	1	o1488	o1488	1
-407.430945	-407.430945	1	o1489	o1489	1
-468.786695	-468.786695	1	o148	o148	1
-419.985109	-419.985109	1	o1490	o1490	1
-682.302728	-682.302728	1	o1491	o1491	1
-237.796678	-238.233605	0.349890563522538	o1492	o1492	1
-307.202723	-307.202723	1	o1493	o1493	1
-331.695565	-331.695565	1	o1494	o1494	1
-417.652897	-417.652897	1	o1496	o1496	1
-365.853066	-365.82368	1	o1497	o1497	1
-280.107402	-280.107402	1	o1498	o1498	1
-366.670107	-366.670066	1	o1499	o1499	1
-157.172227	-157.172227	1	o149	o149	1
-360.287987	-360.287987	1	o14	o14	1
-328.601085	-328.66548	0.719689921821872	o1500	o1500	1
-453.049652	-453.049652	1	o1501	o1501	1
-151.236909	-151.23691	0.998871621210455	o1502	o1502	1
-301.853594	-301.853594	1	o1503	o1503	1
-538.440528	-538.444714	0.92709639169854	o1504	o1504	1
-600.789616	-600.789616	1	o1505	o1505	1
-191.618619	-191.618619	1	o1506	o1506	1
-394.615041	-394.615041	1	o1508	o1508	1
-290.891032	-290.891032	1	o1509	o1509	1
-906.587754	-906.587751	1	o1510	o1510	1
-239.26871	-239.26871	1	o1511	o1511	1
-1394.757326	-1394.757326	1	o1512	o1512	1
-468.101974	-468.101974	1	o1513	o1513	1
-416.6787	-422.751646	0.000491961065836097	o1514	o1514	0.0216345735380779
-1031.749944	-1031.747334	1	o1515	o1515	1
-1532.38587	-1532.38587	1	o1516	o1516	1
-732.387971	-732.387971	1	o1517	o1517	1
-346.833532	-346.833532	1	o1518	o1518	1
-544.021144	-544.021144	1	o1519	o1519	1
-799.649885	-799.649885	1	o151	o151	1
-293.917562	-293.919534	0.949924751469625	o1520	o1520	1
-619.529329	-619.529094	1	o1521	o1521	1
-3556.094138	-3556.094138	1	o1522	o1522	1
