contig	numParameters	likelihood
o1285	8	-146.021307
o1286	7	-634.632115
o1287	8	-708.255089
o1288	8	-277.734371
o1289	8	-222.025031
o128	8	-1040.860876
o1290	8	-630.639291
o1291	8	-1163.475483
o1293	8	-226.178872
o1294	8	-284.600120
o1295	8	-726.612131
o1296	8	-620.818334
o1298	8	-662.411153
o1299	8	-641.828384
o129	8	-1368.735151
o12	8	-704.595892
o1300	8	-304.014734
o1301	8	-469.782596
o1302	8	-278.627772
o1303	8	-538.062233
o1304	8	-574.396881
o1305	8	-328.648879
o1306	8	-260.579912
o1307	8	-299.061017
o1308	8	-514.372025
o1309	8	-220.131836
o1311	8	-692.811616
o1312	8	-244.907602
o1313	7	-325.526350
o1314	8	-348.646752
o1315	8	-236.882203
o1316	8	-550.610047
o1317	8	-733.301801
o1318	8	-472.740492
o1319	8	-216.604040
o131	8	-598.039075
o1320	8	-545.183583
o1321	8	-210.513660
o1322	8	-287.110961
o1323	8	-2220.539096
o1324	8	-66.386917
o1325	8	-150.260358
o1326	8	-539.785454
o1327	8	-462.898208
o1329	7	-281.798268
o132	8	-774.481757
o1330	7	-465.632785
o1331	8	-517.626483
o1332	7	-244.216129
o1333	8	-182.249579
o1334	8	-330.992018
o1336	8	-605.138871
o1337	8	-754.023824
o1338	8	-242.670784
o1339	8	-561.296933
o1340	8	-404.720408
o1341	8	-217.533553
o1342	8	-406.367927
o1344	8	-493.482116
o1345	8	-734.555273
o1346	8	-611.608151
o1347	7	-284.183693
o1348	7	-575.833864
o1349	8	-341.846004
o134	8	-421.489860
o1350	8	-313.910267
o1351	8	-256.380115
o1352	8	-268.350141
o1353	8	-400.974282
o1354	8	-577.838768
o1355	8	-370.743797
o1356	8	-471.576732
o1357	8	-619.585737
o1358	8	-761.541311
o1359	8	-527.743506
o135	8	-267.797284
o1360	8	-346.534801
o1361	8	-418.962907
o1362	8	-975.908577
o1363	8	-338.584688
o1364	8	-218.734517
o1365	8	-303.427699
o1366	8	-510.250253
o1367	8	-522.314931
o1369	8	-422.111938
o136	8	-267.985095
o1370	8	-146.890403
o1371	7	-352.059306
o1372	8	-901.340377
o1373	7	-307.113514
o1374	8	-541.163706
o1375	8	-227.676849
o1377	8	-1613.138777
o1378	8	-230.525772
o1379	8	-555.722109
o137	8	-893.836514
o1380	8	-276.608389
o1381	8	-405.060049
o1382	8	-365.765018
o1383	8	-219.742241
o1384	8	-342.686484
o1385	8	-555.037302
o1386	8	-567.516753
o1387	7	-302.527206
o1388	7	-1134.273948
o138	8	-343.957712
o1390	8	-1060.581071
o1391	8	-316.041845
o1392	8	-641.742205
o1393	7	-304.892175
o1394	8	-268.313935
o1395	8	-462.613851
o1396	8	-371.492563
o1397	8	-443.323267
o1398	7	-582.986918
o1399	8	-1086.782044
o139	8	-287.155035
o13	8	-516.990385
o1400	8	-539.315466
o1401	8	-323.537319
o1402	8	-499.611062
o1403	8	-408.256766
o1404	7	-1368.383337
o1405	7	-505.316835
o1406	8	-565.682569
o1408	8	-699.406658
o140	8	-465.765746
o1410	8	-350.627349
o1411	8	-1125.459928
o1412	8	-904.424062
o1413	8	-639.794070
o1414	8	-691.114090
o1415	8	-300.326599
o1416	8	-161.033147
o1417	8	-640.251645
o1418	8	-238.719141
o1419	8	-550.169216
o141	8	-970.012303
o1420	8	-209.842300
o1421	8	-487.934251
o1422	8	-424.897275
o1423	7	-367.816923
o1424	8	-849.032985
o1425	8	-572.107368
o1426	8	-387.945284
o1427	8	-251.664632
o1428	8	-349.402455
o1429	7	-643.759580
o142	8	-383.801176
o1430	8	-273.785900
o1431	8	-588.965923
o1432	7	-538.152667
o1433	8	-806.160511
o1434	8	-363.294949
o1435	8	-265.740065
o1436	8	-205.218182
o1437	8	-773.015078
o1438	8	-1202.174312
o1439	8	-404.395777
o143	8	-431.822793
o1440	8	-612.206617
o1441	8	-354.164913
o1442	8	-228.768632
o1444	8	-481.125336
o1446	8	-288.555374
o1447	8	-201.979057
o1448	8	-516.401347
o1449	8	-347.047933
o1450	8	-241.551172
o1451	8	-314.990256
o1452	7	-509.180261
o1453	8	-474.322052
o1454	8	-654.401019
o1455	8	-1948.671905
o1456	8	-319.825466
o1457	8	-657.159537
o1458	8	-315.979022
o1459	8	-264.725189
o145	8	-624.219066
o1460	8	-292.608989
o1461	7	-981.115592
o1462	8	-1321.025108
o1463	8	-226.281670
o1464	7	-330.396512
o1465	8	-267.114780
o1466	8	-506.029606
o1467	8	-378.114624
o1468	8	-291.383368
o146	8	-604.043876
o1470	8	-1441.968700
o1471	7	-172.520149
o1472	8	-333.457201
o1473	8	-1099.761527
o1474	8	-647.759133
o1475	8	-434.053253
o1476	8	-372.094819
o1477	8	-348.522481
o1478	8	-266.640573
o1479	8	-614.616385
o147	8	-424.482221
o1480	8	-231.682098
o1481	8	-309.857157
o1482	8	-256.170856
o1483	8	-494.156397
o1484	8	-493.496609
o1485	8	-1029.643977
o1487	8	-383.672963
o1488	8	-472.441838
o148	8	-468.786695
o1490	8	-419.985109
o1491	8	-682.302728
o1492	8	-238.233605
o1493	8	-307.202723
o1494	8	-331.695565
o1495	7	-555.414553
o1496	8	-416.683747
o1497	8	-363.949170
o1498	8	-280.107402
o1499	8	-366.670097
o149	8	-157.172227
o14	8	-360.287987
o1500	7	-329.174170
o1501	8	-453.049652
o1502	8	-151.236909
o1503	7	-301.853594
o1504	8	-538.470263
o1505	8	-600.789616
o1506	8	-191.618619
o1507	7	-533.772103
o1508	8	-394.631143
o1509	8	-290.891026
o150	7	-817.481103
o1511	8	-239.268710
o1512	8	-1395.694862
o1513	8	-456.650392
o1515	8	-1031.746301
o1516	8	-1532.385263
o1517	8	-732.333528
o1518	8	-347.680649
o1519	8	-536.066944
o151	8	-799.649885
o1520	8	-293.917562
o1521	8	-619.516992
o1522	8	-3555.430654
o1523	7	-729.586883
o1524	8	-177.953989
o1525	7	-240.864933
o1526	8	-420.662577
o1527	8	-1627.289824
o1528	8	-157.484776
o1529	8	-287.155072
o152	8	-390.839948
o1530	8	-316.756588
o1531	8	-431.927585
o1532	8	-585.362128
o1533	8	-237.973372
o1534	8	-505.289737
o1536	8	-1000.018512
o1537	8	-1290.396709
o1538	8	-228.926940
o1539	7	-1394.229246
o153	8	-469.492651
o1540	8	-564.447243
o1541	8	-618.018200
o1542	8	-287.231568
o1543	8	-329.094689
o1544	8	-426.607202
o1546	8	-853.691363
o1547	8	-359.443995
o1549	8	-475.291698
o154	8	-433.562460
o1550	8	-317.653605
o1551	8	-606.180873
o1552	8	-357.743078
o1553	8	-635.099433
o1554	8	-368.864427
o1555	7	-483.951842
o1556	8	-207.691485
o1558	8	-680.737643
o1559	7	-1176.734988
o155	8	-560.536373
o1560	8	-440.141966
o1561	8	-557.332066
o1562	8	-217.592619
o1563	8	-525.303804
o1564	8	-432.882319
o1566	8	-539.279073
o1567	8	-1247.835915
o1568	8	-286.486460
o1569	7	-614.821753
o156	8	-859.856741
o1570	8	-404.061985
o1571	8	-498.005689
o1572	8	-668.532106
o1573	8	-202.525203
o1574	8	-283.408185
o1576	8	-285.002582
o1577	8	-563.031131
o1578	8	-743.973849
o1579	8	-294.974773
o157	8	-143.148080
o1580	8	-672.323346
o1581	7	-289.337849
o1582	8	-766.968820
o1583	8	-293.873781
o1584	8	-458.394785
o1585	8	-234.697640
o1586	8	-249.134585
o1588	8	-599.431510
o1589	8	-261.477199
o158	8	-811.041558
o1590	8	-916.437727
o1591	8	-390.538029
o1592	8	-278.739110
o1593	8	-503.826030
o1594	8	-91.663716
o1595	8	-334.270294
o1597	8	-683.453748
o1598	7	-520.265150
o1599	8	-506.327760
o159	8	-383.143861
o15	8	-1201.179862
o1600	8	-1560.827254
o1601	7	-363.651754
o1602	8	-907.381727
o1603	7	-679.837383
o1604	8	-1545.929970
o1605	8	-359.481540
o1606	7	-750.976558
o1607	8	-500.638395
o1608	8	-638.175937
o1609	8	-1602.362195
o160	8	-312.027389
o1610	8	-828.833752
o1611	8	-277.820709
o1612	8	-276.394980
o1613	8	-1608.945354
o1614	8	-267.084081
o1615	8	-421.088155
o1616	8	-703.435316
o1617	7	-634.927897
o1618	8	-157.152952
o1619	8	-255.788042
o161	8	-462.771339
o1620	7	-160.732037
o1621	7	-822.607904
o1622	8	-178.564537
o1623	8	-715.888640
o1624	8	-485.667194
o1625	8	-366.274664
o1626	8	-199.186721
o1627	8	-531.815257
o1628	8	-526.106484
o1629	8	-333.177317
o162	8	-196.963159
o1630	8	-222.376651
o1631	8	-334.266215
o1632	8	-422.534999
o1633	8	-316.193385
o1634	7	-807.654543
o1635	7	-805.279358
o1636	8	-629.122846
o1637	8	-331.366829
o1638	8	-337.162932
o1639	8	-336.295035
o163	8	-189.168985
o1641	8	-459.058472
o1642	8	-560.197705
o1643	8	-229.990785
o1644	8	-269.854070
o1645	7	-252.384795
o1646	8	-389.926426
o1647	8	-586.649274
o1648	8	-263.733123
o1649	8	-839.846712
o164	7	-270.228711
o1650	8	-260.705053
o1651	8	-1079.687460
o1652	8	-250.661237
o1653	8	-357.979936
o1654	8	-403.404552
o1655	8	-316.066051
o1656	8	-529.688552
o1657	8	-201.534267
o1658	8	-407.320360
o1659	8	-489.740063
o165	8	-660.597581
o1660	8	-326.036191
o1661	8	-3197.961193
o1662	8	-193.468152
o1663	7	-206.086507
o1664	8	-319.269688
o1665	8	-78.344341
o1666	8	-1224.380986
o1667	8	-556.078442
o1668	8	-941.639336
o1669	8	-380.714480
o166	8	-185.331526
o1670	8	-277.076971
o1671	8	-512.480940
o1672	8	-225.147435
o1673	8	-714.624783
o1674	8	-102.980511
o1675	8	-176.441688
o1676	8	-546.442314
o1677	8	-520.253345
o1678	8	-591.796224
o167	8	-260.306425
o1680	8	-338.252994
o1681	8	-408.567764
o1682	8	-334.724149
o1683	8	-332.164663
o1684	8	-230.682116
o1685	8	-251.041168
o1686	8	-295.395612
o1687	7	-653.244173
o1688	7	-529.843548
o1689	8	-1106.088605
o168	8	-305.398333
o1690	7	-774.557980
o1691	8	-622.561936
o1692	8	-946.899563
o1693	8	-686.012357
o1694	8	-530.795441
o1695	8	-651.437774
o1696	8	-302.047464
o1698	7	-478.792615
o1699	7	-413.271910
o169	8	-187.601898
o16	7	-190.456283
o1700	8	-436.876349
o1701	8	-661.891642
o1702	8	-292.686892
o1703	8	-242.383956
o1704	8	-453.295091
o1705	8	-562.667075
o1706	8	-1938.338442
o1707	8	-647.131033
o1708	8	-491.746925
o1709	7	-651.623477
o170	8	-215.843386
o1710	8	-568.009178
o1711	8	-321.901982
o1712	8	-272.578580
o1713	8	-499.982574
o1714	8	-387.983362
o1715	7	-632.779209
o1716	7	-993.187851
o1717	8	-361.951324
o1718	8	-265.653544
o1719	8	-290.070680
o171	8	-1058.752654
o1720	8	-769.871904
o1721	8	-1605.134054
o1722	8	-674.486431
o1723	8	-528.165329
o1724	8	-342.048106
o1725	7	-1139.751583
o1726	8	-355.331161
o1728	8	-733.309329
o1729	8	-163.009888
o172	8	-794.509575
o1730	7	-852.809910
o1732	8	-321.459500
o1733	8	-1497.107377
o1734	8	-405.519921
o1735	8	-523.442914
o1737	8	-688.743109
o1739	7	-883.261338
o1740	7	-417.370910
o1741	8	-369.140201
o1742	8	-298.859549
o1743	8	-412.549758
o1745	8	-566.281381
o1746	8	-2084.161370
o1747	8	-585.022286
o1749	8	-260.385782
o174	8	-251.149306
o1750	8	-272.486317
o1751	8	-566.440403
o1752	7	-511.461606
o1753	8	-278.929343
o1754	8	-829.604280
o1755	8	-231.448298
o1756	8	-2063.500393
o1757	8	-342.107831
o1758	8	-463.488332
o1759	7	-576.773058
o175	8	-517.710764
o1760	8	-517.726078
o1761	7	-312.353573
o1762	8	-622.905415
o1764	8	-412.251245
o1765	8	-524.195353
o1766	8	-1262.242162
o1767	8	-1531.065891
o1768	8	-736.092738
o1769	8	-298.739575
o176	8	-460.739973
o1770	8	-487.114469
o1771	7	-578.008942
o1773	8	-250.396653
o1774	7	-1098.340653
o1775	8	-254.770961
o1776	7	-806.294112
o1777	8	-403.808573
o1778	8	-437.122323
o1779	8	-269.551525
o177	8	-348.212752
o1780	7	-378.910551
o1781	8	-352.163855
o1782	8	-279.888732
o1783	7	-444.023189
o1784	8	-415.533235
o1785	8	-362.680108
o1786	7	-369.670025
o1787	8	-329.901575
o1788	8	-775.290741
o1789	8	-334.244223
o178	8	-322.387533
o1790	8	-465.901546
o1791	8	-666.401344
o1792	8	-483.124139
o1793	8	-462.942499
o1794	8	-583.947944
o1795	8	-287.029663
o1796	7	-479.650418
o1797	8	-560.498144
o1798	8	-123.814681
o1799	8	-331.040168
o179	8	-1292.774905
o17	8	-192.817596
o1800	8	-764.615291
o1801	7	-491.430702
o1803	8	-281.628760
o1805	8	-760.282188
o1806	8	-640.502444
o1807	8	-479.623781
o1808	8	-652.696801
o1809	8	-380.064040
o180	7	-276.267424
o1810	8	-459.635421
o1811	8	-228.919019
o1812	8	-76.166705
o1813	8	-259.852678
o1814	7	-1187.155466
o1815	7	-470.566105
o1816	8	-399.896246
o1817	8	-219.822423
o1818	7	-329.466700
o1819	8	-787.642280
o181	8	-719.379752
o1820	8	-504.140359
o1821	7	-341.124193
o1822	8	-388.849706
o1823	8	-194.280933
o1824	8	-381.692207
o1825	7	-147.322640
o1826	8	-540.924564
o1827	7	-364.994510
o1828	8	-364.378029
o1829	8	-482.791028
o182	8	-379.783225
o1830	8	-192.096369
o1831	8	-631.620831
o1833	8	-581.776468
o1835	8	-799.419738
o1836	8	-315.486824
o1837	7	-509.728077
o1838	8	-427.643286
o1839	8	-658.752583
o183	8	-810.780162
o1840	8	-318.273702
o1841	8	-488.540274
o1842	8	-300.893011
o1843	8	-731.840521
o1844	8	-159.712196
o1845	7	-317.024381
o1846	8	-333.761152
o1847	8	-573.062047
o1848	8	-276.477628
o1849	8	-384.288822
o184	8	-503.001127
o1850	8	-788.653252
o1851	8	-240.713106
o1852	8	-330.324475
o1853	8	-922.361626
o1854	8	-426.760971
o1855	7	-627.092267
o1856	8	-950.712514
o1857	8	-345.743490
o1858	8	-494.005614
o1859	7	-809.878516
o185	8	-564.346598
o1860	8	-742.985108
o1861	8	-309.005069
o1862	8	-613.209521
o1863	8	-613.799818
o1864	8	-268.604698
o1865	8	-600.016918
o1866	8	-502.062398
o1867	8	-160.455187
o1868	8	-254.484175
o1869	8	-1024.168679
o1870	8	-403.551683
o1871	8	-300.096449
o1872	8	-499.436701
o1873	8	-680.147693
o1874	8	-164.014137
o1875	8	-330.098736
o1876	8	-1861.908741
o1877	8	-902.905441
o1878	8	-611.125015
o1879	8	-483.608837
o1880	8	-664.147013
o1881	7	-355.258636
o1882	8	-903.019697
o1883	8	-150.965899
o1885	7	-171.150985
o1886	8	-378.547423
o1887	8	-699.182008
o1888	8	-198.291910
o1889	8	-522.012173
o188	8	-676.016368
o1890	8	-379.610855
o1892	7	-203.853859
o1893	8	-325.524510
o1894	8	-1121.771568
o1895	8	-665.414358
o1896	8	-346.891391
o1897	8	-2087.476738
o1898	8	-2097.501845
o1899	8	-345.052015
o18	8	-826.093497
o1900	8	-1742.352318
o1901	8	-1008.140061
o1903	8	-1750.860874
o1904	8	-344.620421
o1905	8	-400.880944
o1906	7	-393.461508
o1907	8	-244.496210
o1908	8	-745.650521
o1909	8	-904.027670
o190	8	-383.049130
o1911	8	-695.549115
o1912	8	-211.247595
o1913	8	-976.866950
o1914	7	-581.655042
o1916	8	-224.231400
o1917	8	-111.461102
o1919	8	-254.119011
o191	7	-430.417093
o1920	8	-717.990740
o1921	7	-438.852595
o1922	7	-296.260938
o1923	8	-240.301326
o1924	8	-1012.925063
o1926	8	-410.567158
o1927	7	-529.304772
o1928	8	-247.436908
o1929	8	-558.369449
o192	8	-502.378287
o1931	7	-250.385943
o1932	8	-96.798027
o1933	8	-268.881464
o1934	8	-532.473009
o1935	7	-262.884492
o1936	8	-530.622765
o1937	8	-176.065278
o1938	8	-566.881731
o1939	8	-371.630402
o1940	8	-584.081439
o1941	8	-470.297363
o1942	8	-435.171861
o1943	8	-224.888928
o1944	8	-418.187113
o1945	8	-463.597028
o1946	8	-409.059290
o1947	8	-413.427039
o1948	8	-371.753336
o1949	8	-254.462215
o1950	8	-345.722104
o1952	8	-1527.302598
o1953	8	-649.219291
o1954	8	-780.455643
o1955	8	-283.809508
o1956	8	-281.930073
o1957	7	-182.065094
o1958	8	-119.446327
o1959	8	-256.989501
o195	8	-391.397328
o1960	8	-579.418336
o1961	7	-313.879471
o1962	8	-349.283521
o1964	8	-455.116158
o1966	8	-319.876808
o1967	8	-307.788754
o1968	8	-2699.803917
o1969	8	-1270.528214
o196	7	-465.446874
o1970	7	-773.729069
o1971	7	-283.032532
o1973	8	-688.938059
o1974	8	-348.912514
o1975	8	-957.969100
o1977	7	-249.633739
o1978	8	-269.737810
o1979	8	-700.570850
o197	8	-433.277147
o1980	7	-286.103635
o1981	8	-565.780657
o1982	8	-990.740327
o1983	8	-198.305294
o1984	8	-582.618053
o1985	8	-383.590612
o1986	8	-307.459598
o1987	8	-264.650694
o1988	8	-679.046181
o1989	8	-574.619930
o198	8	-444.969031
o1990	8	-253.574361
o1992	8	-545.588939
o1993	8	-1184.197154
o1994	8	-983.180987
o1995	8	-463.682800
o1996	8	-290.450544
o1997	8	-773.200877
o1998	8	-261.410405
o1999	8	-183.367661
o199	8	-304.916009
o19	8	-1410.332615
o1	8	-440.493426
o2000	7	-363.322239
o2001	8	-316.238057
o2002	8	-331.840508
o2003	8	-1016.851218
o2004	8	-310.187091
o2005	7	-326.398255
o2006	8	-331.822673
o2007	8	-320.865143
o2008	8	-417.089730
o2009	8	-354.801463
o200	8	-274.627399
o2010	8	-503.409650
o2011	8	-1928.365305
o2012	8	-819.566660
o2013	8	-523.322665
o2014	7	-362.498740
o2015	8	-509.462969
o2016	8	-586.884398
o2017	8	-787.356101
o2018	7	-372.550761
o2019	8	-606.806141
o201	8	-233.217930
o2020	8	-313.939922
o2021	7	-595.477105
o2022	7	-1372.700206
o2023	8	-553.806358
o2024	8	-292.367342
o2025	8	-365.638036
o2026	7	-932.190581
o2027	8	-372.287150
o2029	8	-703.635675
o202	8	-563.548222
o2030	8	-296.788134
o2031	8	-317.714228
o2032	8	-466.667068
o2033	8	-206.822053
o2034	8	-280.950624
o2035	8	-399.123502
o2036	8	-377.154855
o2037	8	-1212.624377
o2038	7	-273.621145
o203	8	-531.873755
o2040	8	-466.475689
o2041	8	-586.634037
o2042	8	-492.882424
o2043	8	-863.628031
o2044	8	-596.961055
o2045	8	-749.731264
o2046	8	-204.127222
o2047	8	-849.694212
o2048	8	-241.914475
o2049	8	-147.578114
o204	8	-617.603477
o2050	7	-933.333347
o2051	8	-620.998571
o2052	8	-233.249827
o2053	8	-220.521278
o2054	8	-534.714259
o2055	8	-265.642476
o2056	8	-420.741473
o2057	7	-1264.489066
o2058	8	-621.774613
o205	8	-514.091487
o2060	8	-446.045632
o2061	7	-300.818460
o2062	8	-519.206386
o2063	8	-1201.459114
o2064	8	-323.427937
o2065	8	-465.749432
o2066	8	-620.490383
o2067	8	-273.796186
o2068	8	-274.964439
o2069	8	-217.299518
o2070	8	-1421.733709
o2071	8	-229.213603
o2072	8	-670.973685
o2073	8	-876.229595
o2074	8	-414.269817
o2075	8	-325.399133
o2076	8	-681.181826
o2077	7	-1005.493863
o2078	7	-620.698236
o2079	8	-271.783523
o207	7	-193.720365
o2080	8	-333.829296
o2081	8	-273.235957
o2082	8	-543.719610
o2083	8	-334.359249
o2084	8	-386.832374
o2085	8	-370.637557
o2086	8	-179.315311
o2087	8	-362.359576
o2088	7	-1234.834481
o2089	7	-533.325740
o208	7	-300.558592
o2091	8	-1173.960123
o2092	8	-188.247379
o2093	8	-806.412214
o2095	8	-529.583538
o2096	8	-443.063337
o2097	8	-560.957572
o2099	8	-947.287972
o209	7	-395.941307
o20	8	-779.781541
o2100	8	-793.655328
o2101	8	-351.532068
o2102	8	-217.974157
o2104	8	-519.120462
o2105	8	-361.691730
o2106	7	-612.666689
o2107	8	-276.943021
o2108	8	-399.303220
o2109	8	-630.545859
o210	8	-1246.595029
o2111	8	-530.497504
o2112	8	-312.709897
o2113	7	-680.306727
o2114	8	-331.127189
o2116	7	-550.230528
o2117	8	-4735.110866
o2118	7	-941.914324
o2119	8	-303.804805
o211	8	-544.153577
o2122	8	-216.906409
o2123	8	-254.709141
o2124	8	-400.082297
o2125	8	-780.139247
o2126	8	-340.600516
o2128	8	-765.239805
o2129	8	-560.628912
o212	7	-546.743824
o2130	8	-581.270627
o2131	8	-895.322447
o2132	8	-313.927486
o2133	8	-553.623700
o2134	8	-161.016921
o2135	8	-313.530662
o2136	8	-462.390338
o2137	8	-700.748867
o2138	8	-220.567779
o2139	7	-1024.869689
o213	8	-556.833220
o2141	8	-685.624954
o2142	8	-586.512029
o2143	8	-476.560843
o2144	8	-239.895166
o2145	7	-391.834386
o2146	8	-416.915213
o2147	8	-424.977502
o2148	8	-494.521249
o2149	8	-338.466756
o214	7	-259.984349
o2150	8	-389.362140
o2151	8	-715.242715
