contig	numParameters	likelihood
o1344	8	-493.483434
o1345	8	-734.555273
o1346	8	-611.608151
o1347	7	-284.183690
o1348	7	-575.833864
o1349	8	-341.846004
o134	8	-421.489860
o1350	8	-313.910267
o1351	8	-256.380115
o1352	8	-268.350141
o1353	8	-400.974282
o1354	8	-577.838768
o1355	8	-370.743797
o1356	8	-471.576732
o1357	8	-619.585658
o1358	8	-761.541311
o1359	8	-527.743506
o135	8	-267.797284
o1360	8	-345.402398
o1361	8	-419.494195
o1362	8	-975.908566
o1363	8	-338.584688
o1364	8	-218.734504
o1365	8	-301.492639
o1366	8	-510.250253
o1367	8	-522.314931
o1368	7	-578.931300
o1369	8	-422.109729
o136	8	-266.703061
o1370	8	-146.890405
o1371	7	-352.059306
o1372	8	-901.219143
o1373	7	-307.113518
o1374	8	-541.665778
o1375	8	-227.676850
o1376	7	-394.996318
o1377	8	-1613.138777
o1378	8	-230.525772
o1379	8	-555.722109
o137	8	-893.836514
o1380	8	-276.512919
o1381	8	-404.494960
o1382	8	-365.765018
o1383	8	-219.739100
o1384	8	-342.686484
o1385	8	-555.037302
o1386	8	-567.516753
o1387	7	-302.517085
o1388	7	-1134.273948
o1389	7	-212.339895
o138	8	-342.560822
o1390	8	-1060.581071
o1391	8	-315.676670
o1392	8	-638.131208
o1393	7	-304.868995
o1394	8	-268.313935
o1395	8	-462.613851
o1396	8	-370.975280
o1397	8	-443.323267
o1398	7	-581.060875
o1399	8	-1088.215284
o139	8	-287.155035
o13	8	-516.553306
o1400	8	-539.315466
o1401	8	-323.537319
o1402	8	-498.814412
o1403	8	-408.256766
o1404	7	-1368.383337
o1405	7	-505.316835
o1406	8	-567.598190
o1407	7	-594.390204
o1408	8	-699.406658
o1409	7	-644.735608
o140	8	-469.283465
o1410	8	-350.627349
o1411	8	-1124.383871
o1412	8	-904.472419
o1413	8	-639.799825
o1414	8	-691.111632
o1415	8	-295.010175
o1416	8	-161.033147
o1417	8	-640.251281
o1418	8	-238.719141
o1419	8	-550.165531
o141	8	-970.012303
o1420	8	-209.842300
o1421	8	-487.934222
o1422	8	-424.897275
o1423	7	-367.816863
o1424	8	-849.032985
o1425	8	-572.107368
o1426	8	-387.945284
o1427	8	-251.664632
o1428	8	-349.402455
o1429	7	-643.761749
o142	8	-383.807482
o1430	8	-273.785900
o1431	8	-588.965923
o1432	7	-538.152667
o1433	8	-802.954181
o1434	8	-363.294949
o1435	8	-266.633088
o1436	8	-204.730226
o1437	8	-771.759142
o1438	8	-1202.174312
o1439	8	-402.476334
o143	8	-431.822582
o1440	8	-612.206617
o1441	8	-354.706708
o1442	8	-228.768632
o1443	7	-1036.751798
o1444	8	-481.125336
o1445	7	-661.117156
o1446	8	-285.061095
o1447	8	-199.186004
o1448	8	-516.401347
o1449	8	-347.047933
o144	7	-1255.930055
o1450	8	-241.551172
o1451	8	-314.990256
o1452	7	-509.179767
o1453	8	-474.322052
o1454	8	-655.248622
o1455	8	-1948.671905
o1456	8	-319.825466
o1457	8	-657.159537
o1458	8	-315.979022
o1459	8	-264.725212
o145	8	-624.219066
o1460	8	-292.608989
o1461	7	-981.115592
o1462	8	-1321.006384
o1463	8	-226.281670
o1464	7	-330.396512
o1465	8	-265.721852
o1466	8	-506.029606
o1467	8	-378.114624
o1468	8	-290.688549
o1469	7	-531.742382
o146	8	-604.043876
o1470	8	-1441.728324
o1471	7	-172.520149
o1472	8	-333.457201
o1473	8	-1099.976940
o1474	8	-647.759133
o1475	8	-434.053303
o1476	8	-356.046424
o1477	8	-349.636567
o1478	8	-266.640570
o1479	8	-615.117624
o147	8	-424.482221
o1480	8	-231.682102
o1481	8	-309.860044
o1482	8	-256.170856
o1483	8	-494.156397
o1484	8	-494.891477
o1485	8	-1029.709277
o1486	7	-562.065154
o1487	8	-383.672721
o1488	8	-472.441838
o1489	7	-407.430945
o148	8	-468.786695
o1490	8	-419.985109
o1491	8	-682.302728
o1492	8	-238.233605
o1493	8	-307.202723
o1494	8	-331.695565
o1495	7	-555.424301
o1496	8	-416.683673
o1497	8	-365.316280
o1498	8	-280.109115
o1499	8	-366.670108
o149	8	-157.172228
o14	8	-360.287987
o1500	7	-329.174170
o1501	8	-453.049652
o1502	8	-151.236909
o1503	7	-301.853594
o1504	8	-538.470263
o1505	8	-600.114332
o1506	8	-191.618619
o1507	7	-533.772101
o1508	8	-394.631143
o1509	8	-290.891032
o150	7	-817.481103
o1510	7	-906.587666
o1511	8	-239.268710
o1512	8	-1395.694862
o1513	8	-462.871266
o1514	7	-416.678700
o1515	8	-1031.743854
o1516	8	-1532.402845
o1517	8	-731.777524
o1518	8	-347.680649
o1519	8	-538.581530
o151	8	-799.649885
o1520	8	-293.935837
o1521	8	-619.518138
o1522	8	-3556.207850
o1523	7	-729.586871
o1524	8	-177.953988
o1525	7	-240.864910
o1526	8	-420.662577
o1527	8	-1627.669466
o1528	8	-157.484776
o1529	8	-286.473103
o152	8	-390.838872
o1530	8	-316.756587
o1531	8	-431.995839
o1532	8	-586.694172
o1533	8	-237.973372
o1534	8	-505.289737
o1535	7	-569.360772
o1536	8	-1000.018512
o1537	8	-1290.396709
o1538	8	-228.926940
o1539	7	-1394.241448
o153	8	-469.492651
o1540	8	-564.447243
o1541	8	-618.018200
o1542	8	-287.231566
o1543	8	-328.031537
o1544	8	-426.607202
o1545	7	-646.778516
o1546	8	-854.553080
o1547	8	-359.443995
o1548	7	-416.537982
o1549	8	-474.767188
o154	8	-434.124859
o1550	8	-317.653605
o1551	8	-607.568788
o1552	8	-357.743078
o1553	8	-635.099433
o1554	8	-369.723430
o1555	7	-483.951842
o1556	8	-207.691490
o1557	7	-517.937868
o1558	8	-682.126110
o1559	7	-1176.734988
o155	8	-560.536373
o1560	8	-440.141966
o1561	8	-557.332066
o1562	8	-218.025380
o1563	8	-525.303724
o1564	8	-432.690046
o1565	7	-804.875182
o1566	8	-539.279073
o1567	8	-1247.981968
o1568	8	-286.486460
o1569	7	-614.821753
o156	8	-859.088209
o1570	8	-405.959852
o1571	8	-498.005689
o1572	8	-668.532106
o1573	8	-202.525184
o1574	8	-283.408185
o1575	7	-682.419661
o1576	8	-285.002582
o1577	8	-563.031131
o1578	8	-743.913312
o1579	8	-296.370192
o157	8	-143.148079
o1580	8	-672.323346
o1581	7	-289.337849
o1582	8	-766.966586
o1583	8	-293.873781
o1584	8	-458.394826
o1585	8	-234.697579
o1586	8	-249.134546
o1587	7	-469.590811
o1588	8	-599.431510
o1589	8	-261.477199
o158	8	-811.041558
o1590	8	-914.798446
o1591	8	-390.538039
o1592	8	-278.739110
o1593	8	-504.156370
o1594	8	-91.663716
o1595	8	-334.270294
o1596	7	-287.786930
o1597	8	-683.552860
o1598	7	-520.265150
o1599	8	-506.327732
o159	8	-377.356056
o15	8	-1201.179862
o1600	8	-1560.989999
o1601	7	-363.644455
o1602	8	-907.381737
o1603	7	-679.847775
o1604	8	-1545.929970
o1605	8	-359.481540
o1606	7	-744.404721
o1607	8	-500.638395
o1608	8	-638.173689
o1609	8	-1602.362195
o160	8	-312.027388
o1610	8	-828.833752
o1611	8	-278.063690
o1612	8	-276.394980
o1613	8	-1608.496236
o1614	8	-267.084165
o1615	8	-421.088157
o1616	8	-703.435316
o1617	7	-634.927893
o1618	8	-157.152952
o1619	8	-255.787624
o161	8	-462.767863
o1620	7	-160.732037
o1621	7	-822.607904
o1622	8	-178.564442
o1623	8	-715.888640
o1624	8	-485.597093
o1625	8	-366.274664
o1626	8	-199.186721
o1627	8	-532.198241
o1628	8	-526.106484
o1629	8	-333.177333
o162	8	-196.963159
o1630	8	-222.376651
o1631	8	-334.266215
o1632	8	-422.534999
o1633	8	-316.193385
o1634	7	-807.654543
o1635	7	-805.278921
o1636	8	-629.122846
o1637	8	-330.715943
o1638	8	-337.162932
o1639	8	-336.295035
o163	8	-189.168977
o1640	7	-379.475342
o1641	8	-458.945312
o1642	8	-560.197705
o1643	8	-229.999239
o1644	8	-269.854070
o1645	7	-252.384795
o1646	8	-389.926426
o1647	8	-586.649302
o1648	8	-263.733123
o1649	8	-839.328500
o164	7	-270.236346
o1650	8	-260.705053
o1651	8	-1080.517078
o1652	8	-250.661237
o1653	8	-357.979936
o1654	8	-403.404552
o1655	8	-316.066051
o1656	8	-527.478282
o1657	8	-201.534267
o1658	8	-407.320361
o1659	8	-489.740063
o165	8	-660.597581
o1660	8	-326.036191
o1661	8	-3199.327893
o1662	8	-193.468158
o1663	7	-206.086463
o1664	8	-319.269688
o1665	8	-78.344336
o1666	8	-1225.182389
o1667	8	-556.078442
o1668	8	-941.639336
o1669	8	-379.560333
o166	8	-185.331526
o1670	8	-277.076786
o1671	8	-512.480940
o1672	8	-225.147371
o1673	8	-714.624783
o1674	8	-102.980511
o1675	8	-176.441688
o1676	8	-546.442314
o1677	8	-520.253345
o1678	8	-591.796224
o1679	7	-394.540465
o167	8	-260.306425
o1680	8	-338.252994
o1681	8	-408.567764
o1682	8	-334.724149
o1683	8	-331.718250
o1684	8	-230.682116
o1685	8	-251.041168
o1686	8	-296.783701
o1687	7	-653.244173
o1688	7	-529.843548
o1689	8	-1105.959537
o168	8	-305.398555
o1690	7	-774.557980
o1691	8	-622.561936
o1692	8	-946.899563
o1693	8	-687.468038
o1694	8	-531.298519
o1695	8	-653.663911
o1696	8	-302.047465
o1697	7	-918.082879
o1698	7	-478.792615
o1699	7	-413.271910
o169	8	-187.601894
o16	7	-190.456283
o1700	8	-436.403483
o1701	8	-661.891642
o1702	8	-292.686892
o1703	8	-242.383956
o1704	8	-453.226584
o1705	8	-562.667086
o1706	8	-1938.338459
o1707	8	-647.131033
o1708	8	-491.746925
o1709	7	-651.622691
o170	8	-215.843386
o1710	8	-568.009178
o1711	8	-321.901982
o1712	8	-273.832077
o1713	8	-499.982574
o1714	8	-387.983362
o1715	7	-632.779209
o1716	7	-993.187851
o1717	8	-361.951324
o1718	8	-265.653544
o1719	8	-290.070680
o171	8	-1058.972589
o1720	8	-769.333540
o1721	8	-1605.744256
o1722	8	-673.077126
o1723	8	-530.032740
o1724	8	-342.048106
o1725	7	-1139.751583
o1726	8	-355.325789
o1727	7	-209.561462
o1728	8	-733.309329
o1729	8	-163.009857
o172	8	-794.509575
o1730	7	-852.809910
o1731	7	-798.388230
o1732	8	-321.459500
o1733	8	-1497.107377
o1734	8	-405.519921
o1735	8	-523.442914
o1736	7	-1828.981440
o1737	8	-688.743109
o1738	7	-1612.711586
o1739	7	-883.261046
o173	7	-691.793471
o1740	7	-417.370986
o1741	8	-369.140201
o1742	8	-298.859549
o1743	8	-412.364764
o1744	7	-322.110459
o1745	8	-566.281381
o1746	8	-2079.574380
o1747	8	-585.022275
o1748	7	-244.332337
o1749	8	-260.385782
o174	8	-251.149306
o1750	8	-272.486316
o1751	8	-567.820053
o1752	7	-511.461606
o1753	8	-278.929343
o1754	8	-829.604280
o1755	8	-230.902528
o1756	8	-2063.500393
o1757	8	-342.107837
o1758	8	-465.427660
o1759	7	-577.204289
o175	8	-517.710770
o1760	8	-517.726078
o1761	7	-312.353570
o1762	8	-614.281845
o1763	7	-571.016137
o1764	8	-413.458044
o1765	8	-524.195353
o1766	8	-1261.143632
o1767	8	-1530.420454
o1768	8	-736.092738
o1769	8	-298.739575
o176	8	-460.549511
o1770	8	-487.114469
o1771	7	-578.008942
o1772	7	-498.051927
o1773	8	-250.396653
o1774	7	-1098.324218
o1775	8	-254.770961
o1776	7	-806.294112
o1777	8	-403.808573
o1778	8	-437.122328
o1779	8	-269.551525
o177	8	-348.212755
o1780	7	-378.910551
o1781	8	-352.163855
o1782	8	-279.888732
o1783	7	-444.023189
o1784	8	-415.533234
o1785	8	-362.680108
o1786	7	-369.661129
o1787	8	-329.910877
o1788	8	-775.290741
o1789	8	-334.241116
o178	8	-320.998170
o1790	8	-465.901546
o1791	8	-666.674299
o1792	8	-483.124139
o1793	8	-459.594027
o1794	8	-583.947940
o1795	8	-287.029663
o1796	7	-481.495194
o1797	8	-554.229141
o1798	8	-123.814681
o1799	8	-331.040168
o179	8	-1292.155058
o17	8	-192.817595
o1800	8	-760.828015
o1801	7	-491.469495
o1802	7	-503.534456
o1803	8	-281.908048
o1804	7	-185.430839
o1805	8	-760.282188
o1806	8	-640.502444
o1807	8	-478.776401
o1808	8	-652.267285
o1809	8	-380.064040
o180	7	-273.438513
o1810	8	-459.123008
o1811	8	-228.919055
o1812	8	-76.166707
o1813	8	-259.361289
o1814	7	-1187.155466
o1815	7	-470.566105
o1816	8	-399.896246
o1817	8	-219.319332
o1818	7	-329.466700
o1819	8	-787.644256
o181	8	-719.454010
o1820	8	-504.140359
o1821	7	-341.124193
o1822	8	-388.849706
o1823	8	-194.280933
o1824	8	-381.117701
o1825	7	-147.322640
o1826	8	-540.924564
o1827	7	-364.994510
o1828	8	-364.378109
o1829	8	-482.790947
o182	8	-379.783225
o1830	8	-192.096369
o1831	8	-631.620831
o1832	7	-445.058719
o1833	8	-581.776468
o1834	7	-484.716974
o1835	8	-799.419738
o1836	8	-315.486831
o1837	7	-509.728077
o1838	8	-427.643286
o1839	8	-657.632160
o183	8	-810.780162
o1840	8	-318.273677
o1841	8	-488.540274
o1842	8	-300.201432
o1843	8	-732.068298
o1844	8	-159.712196
o1845	7	-317.024381
o1846	8	-333.761152
o1847	8	-573.062841
o1848	8	-276.477628
o1849	8	-384.288820
o184	8	-503.001127
o1850	8	-788.653252
o1851	8	-240.713106
o1852	8	-330.324475
o1853	8	-922.361626
o1854	8	-426.763143
o1855	7	-619.912267
o1856	8	-950.712514
o1857	8	-345.228804
o1858	8	-494.005614
o1859	7	-809.878516
o185	8	-564.346571
o1860	8	-742.985108
o1861	8	-309.004868
o1862	8	-613.279603
o1863	8	-613.347183
o1864	8	-268.604698
o1865	8	-600.016931
o1866	8	-502.062400
o1867	8	-160.455184
o1868	8	-254.484175
o1869	8	-1024.168679
o186	7	-1257.506755
o1870	8	-403.551683
o1871	8	-300.096449
o1872	8	-499.436705
o1873	8	-680.147693
o1874	8	-164.014137
o1875	8	-330.098736
o1876	8	-1861.908745
o1877	8	-902.246957
o1878	8	-611.125015
o1879	8	-483.608837
o187	7	-146.724821
o1880	8	-664.890878
o1881	7	-355.258588
o1882	8	-903.019697
o1883	8	-150.965899
o1884	7	-504.793149
o1885	7	-171.150985
o1886	8	-379.408604
o1887	8	-699.182008
o1888	8	-198.291814
o1889	8	-521.993803
o188	8	-676.016368
o1890	8	-379.610843
o1891	7	-659.758119
o1892	7	-203.853859
o1893	8	-324.771897
o1894	8	-1122.228401
o1895	8	-665.414358
o1896	8	-347.949907
o1897	8	-2087.476738
o1898	8	-2097.501845
o1899	8	-345.052015
o189	7	-397.064505
o18	8	-826.093497
o1900	8	-1742.352317
o1901	8	-1007.356680
o1902	7	-1103.393439
o1903	8	-1750.860874
o1904	8	-344.620421
o1905	8	-400.880944
o1906	7	-393.461508
o1907	8	-244.496210
o1908	8	-745.650521
o1909	8	-904.027670
o190	8	-383.049129
o1910	7	-357.094329
o1911	8	-695.549115
o1912	8	-211.247595
o1913	8	-978.243415
o1914	7	-581.655042
o1915	7	-841.632834
o1916	8	-224.231400
o1917	8	-111.461102
o1918	7	-290.053059
o1919	8	-254.119011
o191	7	-430.417093
o1920	8	-717.022749
o1921	7	-438.852595
o1922	7	-296.260938
o1923	8	-240.301326
o1924	8	-1011.225961
o1925	7	-579.824333
o1926	8	-410.548005
o1927	7	-529.142625
o1928	8	-247.436908
o1929	8	-560.578648
o192	8	-502.378287
o1930	7	-472.044182
o1931	7	-250.385943
o1932	8	-96.798027
o1933	8	-268.881464
o1934	8	-532.473009
o1935	7	-262.884492
o1936	8	-530.622765
o1937	8	-176.058892
o1938	8	-565.795017
o1939	8	-371.630402
o193	7	-652.407692
o1940	8	-584.081439
o1941	8	-470.205349
o1942	8	-435.171861
o1943	8	-222.912820
o1944	8	-418.187113
o1945	8	-463.597028
o1946	8	-410.162631
o1947	8	-413.427039
o1948	8	-371.753330
o1949	8	-254.462215
o194	7	-1529.931932
o1950	8	-345.722104
o1951	7	-595.735162
o1952	8	-1528.068218
o1953	8	-647.616036
o1954	8	-780.455644
o1955	8	-283.809352
o1956	8	-281.930072
o1957	7	-182.065077
o1958	8	-119.446327
o1959	8	-256.989501
o195	8	-391.084759
o1960	8	-579.418336
o1961	7	-313.876137
o1962	8	-349.283521
o1963	7	-729.678075
o1964	8	-455.116158
o1965	7	-812.387903
o1966	8	-319.792380
o1967	8	-307.788754
o1968	8	-2700.727170
o1969	8	-1270.587321
o196	7	-465.446874
o1970	7	-773.729069
o1971	7	-283.032528
o1972	7	-266.640631
o1973	8	-688.938059
o1974	8	-348.912519
o1975	8	-957.969118
o1976	7	-254.978825
o1977	7	-249.633517
o1978	8	-269.737810
o1979	8	-700.486595
o197	8	-433.277147
o1980	7	-286.103635
o1981	8	-565.780657
o1982	8	-990.740324
o1983	8	-198.305294
o1984	8	-582.618053
o1985	8	-386.774708
o1986	8	-307.459598
o1987	8	-264.650694
o1988	8	-679.046181
o1989	8	-574.619930
o198	8	-444.969031
o1990	8	-253.574361
o1991	7	-322.793024
o1992	8	-545.588938
o1993	8	-1184.189537
o1994	8	-983.204531
o1995	8	-463.682800
o1996	8	-290.450544
o1997	8	-773.200877
o1998	8	-261.410405
o1999	8	-183.367661
o199	8	-304.916050
o19	8	-1409.825969
o1	8	-440.491866
o2000	7	-363.322239
o2001	8	-316.238057
o2002	8	-331.840508
o2003	8	-1016.813913
o2004	8	-310.187091
o2005	7	-326.398316
o2006	8	-331.822691
o2007	8	-320.865087
o2008	8	-417.089730
o2009	8	-354.801478
o200	8	-274.627399
o2010	8	-503.409650
o2011	8	-1928.365305
o2012	8	-819.611484
o2013	8	-523.322665
o2014	7	-362.498669
o2015	8	-511.293672
o2016	8	-586.142542
o2017	8	-787.356101
o2018	7	-372.550609
o2019	8	-606.806141
o201	8	-233.217929
o2020	8	-315.619060
o2021	7	-595.499678
o2022	7	-1372.711433
o2023	8	-553.806358
o2024	8	-292.370402
o2025	8	-365.638036
o2026	7	-932.190581
o2027	8	-372.287150
o2028	7	-977.837275
o2029	8	-703.635675
o202	8	-564.503635
o2030	8	-296.788134
o2031	8	-317.714228
o2032	8	-467.216990
o2033	8	-206.822053
o2034	8	-280.950624
o2035	8	-397.209429
o2036	8	-377.154855
o2037	8	-1212.624377
o2038	7	-273.621145
o2039	7	-320.679126
o203	8	-531.874068
o2040	8	-465.730586
o2041	8	-586.650204
o2042	8	-492.882423
o2043	8	-865.254945
o2044	8	-596.035019
o2045	8	-749.731264
o2046	8	-204.127222
o2047	8	-849.694212
o2048	8	-241.914475
o2049	8	-147.578113
o204	8	-617.549357
