la	lo	p.values	contig	contigs.null	adj.p
-566.298559	-566.298559	1	o1085	o1085	1
-314.295267	-314.295175	1	o1086	o1086	1
-175.657449	-175.657465	0.99548650740528	o1087	o1087	1
-471.283054	-471.934184	0.253800820932689	o1088	o1088	1
-271.149795	-271.149795	1	o1089	o1089	1
-288.798109	-288.798111	0.998404231944254	o108	o108	1
-381.489673	-381.489673	1	o1090	o1090	1
-784.145906	-784.144166	1	o1091	o1091	1
-383.091139	-383.122691	0.801655545223681	o1092	o1092	1
-654.74283	-654.74283	1	o1093	o1093	1
-484.011382	-497.150372	2.95640345054231e-07	o1094	o1094	2.32512436080887e-05
-927.536295	-927.536295	1	o1095	o1095	1
-605.206417	-605.206417	1	o1096	o1096	1
-291.454047	-291.872806	0.360107590195296	o1097	o1097	1
-287.421696	-287.421695	1	o1098	o1098	1
-1825.496144	-1825.496144	1	o1099	o1099	1
-278.278406	-278.278406	1	o109	o109	1
-801.758996	-805.1657	0.00904759269026124	o10	o10	0.179269209514593
-518.637574	-518.637574	1	o1100	o1100	1
-196.601063	-196.601063	1	o1101	o1101	1
-287.888716	-287.888716	1	o1102	o1102	1
-430.775542	-430.775542	1	o1103	o1103	1
-382.914132	-382.914132	1	o1104	o1104	1
-255.761649	-255.761649	1	o1105	o1105	1
-447.575615	-447.575615	1	o1106	o1106	1
-312.860618	-313.12171	0.46991153379121	o1107	o1107	1
-326.632036	-336.029393	1.45570022667118e-05	o1108	o1108	0.00075828748171144
-591.839368	-591.839368	1	o1109	o1109	1
-325.259891	-325.259891	1	o110	o110	1
-646.783017	-657.011469	6.09891532815387e-06	o1110	o1110	0.000344545765932749
-529.353723	-529.353723	1	o1111	o1111	1
-335.626006	-335.626006	1	o1112	o1112	1
-960.161348	-960.161348	1	o1113	o1113	1
-1067.71797	-1067.71797	1	o1114	o1114	1
-298.583102	-298.583102	1	o1115	o1115	1
-308.735944	-308.735944	1	o1116	o1116	1
-216.932887	-216.932887	1	o1117	o1117	1
-366.320859	-366.320859	1	o1118	o1118	1
-440.514707	-440.514699	1	o1119	o1119	1
-562.472398	-563.849874	0.0969537262444119	o111	o111	1
-377.193178	-384.648406	0.000112736403572757	o1120	o1120	0.0040737451777507
-521.430239	-521.430239	1	o1121	o1121	1
-343.599725	-343.599725	1	o1122	o1122	1
-22.721957	-22.721958	0.998871621208451	o1123	o1123	1
-227.888264	-227.888266	0.998404231944254	o1124	o1124	1
-31.048591	-31.048591	1	o1125	o1125	1
-447.314416	-447.314416	1	o1126	o1126	1
-405.463718	-405.462894	1	o1127	o1127	1
-365.509821	-365.509821	1	o1128	o1128	1
-334.248097	-334.248279	0.984778256240775	o1129	o1129	1
-324.946186	-324.946186	1	o112	o112	1
-961.038551	-961.038551	1	o1130	o1130	1
-892.913186	-892.913186	1	o1131	o1131	1
-306.203251	-306.203251	1	o1132	o1132	1
-383.01202	-383.012022	0.998404231944254	o1133	o1133	1
-443.760221	-443.760221	1	o1134	o1134	1
-334.934552	-334.934552	1	o1135	o1135	1
-710.501049	-710.501049	1	o1136	o1136	1
-599.094231	-599.094231	1	o1137	o1137	1
-318.262246	-318.262245	1	o1138	o1138	1
-501.615855	-501.615856	0.998871621210455	o1139	o1139	1
-289.24281	-289.24281	1	o113	o113	1
-295.570277	-295.570277	1	o1140	o1140	1
-675.736517	-675.736517	1	o1141	o1141	1
-608.887499	-608.889927	0.944444376597076	o1142	o1142	1
-354.993946	-354.993946	1	o1143	o1143	1
-261.960312	-261.960312	1	o1144	o1144	1
-434.432028	-434.432028	1	o1145	o1145	1
-204.845126	-204.845126	1	o1146	o1146	1
-185.354798	-185.354819	0.994829153249655	o1147	o1147	1
-389.116571	-389.204923	0.674221206983194	o1148	o1148	1
-492.859155	-492.859155	1	o1149	o1149	1
-241.293321	-243.684745	0.0287445435432843	o114	o114	0.476422992364105
-134.653261	-134.653259	1	o1150	o1150	1
-751.648398	-751.648398	1	o1151	o1151	1
-1200.639411	-1200.639925	0.974422257272369	o1152	o1152	1
-805.325563	-805.317404	1	o1153	o1153	1
-318.635243	-318.635243	1	o1154	o1154	1
-684.688106	-684.688096	1	o1155	o1155	1
-454.968514	-454.968515	0.998871621210455	o1156	o1156	1
-723.883733	-724.407721	0.305973693129141	o1157	o1157	1
-561.687145	-561.687145	1	o1158	o1158	1
-208.706539	-208.706549	0.996431763661253	o1159	o1159	1
-500.821244	-500.821244	1	o115	o115	1
-1051.822415	-1051.822415	1	o1160	o1160	1
-657.112739	-657.112739	1	o1161	o1161	1
-611.522775	-611.522775	1	o1162	o1162	1
-359.872732	-359.872732	1	o1163	o1163	1
-498.614591	-498.612277	1	o1164	o1164	1
-532.161296	-532.161296	1	o1165	o1165	1
-399.66071	-399.657756	1	o1166	o1166	1
-396.430244	-396.430244	1	o1167	o1167	1
-209.027923	-209.333145	0.434620685268231	o1168	o1168	1
-601.302819	-601.302819	1	o1169	o1169	1
-322.465081	-322.465128	0.992264343364658	o116	o116	1
-384.786849	-384.786849	1	o1170	o1170	1
-585.255719	-585.255719	1	o1171	o1171	1
-386.819139	-390.394074	0.00749694207417275	o1172	o1172	0.152640785073639
-383.76898	-383.76898	1	o1173	o1173	1
-222.47083	-222.47083	1	o1174	o1174	1
-578.814351	-579.060505	0.482899561005681	o1175	o1175	1
-239.590815	-239.652037	0.726398743808017	o1176	o1176	1
-570.886662	-570.886662	1	o1177	o1177	1
-212.726519	-212.726495	1	o1178	o1178	1
-249.136979	-249.136979	1	o1179	o1179	1
-98.458464	-98.458451	1	o117	o117	1
-381.670389	-381.670389	1	o1180	o1180	1
-194.741671	-194.741671	1	o1181	o1181	1
-331.470202	-331.470202	1	o1182	o1182	1
-719.280931	-720.295526	0.154302825807962	o1183	o1183	1
-852.213327	-852.213327	1	o1184	o1184	1
-967.315366	-967.315366	1	o1185	o1185	1
-261.823179	-261.823179	1	o1186	o1186	1
-997.12123	-997.12123	1	o1187	o1187	1
-576.528421	-576.528421	1	o1188	o1188	1
-610.306582	-610.341711	0.79096150234525	o1189	o1189	1
-314.20473	-314.20473	1	o118	o118	1
-668.050391	-668.050391	1	o1190	o1190	1
-530.82951	-530.82951	1	o1191	o1191	1
-1490.169576	-1490.169576	1	o1192	o1192	1
-577.49147	-577.491469	1	o1193	o1193	1
-410.757027	-421.104929	5.38338410912838e-06	o1194	o1194	0.000308467909453056
-798.289964	-798.289964	1	o1195	o1195	1
-574.034058	-574.034087	0.993923550955078	o1196	o1196	1
-337.995158	-337.995158	1	o1197	o1197	1
-343.217665	-343.217665	1	o1198	o1198	1
-404.625853	-404.627105	0.960090525582552	o1199	o1199	1
-201.932743	-201.932826	0.989720260951883	o119	o119	1
-683.238558	-683.238558	1	o11	o11	1
-537.946819	-537.946819	1	o1200	o1200	1
-480.053483	-480.053483	1	o1201	o1201	1
-666.428376	-666.428376	1	o1202	o1202	1
-257.509681	-257.509585	1	o1203	o1203	1
-606.098451	-606.098451	1	o1204	o1204	1
-221.785662	-221.785662	1	o1205	o1205	1
-257.390638	-257.390638	1	o1206	o1206	1
-482.461461	-504.92144	2.05255167376095e-11	o1207	o1207	9.9280750293646e-09
-380.585608	-380.585608	1	o1208	o1208	1
-272.115472	-272.75034	0.259816211957234	o1209	o1209	1
-525.3518	-525.351801	0.998871621210455	o120	o120	1
-1244.220764	-1244.220764	1	o1210	o1210	1
-1296.76222	-1299.430832	0.0208746893176835	o1211	o1211	0.3582461540374
-231.992148	-231.992275	0.98728435088962	o1212	o1212	1
-333.327352	-333.327352	1	o1213	o1213	1
-516.964284	-534.784108	2.37406117754064e-09	o1214	o1214	4.76117969155776e-07
-289.721176	-289.721176	1	o1215	o1215	1
-1084.772054	-1084.772054	1	o1216	o1216	1
-946.764345	-946.764345	1	o1217	o1217	1
-1028.991813	-1029.002303	0.884833453736644	o1218	o1218	1
-380.767994	-380.767994	1	o1219	o1219	1
-399.483229	-399.483229	1	o121	o121	1
-595.88011	-595.880229	0.987691324753957	o1220	o1220	1
-486.20687	-486.20687	1	o1221	o1221	1
-908.339327	-908.339327	1	o1222	o1222	1
-735.656989	-735.656989	1	o1223	o1223	1
-329.007773	-337.676017	3.13116609150465e-05	o1224	o1224	0.00146036130151455
-858.400168	-858.400168	1	o1225	o1225	1
-587.414364	-587.42473	0.885511437604715	o1226	o1226	1
-161.503568	-161.503568	1	o1227	o1227	1
-228.688077	-228.688288	0.983610498571625	o1228	o1228	1
-347.434607	-347.433404	1	o1229	o1229	1
-433.619968	-451.337941	2.63577354672788e-09	o122	o122	5.03432747425025e-07
-374.120292	-374.120292	1	o1230	o1230	1
-935.67921	-935.679223	0.995931588689798	o1231	o1231	1
-224.521297	-224.691455	0.559646877509869	o1232	o1232	1
-305.278502	-305.278501	1	o1233	o1233	1
-322.971702	-322.971702	1	o1234	o1234	1
-444.880798	-444.880798	1	o1235	o1235	1
-523.054114	-523.054114	1	o1236	o1236	1
-674.883646	-674.883646	1	o1237	o1237	1
-727.959041	-731.194185	0.0109692754803239	o1238	o1238	0.20753662241311
-445.961595	-445.961595	1	o1239	o1239	1
-542.643999	-546.892566	0.00355706332561686	o123	o123	0.0824704103991284
-517.069458	-517.069444	1	o1240	o1240	1
-326.509517	-326.509517	1	o1241	o1241	1
-450.728119	-450.728119	1	o1242	o1242	1
-387.204675	-387.220896	0.857061008143143	o1243	o1243	1
-293.221955	-293.320754	0.656666697040582	o1244	o1244	1
-458.811742	-458.811742	1	o1245	o1245	1
-258.620821	-258.620821	1	o1246	o1246	1
-172.778837	-172.778837	1	o1247	o1247	1
-374.644134	-374.644134	1	o1248	o1248	1
-529.013974	-529.013974	1	o1249	o1249	1
-432.496347	-432.496347	1	o124	o124	1
-543.959191	-543.959191	1	o1250	o1250	1
-402.060302	-402.060302	1	o1251	o1251	1
-1167.789836	-1167.789836	1	o1252	o1252	1
-368.529376	-369.052169	0.306525865397184	o1253	o1253	1
-1043.090977	-1043.090977	1	o1254	o1254	1
-2015.414056	-2015.414056	1	o1255	o1255	1
-306.202907	-306.202907	1	o1256	o1256	1
-589.175935	-589.175935	1	o1257	o1257	1
-490.830981	-490.835765	0.922078279793982	o1258	o1258	1
-156.000303	-156.000303	1	o1259	o1259	1
-630.13924	-630.13924	1	o125	o125	1
-271.767819	-271.767829	0.996431763656182	o1260	o1260	1
-444.960063	-444.960063	1	o1261	o1261	1
-317.49469	-317.49469	1	o1262	o1262	1
-410.380723	-410.380723	1	o1263	o1263	1
-1069.313833	-1069.313833	1	o1264	o1264	1
-189.770888	-189.770888	1	o1265	o1265	1
-801.326405	-801.326405	1	o1266	o1266	1
-249.565659	-249.565659	1	o1267	o1267	1
-407.386388	-407.386388	1	o1268	o1268	1
-262.141934	-262.141934	1	o1269	o1269	1
-565.658901	-565.730164	0.705782628773619	o126	o126	1
-542.2998	-542.2998	1	o1270	o1270	1
-352.100941	-352.108492	0.902194050117072	o1271	o1271	1
-397.674841	-400.090768	0.0279385710983929	o1272	o1272	0.464985928114747
-2137.302575	-2137.302579	0.997743244677665	o1273	o1273	1
-453.518733	-453.518733	1	o1274	o1274	1
-395.725891	-395.725891	1	o1275	o1275	1
-179.623181	-179.639779	0.855427581979542	o1276	o1276	1
-507.879407	-507.879407	1	o1277	o1277	1
-299.356399	-299.356399	1	o1278	o1278	1
-156.012841	-156.012841	1	o1279	o1279	1
-383.097302	-383.097302	1	o127	o127	1
-264.960429	-264.960429	1	o1280	o1280	1
-420.932153	-420.932147	1	o1281	o1281	1
-438.920559	-438.920559	1	o1282	o1282	1
-455.673383	-455.673383	1	o1283	o1283	1
-300.133715	-300.350891	0.50986117833664	o1284	o1284	1
-146.020443	-146.020443	1	o1285	o1285	1
-634.632115	-634.632117	0.998404231944254	o1286	o1286	1
-708.255089	-708.255089	1	o1287	o1287	1
-277.236875	-277.732372	0.319499553514024	o1288	o1288	1
-222.025031	-222.025031	1	o1289	o1289	1
-1040.03645	-1040.03645	1	o128	o128	1
-630.639291	-630.639291	1	o1290	o1290	1
-1163.895125	-1163.895125	1	o1291	o1291	1
-868.339726	-868.339727	0.998871621210455	o1292	o1292	1
-226.178872	-226.178872	1	o1293	o1293	1
-284.60012	-284.60012	1	o1294	o1294	1
-726.612131	-726.612131	1	o1295	o1295	1
-620.818334	-620.818334	1	o1296	o1296	1
-474.363617	-474.771797	0.366246570322985	o1297	o1297	1
-662.411153	-662.411153	1	o1298	o1298	1
-642.807696	-642.868848	0.726548926666627	o1299	o1299	1
-1369.771616	-1369.771616	1	o129	o129	1
-704.595892	-704.595892	1	o12	o12	1
-304.014734	-304.014734	1	o1300	o1300	1
-469.782596	-469.782596	1	o1301	o1301	1
-278.629526	-278.627772	1	o1302	o1302	1
-540.576474	-540.576474	1	o1303	o1303	1
-571.014165	-573.937159	0.0156126054923548	o1304	o1304	0.283358192895181
-328.64888	-328.648879	1	o1305	o1305	1
-260.579912	-260.579912	1	o1306	o1306	1
-299.580275	-299.580275	1	o1307	o1307	1
-514.85906	-514.85906	1	o1308	o1308	1
-220.131837	-220.346532	0.512288417815937	o1309	o1309	1
-450.46019	-450.747021	0.448807393576791	o130	o130	1
-464.465223	-464.424773	1	o1310	o1310	1
-692.811616	-692.811616	1	o1311	o1311	1
-244.907615	-244.907473	1	o1312	o1312	1
-325.52635	-325.526382	0.993616991595792	o1313	o1313	1
-348.646752	-348.646752	1	o1314	o1314	1
-236.882203	-236.882203	1	o1315	o1315	1
-550.610048	-550.610047	1	o1316	o1316	1
-731.939125	-731.942914	0.930630410415348	o1317	o1317	1
-472.740492	-472.740492	1	o1318	o1318	1
-216.604057	-216.60404	1	o1319	o1319	1
-598.039115	-598.039115	1	o131	o131	1
-545.183583	-545.183583	1	o1320	o1320	1
-210.295362	-210.731378	0.350393378770964	o1321	o1321	1
-287.110961	-287.110961	1	o1322	o1322	1
-2219.35071	-2219.35071	1	o1323	o1323	1
-66.386916	-66.386916	1	o1324	o1324	1
-150.260358	-150.260358	1	o1325	o1325	1
-539.785454	-539.785454	1	o1326	o1326	1
-462.898197	-463.137327	0.489211523977929	o1327	o1327	1
-503.585947	-503.682659	0.66008200058613	o1328	o1328	1
-281.798268	-281.802089	0.930338838166731	o1329	o1329	1
-774.481757	-774.481757	1	o132	o132	1
-465.632785	-465.632785	1	o1330	o1330	1
-517.626483	-517.626483	1	o1331	o1331	1
-244.216121	-244.216129	0.996808470265896	o1332	o1332	1
-182.249579	-182.282663	0.797000135362033	o1333	o1333	1
-330.992023	-331.416942	0.356598170815963	o1334	o1334	1
-420.980247	-420.979444	1	o1335	o1335	1
-599.469859	-605.138836	0.000759389422866937	o1336	o1336	0.0219020112281429
-754.023815	-754.023815	1	o1337	o1337	1
-242.670784	-242.670784	1	o1338	o1338	1
-560.71221	-560.942726	0.497142061202722	o1339	o1339	1
-186.637293	-186.637292	1	o133	o133	1
-404.720408	-404.720408	1	o1340	o1340	1
-217.533553	-217.533553	1	o1341	o1341	1
-406.474129	-406.367927	1	o1342	o1342	1
-377.836307	-377.864561	0.812102836025474	o1343	o1343	1
-493.483434	-493.640555	0.575088715666106	o1344	o1344	1
-734.555273	-734.555273	1	o1345	o1345	1
-611.608151	-611.608151	1	o1346	o1346	1
-284.18369	-284.183707	0.995347599870029	o1347	o1347	1
-575.833864	-575.833864	1	o1348	o1348	1
-341.846004	-341.846004	1	o1349	o1349	1
-421.48986	-421.48986	1	o134	o134	1
-313.910267	-313.885512	1	o1350	o1350	1
-256.380115	-256.380115	1	o1351	o1351	1
-268.350141	-268.350141	1	o1352	o1352	1
-400.974282	-400.975025	0.969250226823179	o1353	o1353	1
-577.838768	-577.838768	1	o1354	o1354	1
-370.743797	-370.743797	1	o1355	o1355	1
-471.576732	-471.576732	1	o1356	o1356	1
-619.585658	-641.965471	2.22769073209378e-11	o1357	o1357	9.9280750293646e-09
-761.541311	-761.541311	1	o1358	o1358	1
-527.743506	-527.743506	1	o1359	o1359	1
-267.797284	-267.797284	1	o135	o135	1
-345.402398	-346.534753	0.132350985237824	o1360	o1360	1
-419.494195	-419.494195	1	o1361	o1361	1
-975.908566	-976.233863	0.419900389102334	o1362	o1362	1
-338.584688	-338.584688	1	o1363	o1363	1
-218.734504	-218.874103	0.597227358293024	o1364	o1364	1
-301.492639	-301.746367	0.476242212828043	o1365	o1365	1
-510.250253	-510.250253	1	o1366	o1366	1
-522.314931	-522.314931	1	o1367	o1367	1
-578.9313	-578.9313	1	o1368	o1368	1
-422.109729	-422.109729	1	o1369	o1369	1
-266.703061	-267.985094	0.109317103847438	o136	o136	1
-146.890405	-146.958761	0.711571859154452	o1370	o1370	1
-352.059306	-352.059306	1	o1371	o1371	1
-901.219143	-901.219143	1	o1372	o1372	1
-307.113518	-307.113516	1	o1373	o1373	1
-541.665778	-541.665778	1	o1374	o1374	1
-227.67685	-227.676743	1	o1375	o1375	1
-394.996318	-395.03098	0.792323589370786	o1376	o1376	1
-1613.138777	-1613.138777	1	o1377	o1377	1
-230.525772	-230.525772	1	o1378	o1378	1
-555.722109	-555.722109	1	o1379	o1379	1
-893.836514	-893.836514	1	o137	o137	1
-276.512919	-276.608388	0.66213707230051	o1380	o1380	1
-404.49496	-404.49496	1	o1381	o1381	1
-365.765018	-365.754162	1	o1382	o1382	1
-219.7391	-219.7391	1	o1383	o1383	1
-342.686484	-342.686484	1	o1384	o1384	1
-555.037302	-555.037302	1	o1385	o1385	1
-567.516753	-567.517769	0.964045367660185	o1386	o1386	1
-302.517085	-302.517085	1	o1387	o1387	1
-1134.273948	-1134.273948	1	o1388	o1388	1
-212.339895	-212.339895	1	o1389	o1389	1
-342.560822	-342.967769	0.366971487079849	o138	o138	1
-1060.581071	-1060.581071	1	o1390	o1390	1
-315.67667	-315.67667	1	o1391	o1391	1
-638.131208	-641.239657	0.012653662205822	o1392	o1392	0.236064367942102
-304.868995	-304.868995	1	o1393	o1393	1
-268.313935	-268.313935	1	o1394	o1394	1
-462.613851	-462.613851	1	o1395	o1395	1
-370.97528	-370.97528	1	o1396	o1396	1
-443.323267	-443.326021	0.940838593367042	o1397	o1397	1
-581.060875	-614.485528	2.93075390576927e-16	o1398	o1398	1.17552539160406e-12
-1088.215284	-1088.215284	1	o1399	o1399	1
-287.155035	-287.155035	1	o139	o139	1
-516.553306	-516.553306	1	o13	o13	1
-539.315466	-539.315466	1	o1400	o1400	1
-323.537319	-323.537319	1	o1401	o1401	1
-498.814412	-499.611054	0.206857568633077	o1402	o1402	1
-408.256766	-408.256766	1	o1403	o1403	1
-1368.383337	-1368.383337	1	o1404	o1404	1
-505.316835	-505.316835	1	o1405	o1405	1
-567.59819	-568.188006	0.277430925766557	o1406	o1406	1
-594.390204	-594.390204	1	o1407	o1407	1
-699.406658	-699.406658	1	o1408	o1408	1
-644.735608	-644.735608	1	o1409	o1409	1
-469.283465	-472.843168	0.00762539668186236	o140	o140	0.153695809502261
-350.627349	-350.627349	1	o1410	o1410	1
-1124.383871	-1124.383871	1	o1411	o1411	1
-904.472419	-904.472419	1	o1412	o1412	1
-639.799825	-639.79407	1	o1413	o1413	1
-691.111632	-691.111632	1	o1414	o1414	1
-295.010175	-300.326598	0.00111096608917125	o1415	o1415	0.0303135032902442
-161.033147	-161.033147	1	o1416	o1416	1
-640.251281	-640.516575	0.466359756960203	o1417	o1417	1
-238.719141	-238.719141	1	o1418	o1418	1
-550.165531	-551.502263	0.102033727186609	o1419	o1419	1
-970.012303	-970.012303	1	o141	o141	1
-209.8423	-209.8423	1	o1420	o1420	1
-487.934222	-496.43104	3.75053186247815e-05	o1421	o1421	0.00167148703337776
-424.897275	-424.897275	1	o1422	o1422	1
-367.816863	-369.909637	0.0407700298860204	o1423	o1423	0.651508326186565
-849.032985	-849.032985	1	o1424	o1424	1
-572.107368	-572.107368	1	o1425	o1425	1
-387.945284	-387.946829	0.955670208810993	o1426	o1426	1
-251.664632	-251.664632	1	o1427	o1427	1
-349.402455	-349.402455	1	o1428	o1428	1
-643.761749	-643.827608	0.716657366030157	o1429	o1429	1
-383.807482	-383.801176	1	o142	o142	1
-273.7859	-273.7859	1	o1430	o1430	1
-588.965923	-588.965923	1	o1431	o1431	1
-538.152667	-538.152667	1	o1432	o1432	1
-802.954181	-814.010253	2.57177653785145e-06	o1433	o1433	0.000161178057708159
-363.294949	-363.294949	1	o1434	o1434	1
-266.633088	-266.633088	1	o1435	o1435	1
-204.730226	-205.218182	0.323210155781987	o1436	o1436	1
-771.759142	-771.759142	1	o1437	o1437	1
-1202.174312	-1202.174312	1	o1438	o1438	1
-402.476334	-402.800433	0.420757679217072	o1439	o1439	1
-431.822582	-431.822805	0.983150958140326	o143	o143	1
-612.206617	-612.206617	1	o1440	o1440	1
-354.706708	-354.706708	1	o1441	o1441	1
-228.768632	-228.768632	1	o1442	o1442	1
-1036.751798	-1036.751798	1	o1443	o1443	1
-481.125336	-481.125336	1	o1444	o1444	1
-661.117156	-661.117156	1	o1445	o1445	1
-285.061095	-287.557065	0.0254656431404778	o1446	o1446	0.425594560985235
-199.186004	-201.979058	0.0181034773025651	o1447	o1447	0.318478278335914
-516.401347	-516.401347	1	o1448	o1448	1
-347.047933	-347.047933	1	o1449	o1449	1
-1255.930055	-1255.930055	1	o144	o144	1
-241.551172	-241.551172	1	o1450	o1450	1
-314.990256	-314.858671	1	o1451	o1451	1
-509.179767	-514.066303	0.00177086319754442	o1452	o1452	0.0461229369178616
-474.322052	-474.322052	1	o1453	o1453	1
-655.248622	-655.248622	1	o1454	o1454	1
-1948.671905	-1948.671905	1	o1455	o1455	1
-319.825466	-319.825466	1	o1456	o1456	1
-657.159537	-657.159537	1	o1457	o1457	1
-315.979022	-315.979022	1	o1458	o1458	1
-264.725212	-272.785876	5.94111840895103e-05	o1459	o1459	0.00240705312508107
-624.219066	-624.219066	1	o145	o145	1
-292.608989	-292.608989	1	o1460	o1460	1
-981.115592	-981.120396	0.921916089718538	o1461	o1461	1
-1321.006384	-1321.006384	1	o1462	o1462	1
-226.28167	-226.28167	1	o1463	o1463	1
-330.396512	-330.387141	1	o1464	o1464	1
-265.721852	-266.095523	0.387319076292403	o1465	o1465	1
-506.029606	-506.029606	1	o1466	o1466	1
-378.114624	-378.114624	1	o1467	o1467	1
-290.688549	-291.036331	0.404278281172083	o1468	o1468	1
-531.742382	-531.745534	0.936716271782526	o1469	o1469	1
-604.043876	-604.043876	1	o146	o146	1
-1441.728324	-1441.728324	1	o1470	o1470	1
-172.520149	-172.520149	1	o1471	o1471	1
-333.457201	-333.457201	1	o1472	o1472	1
-1099.97694	-1099.97694	1	o1473	o1473	1
-647.759133	-647.764235	0.919538671568178	o1474	o1474	1
-434.053303	-450.212755	1.30834271504296e-08	o1475	o1475	1.87416636869482e-06
-356.046424	-372.094815	1.46680074682337e-08	o1476	o1476	1.87416636869482e-06
-349.636567	-349.636567	1	o1477	o1477	1
-266.64057	-266.640589	0.995081540397107	o1478	o1478	1
