contig	numParameters	likelihood
o1195	7	-798.289964
o1196	7	-574.034087
o1197	7	-337.995158
o1198	7	-343.217665
o1199	7	-404.627105
o119	7	-201.932826
o11	7	-683.238558
o1200	7	-537.946819
o1201	6	-480.053483
o1202	7	-666.428376
o1203	7	-257.509585
o1204	7	-606.098451
o1205	7	-221.785662
o1206	7	-257.390638
o1207	6	-504.921440
o1208	7	-380.585608
o1209	7	-272.750340
o120	6	-525.351801
o1210	7	-1244.220764
o1211	7	-1299.430832
o1212	7	-231.992275
o1213	7	-333.327352
o1214	6	-534.784108
o1215	7	-289.721176
o1216	7	-1084.772054
o1217	7	-946.764345
o1218	6	-1029.002303
o1219	7	-380.767994
o121	7	-399.483229
o1220	6	-595.880229
o1221	7	-486.206870
o1222	7	-908.339327
o1223	7	-735.656989
o1224	7	-337.676017
o1225	6	-858.400168
o1226	6	-587.424730
o1227	7	-161.503568
o1228	7	-228.688288
o1229	6	-347.433404
o122	6	-451.337941
o1230	7	-374.120292
o1231	6	-935.679223
o1232	7	-224.691455
o1233	7	-305.278501
o1234	7	-322.971702
o1235	7	-444.880798
o1236	6	-523.054114
o1237	7	-674.883646
o1238	7	-731.194185
o1239	6	-445.961595
o123	7	-546.892566
o1240	6	-517.069444
o1241	7	-326.509517
o1242	7	-450.728119
o1243	7	-387.220896
o1244	6	-293.320754
o1245	7	-458.811742
o1246	7	-258.620821
o1247	7	-172.778837
o1248	6	-374.644134
o1249	7	-529.013974
o124	7	-432.496347
o1250	6	-543.959191
o1251	6	-402.060302
o1252	6	-1167.789836
o1253	7	-369.052169
o1254	7	-1043.090977
o1255	7	-2015.414056
o1256	7	-306.202907
o1257	6	-589.175935
o1258	7	-490.835765
o1259	7	-156.000303
o125	7	-630.139240
o1260	7	-271.767829
o1261	6	-444.960063
o1262	7	-317.494690
o1263	7	-410.380723
o1264	7	-1069.313833
o1265	7	-189.770888
o1266	7	-801.326405
o1267	7	-249.565659
o1268	7	-407.386388
o1269	7	-262.141934
o126	6	-565.730164
o1270	7	-542.299800
o1271	6	-352.108492
o1272	7	-400.090768
o1273	7	-2137.302579
o1274	7	-453.518733
o1275	7	-395.725891
o1276	6	-179.639779
o1277	7	-507.879407
o1278	7	-299.356399
o1279	7	-156.012841
o127	7	-383.097302
o1280	7	-264.960429
o1281	7	-420.932147
o1282	7	-438.920559
o1283	7	-455.673383
o1284	7	-300.350891
o1285	7	-146.020443
o1286	6	-634.632117
o1287	7	-708.255089
o1288	7	-277.732372
o1289	7	-222.025031
o128	7	-1040.036450
o1290	7	-630.639291
o1291	7	-1163.895125
o1292	6	-868.339727
o1293	7	-226.178872
o1294	7	-284.600120
o1295	7	-726.612131
o1296	7	-620.818334
o1297	6	-474.771797
o1298	7	-662.411153
o1299	7	-642.868848
o129	7	-1369.771616
o12	7	-704.595892
o1300	7	-304.014734
o1301	7	-469.782596
o1302	7	-278.627772
o1303	7	-540.576474
o1304	7	-573.937159
o1305	7	-328.648879
o1306	7	-260.579912
o1307	7	-299.580275
o1308	7	-514.859060
o1309	7	-220.346532
o130	6	-450.747021
o1310	6	-464.424773
o1311	7	-692.811616
o1312	7	-244.907473
o1313	6	-325.526382
o1314	7	-348.646752
o1315	7	-236.882203
o1316	7	-550.610047
o1317	7	-731.942914
o1318	7	-472.740492
o1319	7	-216.604040
o131	7	-598.039115
o1320	7	-545.183583
o1321	7	-210.731378
o1322	7	-287.110961
o1323	7	-2219.350710
o1324	7	-66.386916
o1325	7	-150.260358
o1326	7	-539.785454
o1327	7	-463.137327
o1328	6	-503.682659
o1329	6	-281.802089
o132	7	-774.481757
o1330	6	-465.632785
o1331	7	-517.626483
o1332	6	-244.216129
o1333	7	-182.282663
o1334	7	-331.416942
o1335	6	-420.979444
o1336	7	-605.138836
o1337	7	-754.023815
o1338	7	-242.670784
o1339	7	-560.942726
o133	6	-186.637292
o1340	7	-404.720408
o1341	7	-217.533553
o1342	7	-406.367927
o1343	6	-377.864561
o1344	7	-493.640555
o1345	7	-734.555273
o1346	7	-611.608151
o1347	6	-284.183707
o1348	6	-575.833864
o1349	7	-341.846004
o134	7	-421.489860
o1350	7	-313.885512
o1351	7	-256.380115
o1352	7	-268.350141
o1353	7	-400.975025
o1354	7	-577.838768
o1355	7	-370.743797
o1356	7	-471.576732
o1357	7	-641.965471
o1358	7	-761.541311
o1359	7	-527.743506
o135	7	-267.797284
o1360	7	-346.534753
o1361	7	-419.494195
o1362	7	-976.233863
o1363	7	-338.584688
o1364	7	-218.874103
o1365	7	-301.746367
o1366	7	-510.250253
o1367	7	-522.314931
o1368	6	-578.931300
o1369	7	-422.109729
o136	7	-267.985094
o1370	7	-146.958761
o1371	6	-352.059306
o1372	7	-901.219143
o1373	6	-307.113516
o1374	7	-541.665778
o1375	7	-227.676743
o1376	6	-395.030980
o1377	7	-1613.138777
o1378	7	-230.525772
o1379	7	-555.722109
o137	7	-893.836514
o1380	7	-276.608388
o1381	7	-404.494960
o1382	7	-365.754162
o1383	7	-219.739100
o1384	7	-342.686484
o1385	7	-555.037302
o1386	7	-567.517769
o1387	6	-302.517085
o1388	6	-1134.273948
o1389	6	-212.339895
o138	7	-342.967769
o1390	7	-1060.581071
o1391	7	-315.676670
o1392	7	-641.239657
o1393	6	-304.868995
o1394	7	-268.313935
o1395	7	-462.613851
o1396	7	-370.975280
o1397	7	-443.326021
o1398	6	-614.485528
o1399	7	-1088.215284
o139	7	-287.155035
o13	7	-516.553306
o1400	7	-539.315466
o1401	7	-323.537319
o1402	7	-499.611054
o1403	7	-408.256766
o1404	6	-1368.383337
o1405	6	-505.316835
o1406	7	-568.188006
o1407	6	-594.390204
o1408	7	-699.406658
o1409	6	-644.735608
o140	7	-472.843168
o1410	7	-350.627349
o1411	7	-1124.383871
o1412	7	-904.472419
o1413	7	-639.794070
o1414	7	-691.111632
o1415	7	-300.326598
o1416	7	-161.033147
o1417	7	-640.516575
o1418	7	-238.719141
o1419	7	-551.502263
o141	7	-970.012303
o1420	7	-209.842300
o1421	7	-496.431040
o1422	7	-424.897275
o1423	6	-369.909637
o1424	7	-849.032985
o1425	7	-572.107368
o1426	7	-387.946829
o1427	7	-251.664632
o1428	7	-349.402455
o1429	6	-643.827608
o142	7	-383.801176
o1430	7	-273.785900
o1431	7	-588.965923
o1432	6	-538.152667
o1433	7	-814.010253
o1434	7	-363.294949
o1435	7	-266.633088
o1436	7	-205.218182
o1437	7	-771.759142
o1438	7	-1202.174312
o1439	7	-402.800433
o143	7	-431.822805
o1440	7	-612.206617
o1441	7	-354.706708
o1442	7	-228.768632
o1443	6	-1036.751798
o1444	7	-481.125336
o1445	6	-661.117156
o1446	7	-287.557065
o1447	7	-201.979058
o1448	7	-516.401347
o1449	7	-347.047933
o144	6	-1255.930055
o1450	7	-241.551172
o1451	7	-314.858671
o1452	6	-514.066303
o1453	7	-474.322052
o1454	7	-655.248622
o1455	7	-1948.671905
o1456	7	-319.825466
o1457	7	-657.159537
o1458	7	-315.979022
o1459	7	-272.785876
o145	7	-624.219066
o1460	7	-292.608989
o1461	6	-981.120396
o1462	7	-1321.006384
o1463	7	-226.281670
o1464	6	-330.387141
o1465	7	-266.095523
o1466	7	-506.029606
o1467	7	-378.114624
o1468	7	-291.036331
o1469	6	-531.745534
o146	7	-604.043876
o1470	7	-1441.728324
o1471	6	-172.520149
o1472	7	-333.457201
o1473	7	-1099.976940
o1474	7	-647.764235
o1475	7	-450.212755
o1476	7	-372.094815
o1477	7	-349.636567
o1478	7	-266.640589
o1479	7	-615.117624
o147	7	-424.482221
o1480	7	-231.682110
o1481	7	-309.857157
o1482	7	-256.170856
o1483	7	-494.156397
o1484	7	-494.891477
o1485	7	-1029.643969
o1486	6	-562.065154
o1487	7	-383.672965
o1488	7	-472.441838
o1489	6	-407.430952
o148	7	-468.786695
o1490	7	-419.985109
o1491	7	-682.302728
o1492	7	-238.233605
o1493	7	-307.202723
o1494	7	-331.695565
o1495	6	-555.424301
o1496	7	-416.785155
o1497	7	-365.316280
o1498	7	-280.107402
o1499	7	-366.670108
o149	7	-157.172227
o14	7	-360.287987
o1500	6	-329.174170
o1501	7	-453.049652
o1502	7	-151.236909
o1503	6	-301.853594
o1504	7	-538.470263
o1505	7	-600.159066
o1506	7	-191.618619
o1507	6	-549.105764
o1508	7	-394.631143
o1509	7	-290.891024
o150	6	-817.481103
o1510	6	-906.587754
o1511	7	-239.268710
o1512	7	-1395.694862
o1513	7	-468.079529
o1514	6	-422.751582
o1515	7	-1031.743854
o1516	7	-1532.402845
o1517	7	-731.777524
o1518	7	-347.680649
o1519	7	-543.381345
o151	7	-799.649885
o1520	7	-293.918523
o1521	7	-619.521766
o1522	7	-3556.207850
o1523	6	-730.233970
o1524	7	-178.264256
o1525	6	-240.864933
o1526	7	-420.662577
o1527	7	-1627.669466
o1528	7	-157.484776
o1529	7	-287.155072
o152	7	-390.838872
o1530	7	-316.756587
o1531	7	-431.927585
o1532	7	-586.694172
o1533	7	-237.973372
o1534	7	-505.289731
o1535	6	-569.360772
o1536	7	-1000.018512
o1537	7	-1290.396709
o1538	7	-228.926940
o1539	6	-1394.241448
o153	7	-469.492651
o1540	7	-564.447243
o1541	7	-618.018200
o1542	7	-287.231565
o1543	7	-328.044562
o1544	7	-426.607202
o1545	6	-650.888936
o1546	7	-854.553080
o1547	7	-359.443995
o1548	6	-416.537982
o1549	7	-475.287603
o154	7	-434.124859
o1550	7	-317.653605
o1551	7	-607.568787
o1552	7	-357.743078
o1553	7	-635.099435
o1554	7	-369.723430
o1555	6	-483.951842
o1556	7	-207.816094
o1557	6	-517.937868
o1558	7	-682.126109
o1559	6	-1176.734988
o155	7	-560.536373
o1560	7	-440.141966
o1561	7	-557.332066
o1562	7	-218.025380
o1563	7	-525.303940
o1564	7	-432.690046
o1565	6	-804.872009
o1566	7	-539.279073
o1567	7	-1247.981968
o1568	7	-286.486460
o1569	6	-614.821753
o156	7	-862.130297
o1570	7	-405.959852
o1571	7	-498.005707
o1572	7	-668.532106
o1573	7	-202.525197
o1574	7	-283.408185
o1575	6	-682.417344
o1576	7	-285.002582
o1577	7	-563.031131
o1578	7	-743.913310
o1579	7	-296.370192
o157	7	-143.148096
o1580	7	-672.323346
o1581	6	-289.337849
o1582	7	-766.966586
o1583	7	-293.873781
o1584	7	-458.394998
o1585	7	-234.697640
o1586	7	-249.134580
o1587	6	-469.709199
o1588	7	-599.431510
o1589	7	-261.477199
o158	7	-811.041560
o1590	7	-914.798446
o1591	7	-390.538029
o1592	7	-278.739110
o1593	7	-504.156370
o1594	7	-91.663716
o1595	7	-334.270294
o1596	6	-287.786930
o1597	7	-683.552860
o1598	6	-520.265150
o1599	7	-506.327760
o159	7	-383.143863
o15	7	-1201.179862
o1600	7	-1560.989999
o1601	6	-363.644455
o1602	7	-907.381737
o1603	6	-695.983373
o1604	7	-1545.929970
o1605	7	-359.481540
o1606	6	-750.976558
o1607	7	-500.639298
o1608	7	-638.173689
o1609	7	-1602.362195
o160	7	-312.027393
o1610	7	-829.024296
o1611	7	-278.063690
o1612	7	-276.394980
o1613	7	-1608.496236
o1614	7	-267.084164
o1615	7	-421.088929
o1616	7	-703.435316
o1617	6	-634.927893
o1618	7	-157.152952
o1619	7	-255.787624
o161	7	-462.768969
o1620	6	-161.120195
o1621	6	-822.607904
o1622	7	-180.467156
o1623	7	-715.888640
o1624	7	-485.597093
o1625	7	-366.274664
o1626	7	-199.186721
o1627	7	-537.133917
o1628	7	-526.106484
o1629	7	-333.557611
o162	7	-196.963159
o1630	7	-222.376651
o1631	7	-334.266215
o1632	7	-422.534999
o1633	7	-316.193385
o1634	6	-812.044707
o1635	6	-805.278921
o1636	7	-629.122846
o1637	7	-331.366829
o1638	7	-337.162932
o1639	7	-336.295035
o163	7	-189.168994
o1640	6	-379.475342
o1641	7	-459.058472
o1642	7	-560.197705
o1643	7	-229.999239
o1644	7	-269.855161
o1645	6	-252.384795
o1646	7	-389.926426
o1647	7	-586.649302
o1648	7	-263.733123
o1649	7	-839.344376
o164	6	-270.236346
o1650	7	-260.705053
o1651	7	-1087.972625
o1652	7	-250.661237
o1653	7	-357.979936
o1654	7	-403.404552
o1655	7	-316.066051
o1656	7	-529.153889
o1657	7	-201.534267
o1658	7	-407.320360
o1659	7	-489.740063
o165	7	-660.597581
o1660	7	-326.047705
o1661	7	-3200.512410
o1662	7	-193.899320
o1663	6	-206.086548
o1664	7	-319.269688
o1665	7	-78.344344
o1666	7	-1225.182389
o1667	7	-556.078442
o1668	7	-941.639336
o1669	7	-381.276203
o166	7	-185.331526
o1670	7	-277.074519
o1671	7	-512.481369
o1672	7	-225.147370
o1673	7	-714.624783
o1674	7	-102.980511
o1675	7	-176.441688
o1676	7	-546.442314
o1677	7	-520.253345
o1678	7	-591.796224
o1679	6	-394.539088
o167	7	-260.306425
o1680	7	-338.255045
o1681	7	-408.567764
o1682	7	-334.725850
o1683	7	-332.164663
o1684	7	-230.682116
o1685	7	-251.041168
o1686	7	-296.783701
o1687	6	-653.244173
o1688	6	-529.843548
o1689	7	-1109.243303
o168	7	-305.646600
o1690	6	-774.557980
o1691	7	-622.561936
o1692	7	-946.899563
o1693	7	-689.166449
o1694	7	-531.298519
o1695	7	-655.478494
o1696	7	-302.047468
o1697	6	-918.084314
o1698	6	-478.792615
o1699	6	-413.271910
o169	7	-187.601898
o16	6	-190.456283
o1700	7	-436.408589
o1701	7	-661.891642
o1702	7	-292.686892
o1703	7	-242.383956
o1704	7	-453.226584
o1705	7	-562.667086
o1706	7	-1938.338459
o1707	7	-647.131033
o1708	7	-491.746925
o1709	6	-651.622691
o170	7	-215.843386
o1710	7	-568.009178
o1711	7	-321.901982
o1712	7	-276.881641
o1713	7	-499.982574
o1714	7	-387.983362
o1715	6	-640.063513
o1716	6	-993.187851
o1717	7	-361.951324
o1718	7	-265.653544
o1719	7	-290.070680
o171	7	-1058.972589
o1720	7	-769.446199
o1721	7	-1607.667832
o1722	7	-673.120264
o1723	7	-530.032740
o1724	7	-342.048106
o1725	6	-1139.751583
o1726	7	-355.323899
o1727	6	-209.561462
o1728	7	-733.309329
o1729	7	-163.009891
o172	7	-794.509575
o1730	6	-852.809910
o1731	6	-798.388230
o1732	7	-321.459500
o1733	7	-1497.107377
o1734	7	-405.519921
o1735	7	-523.442914
o1736	6	-1829.041911
o1737	7	-688.743109
o1738	6	-1612.711586
o1739	6	-883.261046
o173	6	-691.793471
o1740	6	-417.370996
o1741	7	-369.140201
o1742	7	-298.859549
o1743	7	-412.364764
o1744	6	-322.820009
o1745	7	-566.281381
o1746	7	-2079.574380
o1747	7	-585.022275
o1748	6	-244.332337
o1749	7	-260.385782
o174	7	-251.149306
o1750	7	-272.486330
o1751	7	-567.808615
o1752	6	-526.035764
o1753	7	-278.929343
o1754	7	-829.604280
o1755	7	-230.931847
o1756	7	-2063.490479
o1757	7	-342.107837
o1758	7	-465.427660
o1759	6	-577.204289
o175	7	-526.733186
o1760	7	-517.726078
o1761	6	-312.393726
o1762	7	-622.905413
o1763	6	-571.016137
o1764	7	-413.458044
o1765	7	-524.195353
o1766	7	-1262.217774
o1767	7	-1530.420454
o1768	7	-736.092738
o1769	7	-299.121580
o176	7	-460.740017
o1770	7	-487.114469
o1771	6	-578.008942
o1772	6	-498.051907
o1773	7	-250.396653
o1774	6	-1098.324218
o1775	7	-254.770961
o1776	6	-806.294234
o1777	7	-403.808573
o1778	7	-437.122327
o1779	7	-269.551525
o177	7	-348.347684
o1780	6	-378.910588
o1781	7	-352.163855
o1782	7	-279.888735
o1783	6	-444.023189
o1784	7	-415.533234
o1785	7	-362.680108
o1786	6	-369.661129
o1787	7	-329.910877
o1788	7	-775.314057
o1789	7	-334.244216
o178	7	-321.040974
o1790	7	-465.901546
o1791	7	-666.683797
o1792	7	-483.124139
o1793	7	-461.272396
o1794	7	-583.947960
o1795	7	-287.029663
o1796	6	-489.216040
o1797	7	-560.498130
o1798	7	-123.814681
o1799	7	-331.040168
o179	7	-1292.155058
o17	7	-192.817596
o1800	7	-766.395555
o1801	6	-491.496825
o1802	6	-503.537158
o1803	7	-281.908048
o1804	6	-185.430847
o1805	7	-760.282188
o1806	7	-640.502444
o1807	7	-478.776401
o1808	7	-652.267285
o1809	7	-380.064040
o180	6	-276.267424
o1810	7	-459.123008
o1811	7	-228.919064
o1812	7	-76.166710
o1813	7	-259.850363
o1814	6	-1187.155466
o1815	6	-470.566127
o1816	7	-399.896246
o1817	7	-219.319332
o1818	6	-329.466700
o1819	7	-787.642280
o181	7	-719.454010
o1820	7	-504.140359
o1821	6	-341.144756
o1822	7	-388.849706
o1823	7	-194.280933
o1824	7	-381.117701
o1825	6	-147.322640
o1826	7	-540.924564
o1827	6	-364.994510
o1828	7	-364.378109
o1829	7	-482.791005
o182	7	-379.783225
o1830	7	-192.096369
o1831	7	-631.620831
o1832	6	-445.058719
o1833	7	-581.776468
o1834	6	-484.716794
o1835	7	-799.419738
o1836	7	-315.486830
o1837	6	-509.732948
o1838	7	-427.643286
o1839	7	-657.632160
o183	7	-810.780162
o1840	7	-318.273677
o1841	7	-488.540274
o1842	7	-300.565904
o1843	7	-732.079817
o1844	7	-159.712196
o1845	6	-317.024381
o1846	7	-333.761152
o1847	7	-573.062841
o1848	7	-276.477628
o1849	7	-384.288823
o184	7	-503.001127
o1850	7	-788.653252
o1851	7	-240.713106
o1852	7	-330.324475
o1853	7	-922.361626
o1854	7	-426.760971
o1855	6	-627.092267
o1856	7	-950.712514
o1857	7	-345.279149
o1858	7	-494.005614
o1859	6	-809.878516
o185	7	-564.694321
o1860	7	-742.985108
o1861	7	-309.909220
o1862	7	-613.279603
o1863	7	-613.677938
o1864	7	-268.604698
o1865	7	-600.016931
o1866	7	-502.062400
o1867	7	-160.455187
o1868	7	-254.484175
o1869	7	-1024.168679
o186	6	-1257.493479
o1870	7	-403.551683
o1871	7	-300.096449
o1872	7	-499.436702
o1873	7	-680.147693
o1874	7	-164.014137
o1875	7	-330.098736
o1876	7	-1861.908741
o1877	7	-902.246957
o1878	7	-611.125015
o1879	7	-483.608837
o187	6	-146.724821
o1880	7	-664.890878
o1881	6	-355.258636
o1882	7	-903.019697
o1883	7	-150.965899
o1884	6	-504.793149
o1885	6	-171.158223
o1886	7	-379.408604
o1887	7	-699.182008
o1888	7	-202.477689
o1889	7	-522.012173
o188	7	-676.016368
o1890	7	-379.610855
o1891	6	-659.758119
o1892	6	-203.853859
o1893	7	-327.786638
o1894	7	-1122.228401
o1895	7	-665.414358
o1896	7	-348.096640
o1897	7	-2087.476738
o1898	7	-2097.501845
o1899	7	-345.052015
o189	6	-397.064505
o18	7	-826.093497
o1900	7	-1742.352317
o1901	7	-1007.356680
o1902	6	-1103.393439
o1903	7	-1750.860874
o1904	7	-344.620421
o1905	7	-400.883630
o1906	6	-393.461512
o1907	7	-244.496210
o1908	7	-745.650522
o1909	7	-904.027670
o190	7	-383.049130
o1910	6	-357.095750
o1911	7	-695.549115
o1912	7	-211.247595
o1913	7	-978.248405
o1914	6	-597.772397
o1915	6	-841.594480
o1916	7	-224.231400
o1917	7	-111.461147
o1918	6	-290.053058
o1919	7	-254.119011
o191	6	-430.417093
o1920	7	-717.770209
o1921	6	-438.852595
o1922	6	-296.260938
o1923	7	-240.301326
o1924	7	-1011.225961
o1925	6	-579.824333
o1926	7	-410.546808
o1927	6	-529.304770
o1928	7	-247.436908
o1929	7	-560.578648
o192	7	-502.378287
o1930	6	-472.044185
o1931	6	-250.385943
o1932	7	-96.798027
o1933	7	-268.881464
o1934	7	-532.473009
o1935	6	-262.884492
o1936	7	-530.622765
o1937	7	-176.058892
o1938	7	-565.795017
o1939	7	-371.630402
o193	6	-653.351724
o1940	7	-584.081439
o1941	7	-470.201651
o1942	7	-435.171861
o1943	7	-224.888928
o1944	7	-418.187113
o1945	7	-463.597028
o1946	7	-410.162631
o1947	7	-413.427039
o1948	7	-371.753344
o1949	7	-254.462215
o194	6	-1529.931932
o1950	7	-345.722104
o1951	6	-595.735162
o1952	7	-1528.068218
o1953	7	-647.665539
o1954	7	-780.455644
o1955	7	-283.809492
o1956	7	-281.930068
o1957	6	-182.065082
o1958	7	-119.446327
o1959	7	-256.990190
o195	7	-391.692241
o1960	7	-579.418336
o1961	6	-328.594357
o1962	7	-349.283521
o1963	6	-729.719929
o1964	7	-455.116158
o1965	6	-812.387903
o1966	7	-319.792380
o1967	7	-307.788754
o1968	7	-2703.566374
o1969	7	-1270.587321
o196	6	-465.446874
o1970	6	-773.729069
o1971	6	-283.032529
o1972	6	-266.640631
o1973	7	-688.938059
o1974	7	-348.912519
o1975	7	-957.969118
o1976	6	-259.152578
o1977	6	-249.633749
o1978	7	-269.737810
o1979	7	-700.486595
o197	7	-433.277147
o1980	6	-286.103634
o1981	7	-565.780657
o1982	7	-990.740327
o1983	7	-198.305294
o1984	7	-582.618053
o1985	7	-383.590612
o1986	7	-307.459598
o1987	7	-264.650694
o1988	7	-679.046181
o1989	7	-574.619930
o198	7	-444.969031
o1990	7	-253.574361
o1991	6	-322.793024
o1992	7	-545.588938
o1993	7	-1184.195086
o1994	7	-983.204531
o1995	7	-463.682800
o1996	7	-290.450544
o1997	7	-773.200877
o1998	7	-261.410405
o1999	7	-183.367661
o199	7	-305.163370
o19	7	-1409.825969
o1	7	-440.493991
o2000	6	-363.322239
o2001	7	-316.238057
o2002	7	-331.840508
o2003	7	-1016.813913
o2004	7	-310.187091
o2005	6	-326.398255
o2006	7	-331.822691
o2007	7	-320.865138
o2008	7	-417.089730
o2009	7	-354.801478
o200	7	-274.627399
o2010	7	-503.409650
o2011	7	-1928.365305
o2012	7	-819.566660
o2013	7	-523.322665
o2014	6	-363.132420
o2015	7	-511.350499
o2016	7	-586.142542
o2017	7	-787.356101
o2018	6	-372.550617
o2019	7	-606.806141
o201	7	-233.217930
o2020	7	-317.910279
o2021	6	-595.477105
o2022	6	-1372.711433
o2023	7	-553.808054
o2024	7	-292.369465
o2025	7	-365.638036
o2026	6	-932.190581
o2027	7	-372.287150
o2028	6	-977.837275
o2029	7	-703.635675
o202	7	-564.503635
o2030	7	-296.788134
o2031	7	-317.714228
o2032	7	-467.216990
o2033	7	-206.822053
o2034	7	-280.950624
o2035	7	-397.446324
o2036	7	-377.154855
o2037	7	-1212.624377
o2038	6	-273.621145
o2039	6	-320.679060
o203	7	-531.873764
o2040	7	-465.730586
o2041	7	-586.634037
o2042	7	-492.882423
o2043	7	-874.273586
o2044	7	-596.035019
o2045	7	-749.731264
o2046	7	-204.127222
o2047	7	-849.694212
o2048	7	-241.914475
o2049	7	-147.578114
o204	7	-617.557159
