la	lo	p.values	contig	contigs.null	adj.p
-784.142326	-784.142326	1	o1091	o1091	1
-383.122698	-383.122698	1	o1092	o1092	1
-654.74283	-654.742842	0.996091195544935	o1093	o1093	1
-497.115665	-497.115665	1	o1094	o1094	1
-927.536288	-927.536288	1	o1095	o1095	1
-608.060995	-605.206417	1	o1096	o1096	1
-287.421696	-287.421695	1	o1098	o1098	1
-1825.496144	-1825.496144	1	o1099	o1099	1
-278.278406	-278.278406	1	o109	o109	1
-798.385311	-803.965045	0.000836038941700051	o10	o10	0.0384677441627464
-518.637574	-518.637574	1	o1100	o1100	1
-196.601063	-196.601063	1	o1101	o1101	1
-288.610625	-288.645729	0.791034172915015	o1102	o1102	1
-431.110552	-431.110552	1	o1103	o1103	1
-382.914132	-382.914132	1	o1104	o1104	1
-255.761649	-255.777572	0.85836607016763	o1105	o1105	1
-446.2136	-446.610292	0.373078835711115	o1106	o1106	1
-312.860631	-313.121719	0.469914935522421	o1107	o1107	1
-326.632036	-336.029393	1.45570022667118e-05	o1108	o1108	0.00112525627521682
-589.867189	-590.021368	0.578689534281628	o1109	o1109	1
-325.259891	-325.259891	1	o110	o110	1
-644.203411	-656.942415	4.47454387387931e-07	o1110	o1110	5.57874582985275e-05
-529.353723	-529.353723	1	o1111	o1111	1
-335.626006	-335.626006	1	o1112	o1112	1
-960.161348	-960.161348	1	o1113	o1113	1
-1067.71797	-1067.71797	1	o1114	o1114	1
-298.583102	-298.583102	1	o1115	o1115	1
-308.735944	-308.735944	1	o1116	o1116	1
-216.932887	-216.932887	1	o1117	o1117	1
-366.320859	-366.320859	1	o1118	o1118	1
-440.514699	-440.514703	0.997743244677665	o1119	o1119	1
-551.902766	-561.681873	9.75802757150612e-06	o111	o111	0.000769689317630024
-384.648406	-384.648444	0.993044291771025	o1120	o1120	1
-521.430239	-521.430239	1	o1121	o1121	1
-343.599725	-343.599725	1	o1122	o1122	1
-22.721952	-22.721958	0.997236052332342	o1123	o1123	1
-227.888264	-227.888266	0.998404231944254	o1124	o1124	1
-31.048591	-31.048591	1	o1125	o1125	1
-447.314416	-447.314416	1	o1126	o1126	1
-365.509821	-365.509821	1	o1128	o1128	1
-334.248149	-334.248097	1	o1129	o1129	1
-324.946186	-324.946186	1	o112	o112	1
-961.038551	-961.038551	1	o1130	o1130	1
-304.338126	-305.108821	0.214411024988271	o1132	o1132	1
-383.01202	-383.012022	0.998404231944254	o1133	o1133	1
-443.760221	-443.760221	1	o1134	o1134	1
-334.032818	-334.032825	0.997014596308991	o1135	o1135	1
-710.501049	-710.501049	1	o1136	o1136	1
-599.094231	-599.094231	1	o1137	o1137	1
-318.262246	-318.262246	1	o1138	o1138	1
-501.60727	-501.615856	0.89574210005505	o1139	o1139	1
-289.242777	-289.24281	0.993518026484376	o113	o113	1
-295.046375	-295.285608	0.489117978393304	o1140	o1140	1
-675.736505	-675.736516	0.996257603389002	o1141	o1141	1
-608.89011	-608.887499	1	o1142	o1142	1
-354.453323	-354.453323	1	o1143	o1143	1
-261.960312	-261.960312	1	o1144	o1144	1
-434.432029	-434.435102	0.937512714441452	o1145	o1145	1
-204.846244	-204.845126	1	o1146	o1146	1
-185.35481	-185.354849	0.992953365965041	o1147	o1147	1
-389.116571	-389.204923	0.674221206983194	o1148	o1148	1
-492.859155	-492.859155	1	o1149	o1149	1
-237.572158	-242.849968	0.00115835352118816	o114	o114	0.0514601880389913
-134.653253	-134.653261	0.996808470271566	o1150	o1150	1
-751.648398	-751.648398	1	o1151	o1151	1
-1200.639728	-1200.631479	1	o1152	o1152	1
-805.317404	-805.317404	1	o1153	o1153	1
-318.635243	-318.635243	1	o1154	o1154	1
-684.688106	-684.688096	1	o1155	o1155	1
-454.968514	-454.968515	0.998871621210455	o1156	o1156	1
-724.844942	-724.844942	1	o1157	o1157	1
-561.687145	-561.687145	1	o1158	o1158	1
-208.706548	-208.706549	0.998871621210455	o1159	o1159	1
-500.821244	-500.821244	1	o115	o115	1
-1052.385705	-1052.385705	1	o1160	o1160	1
-611.522775	-611.522775	1	o1162	o1162	1
-359.872732	-359.872732	1	o1163	o1163	1
-498.612277	-498.612277	1	o1164	o1164	1
-532.152695	-532.161296	0.895651589502789	o1165	o1165	1
-399.657756	-399.657756	1	o1166	o1166	1
-396.430244	-396.430244	1	o1167	o1167	1
-209.333145	-209.333145	1	o1168	o1168	1
-601.302819	-601.302819	1	o1169	o1169	1
-322.465077	-322.465125	0.992182484890606	o116	o116	1
-384.786849	-384.786849	1	o1170	o1170	1
-585.255719	-585.255719	1	o1171	o1171	1
-389.507332	-390.394083	0.182949272119828	o1172	o1172	1
-383.76898	-383.76898	1	o1173	o1173	1
-222.47083	-222.47083	1	o1174	o1174	1
-579.15936	-579.15936	1	o1175	o1175	1
-238.585623	-238.794618	0.517941702879382	o1176	o1176	1
-570.886662	-570.886662	1	o1177	o1177	1
-212.726518	-212.726371	1	o1178	o1178	1
-98.458464	-98.458464	1	o117	o117	1
-382.199841	-382.199841	1	o1180	o1180	1
-194.741671	-194.741671	1	o1181	o1181	1
-331.470202	-331.470202	1	o1182	o1182	1
-852.213327	-852.213327	1	o1184	o1184	1
-967.315438	-967.315366	1	o1185	o1185	1
-261.823179	-261.823179	1	o1186	o1186	1
-997.12123	-997.12123	1	o1187	o1187	1
-576.528421	-576.528421	1	o1188	o1188	1
-314.20473	-314.20473	1	o118	o118	1
-668.050391	-668.050391	1	o1190	o1190	1
-530.82951	-530.82951	1	o1191	o1191	1
-1491.76034	-1491.76034	1	o1192	o1192	1
-577.491469	-577.491469	1	o1193	o1193	1
-410.757027	-421.104929	5.38338410912838e-06	o1194	o1194	0.000452321295256113
-798.289964	-798.289964	1	o1195	o1195	1
-574.034051	-574.034062	0.996257603408341	o1196	o1196	1
-337.995158	-337.995158	1	o1197	o1197	1
-343.217665	-343.217665	1	o1198	o1198	1
-404.625853	-404.625853	1	o1199	o1199	1
-201.932811	-201.932814	0.998045591900006	o119	o119	1
-683.238558	-683.238558	1	o11	o11	1
-537.946819	-537.946819	1	o1200	o1200	1
-480.053483	-480.053483	1	o1201	o1201	1
-666.428376	-666.428376	1	o1202	o1202	1
-257.509585	-257.509679	0.989060300859179	o1203	o1203	1
-606.098451	-606.098451	1	o1204	o1204	1
-221.785662	-221.785662	1	o1205	o1205	1
-257.423381	-257.423406	0.994358151180676	o1206	o1206	1
-482.461533	-504.921443	2.05269633089443e-11	o1207	o1207	2.15106135858905e-08
-380.585608	-380.585608	1	o1208	o1208	1
-274.221647	-274.221644	1	o1209	o1209	1
-525.3518	-525.351801	0.998871621210455	o120	o120	1
-1244.220764	-1244.220764	1	o1210	o1210	1
-1297.360347	-1299.430832	0.041857177683279	o1211	o1211	1
-231.992148	-231.992275	0.98728435088962	o1212	o1212	1
-333.327352	-333.327352	1	o1213	o1213	1
-289.721176	-289.721176	1	o1215	o1215	1
-1085.114196	-1085.114196	1	o1216	o1216	1
-947.647357	-947.647357	1	o1217	o1217	1
-380.767994	-380.767994	1	o1219	o1219	1
-399.483229	-399.483229	1	o121	o121	1
-595.88011	-595.880229	0.987691324753957	o1220	o1220	1
-487.063667	-487.063667	1	o1221	o1221	1
-908.339327	-908.339327	1	o1222	o1222	1
-737.329525	-737.558341	0.498732745445013	o1223	o1223	1
-337.676027	-337.676027	1	o1224	o1224	1
-858.426063	-858.400168	1	o1225	o1225	1
-587.408351	-587.42473	0.856374081040827	o1226	o1226	1
-161.503568	-161.503568	1	o1227	o1227	1
-228.688077	-228.688287	0.983649376928311	o1228	o1228	1
-347.434607	-347.433404	1	o1229	o1229	1
-433.619968	-451.337941	2.63577354672788e-09	o122	o122	9.26114978009387e-07
-374.120292	-374.120292	1	o1230	o1230	1
-935.679223	-935.679215	1	o1231	o1231	1
-223.332697	-223.653834	0.422888546484962	o1232	o1232	1
-305.278505	-305.278501	1	o1233	o1233	1
-322.971702	-322.971702	1	o1234	o1234	1
-444.880798	-444.880798	1	o1235	o1235	1
-674.883646	-674.883646	1	o1237	o1237	1
-731.194185	-731.194185	1	o1238	o1238	1
-445.961595	-445.961595	1	o1239	o1239	1
-545.806492	-546.594278	0.209399665837524	o123	o123	1
-517.069458	-517.069444	1	o1240	o1240	1
-326.509517	-326.509517	1	o1241	o1241	1
-450.728119	-450.728119	1	o1242	o1242	1
-388.259998	-388.259998	1	o1243	o1243	1
-293.221955	-293.320754	0.656666697040582	o1244	o1244	1
-458.811742	-458.811742	1	o1245	o1245	1
-258.620821	-258.620821	1	o1246	o1246	1
-172.778838	-172.778837	1	o1247	o1247	1
-374.644134	-374.644134	1	o1248	o1248	1
-529.013974	-529.013974	1	o1249	o1249	1
-432.496347	-432.496347	1	o124	o124	1
-543.959191	-543.959191	1	o1250	o1250	1
-402.060302	-402.060302	1	o1251	o1251	1
-1167.789836	-1167.789836	1	o1252	o1252	1
-368.529294	-369.052149	0.306497185379306	o1253	o1253	1
-1034.800573	-1042.851539	6.00227713529225e-05	o1254	o1254	0.00368234938538167
-2015.414056	-2015.414056	1	o1255	o1255	1
-306.202907	-306.202907	1	o1256	o1256	1
-490.830981	-490.830981	1	o1258	o1258	1
-156.000303	-156.000303	1	o1259	o1259	1
-630.13924	-630.13924	1	o125	o125	1
-271.767829	-271.767829	1	o1260	o1260	1
-444.960063	-444.960063	1	o1261	o1261	1
-317.49469	-317.49469	1	o1262	o1262	1
-410.380723	-410.380723	1	o1263	o1263	1
-1069.313833	-1069.313833	1	o1264	o1264	1
-189.770888	-189.770888	1	o1265	o1265	1
-801.326405	-801.326405	1	o1266	o1266	1
-249.565659	-249.565659	1	o1267	o1267	1
-407.386388	-407.386388	1	o1268	o1268	1
-262.141934	-262.141934	1	o1269	o1269	1
-565.658901	-565.730164	0.705782628773619	o126	o126	1
-542.2998	-542.2998	1	o1270	o1270	1
-352.100941	-352.108492	0.902194050117072	o1271	o1271	1
-404.120675	-404.120675	1	o1272	o1272	1
-2135.063425	-2135.422963	0.396447165230847	o1273	o1273	1
-453.518733	-453.518733	1	o1274	o1274	1
-395.725891	-395.725891	1	o1275	o1275	1
-179.623181	-179.623181	1	o1276	o1276	1
-507.879407	-507.879407	1	o1277	o1277	1
-299.356399	-299.356399	1	o1278	o1278	1
-156.012841	-156.012841	1	o1279	o1279	1
-383.099741	-383.099733	1	o127	o127	1
-264.960429	-264.960429	1	o1280	o1280	1
-420.932145	-420.932145	1	o1281	o1281	1
-438.920559	-438.920559	1	o1282	o1282	1
-455.673383	-455.673383	1	o1283	o1283	1
-300.350891	-300.350891	1	o1284	o1284	1
-146.020443	-146.020443	1	o1285	o1285	1
-634.632115	-634.632115	1	o1286	o1286	1
-708.255089	-708.255089	1	o1287	o1287	1
-277.236891	-277.732372	0.319507366911169	o1288	o1288	1
-222.025031	-222.025031	1	o1289	o1289	1
-1039.763104	-1039.763104	1	o128	o128	1
-630.639291	-630.639291	1	o1290	o1290	1
-1164.381553	-1164.381532	1	o1291	o1291	1
-868.339726	-868.339727	0.998871621210455	o1292	o1292	1
-226.178872	-226.178872	1	o1293	o1293	1
-284.60012	-284.60012	1	o1294	o1294	1
-726.612131	-726.612131	1	o1295	o1295	1
-620.818334	-620.818334	1	o1296	o1296	1
-474.363617	-474.771797	0.366246570322985	o1297	o1297	1
-662.411153	-662.411153	1	o1298	o1298	1
-642.96425	-642.96425	1	o1299	o1299	1
-1369.792891	-1369.792893	0.998404231944254	o129	o129	1
-704.595892	-704.595892	1	o12	o12	1
-304.014734	-304.014734	1	o1300	o1300	1
-469.782596	-469.782596	1	o1301	o1301	1
-278.627772	-278.627772	1	o1302	o1302	1
-540.88667	-540.88667	1	o1303	o1303	1
-571.014228	-573.937155	0.0156137944401254	o1304	o1304	0.478946948500671
-328.648879	-328.648867	1	o1305	o1305	1
-260.579912	-260.579912	1	o1306	o1306	1
-299.580275	-299.580275	1	o1307	o1307	1
-515.193056	-515.193056	1	o1308	o1308	1
-221.536941	-221.536941	1	o1309	o1309	1
-450.46019	-450.747021	0.448807393576791	o130	o130	1
-464.465223	-464.424773	1	o1310	o1310	1
-692.256038	-692.488946	0.494918327748135	o1311	o1311	1
-244.907473	-244.907614	0.986601869481824	o1312	o1312	1
-348.646751	-348.646752	0.998871621210455	o1314	o1314	1
-236.882203	-236.882203	1	o1315	o1315	1
-550.610047	-550.610802	0.969003029591731	o1316	o1316	1
-729.044046	-729.04549	0.957142221520046	o1317	o1317	1
-472.740492	-472.740492	1	o1318	o1318	1
-216.60404	-216.604086	0.99234707748787	o1319	o1319	1
-598.589882	-598.589882	1	o131	o131	1
-545.183583	-545.183583	1	o1320	o1320	1
-210.514006	-210.731378	0.509670273746466	o1321	o1321	1
-286.046173	-286.367126	0.423021448592044	o1322	o1322	1
-2219.831627	-2219.993384	0.569503473143161	o1323	o1323	1
-66.386916	-66.386916	1	o1324	o1324	1
-150.260358	-150.260357	1	o1325	o1325	1
-539.785454	-539.785454	1	o1326	o1326	1
-464.288817	-464.288817	1	o1327	o1327	1
-503.585947	-503.682659	0.66008200058613	o1328	o1328	1
-774.481757	-774.481757	1	o132	o132	1
-465.632785	-465.632785	1	o1330	o1330	1
-517.626483	-517.626483	1	o1331	o1331	1
-244.216113	-244.216119	0.997236052335615	o1332	o1332	1
-182.249579	-182.249579	1	o1333	o1333	1
-332.919965	-332.919965	1	o1334	o1334	1
-420.980247	-420.979444	1	o1335	o1335	1
-596.822087	-604.364499	0.000102786314820973	o1336	o1336	0.00575752328671103
-754.023815	-754.023815	1	o1337	o1337	1
-242.670784	-242.670784	1	o1338	o1338	1
-560.712329	-560.942734	0.497245661755635	o1339	o1339	1
-186.637293	-186.637292	1	o133	o133	1
-404.720408	-404.720408	1	o1340	o1340	1
-217.533553	-217.533553	1	o1341	o1341	1
-404.976178	-405.399292	0.357621612989478	o1342	o1342	1
-377.836307	-377.864561	0.812102836025474	o1343	o1343	1
-493.640555	-493.640555	1	o1344	o1344	1
-734.555273	-734.555273	1	o1345	o1345	1
-611.608151	-611.608151	1	o1346	o1346	1
-284.18369	-284.183703	0.995931588689798	o1347	o1347	1
-575.833864	-575.833864	1	o1348	o1348	1
-341.846004	-341.846004	1	o1349	o1349	1
-421.48986	-421.48986	1	o134	o134	1
-313.885512	-313.885515	0.998045591909264	o1350	o1350	1
-256.380115	-256.380115	1	o1351	o1351	1
-268.350141	-268.350141	1	o1352	o1352	1
-400.975755	-400.974282	1	o1353	o1353	1
-577.838768	-577.838768	1	o1354	o1354	1
-370.7438	-370.743797	1	o1355	o1355	1
-471.270208	-471.270208	1	o1356	o1356	1
-642.497922	-642.497919	1	o1357	o1357	1
-761.541311	-761.541311	1	o1358	o1358	1
-527.743506	-527.743506	1	o1359	o1359	1
-267.284242	-267.284242	1	o135	o135	1
-342.408337	-345.111108	0.0200729146640492	o1360	o1360	0.592227596767558
-419.788773	-419.788773	1	o1361	o1361	1
-977.818266	-977.818266	1	o1362	o1362	1
-338.584688	-338.584688	1	o1363	o1363	1
-220.116689	-220.116689	1	o1364	o1364	1
-301.492637	-301.746365	0.476242212828043	o1365	o1365	1
-510.250262	-510.250256	1	o1366	o1366	1
-522.314931	-522.314931	1	o1367	o1367	1
-578.9313	-578.9313	1	o1368	o1368	1
-422.109729	-422.109729	1	o1369	o1369	1
-266.703063	-267.985094	0.109317380367217	o136	o136	1
-146.958761	-146.958761	1	o1370	o1370	1
-352.059306	-352.059306	1	o1371	o1371	1
-901.135546	-901.172296	0.786307327206742	o1372	o1372	1
-307.113516	-307.113515	1	o1373	o1373	1
-541.868813	-541.868813	1	o1374	o1374	1
-227.676743	-227.676743	1	o1375	o1375	1
-394.996318	-395.03098	0.792323589370786	o1376	o1376	1
-1613.138777	-1613.138777	1	o1377	o1377	1
-230.525772	-230.525772	1	o1378	o1378	1
-555.722109	-555.722109	1	o1379	o1379	1
-893.836514	-893.972891	0.601490320298539	o137	o137	1
-276.512942	-276.608388	0.662175248369512	o1380	o1380	1
-402.573672	-403.049271	0.329414544095565	o1381	o1381	1
-365.754167	-365.754189	0.994707471383348	o1382	o1382	1
-219.7391	-219.7391	1	o1383	o1383	1
-342.686484	-342.686484	1	o1384	o1384	1
-555.037302	-555.037302	1	o1385	o1385	1
-567.516753	-567.516753	1	o1386	o1386	1
-302.517085	-302.517085	1	o1387	o1387	1
-212.339895	-212.339895	1	o1389	o1389	1
-342.580651	-342.967792	0.378895632404874	o138	o138	1
-1060.581071	-1060.581071	1	o1390	o1390	1
-315.676668	-315.676668	1	o1391	o1391	1
-641.742205	-641.742205	1	o1392	o1392	1
-304.868995	-304.87536	0.910167472949165	o1393	o1393	1
-268.313935	-268.313935	1	o1394	o1394	1
-462.613851	-462.613851	1	o1395	o1395	1
-370.975296	-370.975296	1	o1396	o1396	1
-443.323267	-443.323267	1	o1397	o1397	1
-582.986918	-614.485529	2.06998326050059e-15	o1398	o1398	8.00048530183478e-12
-1088.771927	-1088.771927	1	o1399	o1399	1
-287.155035	-287.155035	1	o139	o139	1
-516.93783	-516.93783	1	o13	o13	1
-539.315466	-539.315466	1	o1400	o1400	1
-323.537319	-323.537319	1	o1401	o1401	1
-493.328891	-498.257244	0.00169213809275188	o1402	o1402	0.0699501953701502
-408.256767	-408.256766	1	o1403	o1403	1
-1368.383337	-1368.383337	1	o1404	o1404	1
-568.157848	-568.157848	1	o1406	o1406	1
-594.390204	-594.390204	1	o1407	o1407	1
-699.406636	-699.406649	0.995931588689798	o1408	o1408	1
-644.735608	-644.735608	1	o1409	o1409	1
-472.843165	-472.843165	1	o140	o140	1
-350.627349	-350.627349	1	o1410	o1410	1
-1125.805073	-1125.805067	1	o1411	o1411	1
-904.472419	-904.472419	1	o1412	o1412	1
-639.795475	-639.79407	1	o1413	o1413	1
-691.118238	-691.111632	1	o1414	o1414	1
-295.010214	-300.326599	0.00111101174694711	o1415	o1415	0.0499309349064019
-161.033147	-161.033147	1	o1416	o1416	1
-640.516575	-640.516575	1	o1417	o1417	1
-238.255571	-238.562814	0.433103734246928	o1418	o1418	1
-551.502263	-551.502263	1	o1419	o1419	1
-969.978351	-969.978351	1	o141	o141	1
-209.8423	-209.8423	1	o1420	o1420	1
-497.271216	-497.271215	1	o1421	o1421	1
-424.897275	-424.897275	1	o1422	o1422	1
-367.498465	-369.909638	0.0280930841874788	o1423	o1423	0.764646270314123
-849.032985	-849.032985	1	o1424	o1424	1
-572.107368	-572.107368	1	o1425	o1425	1
-387.945284	-387.946597	0.959130683048416	o1426	o1426	1
-251.664632	-251.664632	1	o1427	o1427	1
-349.402455	-349.402455	1	o1428	o1428	1
-643.827608	-643.82761	0.998404231944254	o1429	o1429	1
-383.802042	-383.801238	1	o142	o142	1
-273.7859	-273.7859	1	o1430	o1430	1
-588.965923	-588.965923	1	o1431	o1431	1
-805.581022	-813.703534	5.56555749408827e-05	o1433	o1433	0.00347317215440203
-363.294949	-363.294949	1	o1434	o1434	1
-266.633088	-266.633088	1	o1435	o1435	1
-204.730231	-205.221066	0.321786857570224	o1436	o1436	1
-771.938195	-771.938195	1	o1437	o1437	1
-1202.164625	-1202.164625	1	o1438	o1438	1
-402.476322	-402.800423	0.420756245839142	o1439	o1439	1
-431.822794	-431.822582	1	o143	o143	1
-612.206617	-612.206617	1	o1440	o1440	1
-355.01997	-355.01997	1	o1441	o1441	1
-228.768632	-228.769739	0.962470857727131	o1442	o1442	1
-1036.751798	-1036.751798	1	o1443	o1443	1
-481.125336	-481.125336	1	o1444	o1444	1
-661.117156	-661.117156	1	o1445	o1445	1
-285.770026	-288.972861	0.0113756491375133	o1446	o1446	0.366390699304075
-199.186083	-201.979061	0.0181050484267273	o1447	o1447	0.542449706738767
-516.401347	-516.401347	1	o1448	o1448	1
-347.047933	-347.047933	1	o1449	o1449	1
-1255.930055	-1255.930055	1	o144	o144	1
-241.551172	-241.551172	1	o1450	o1450	1
-314.990256	-314.990256	1	o1451	o1451	1
-509.180261	-514.162225	0.00159637100183652	o1452	o1452	0.0670649339358494
-474.322052	-474.322052	1	o1453	o1453	1
-655.248622	-655.248622	1	o1454	o1454	1
-1948.671905	-1948.671905	1	o1455	o1455	1
-319.234434	-319.234434	1	o1456	o1456	1
-657.159537	-657.159537	1	o1457	o1457	1
-315.979022	-315.979022	1	o1458	o1458	1
-274.522414	-274.522408	1	o1459	o1459	1
-624.219066	-624.219066	1	o145	o145	1
-292.608989	-292.608989	1	o1460	o1460	1
-1320.885383	-1320.885383	1	o1462	o1462	1
-226.28167	-226.28167	1	o1463	o1463	1
-265.721851	-266.081903	0.39610979738874	o1465	o1465	1
-506.029606	-506.029606	1	o1466	o1466	1
-378.114624	-378.114624	1	o1467	o1467	1
-291.646834	-291.646834	1	o1468	o1468	1
-531.742382	-531.745534	0.936716271782526	o1469	o1469	1
-604.043876	-604.043876	1	o146	o146	1
-1441.884868	-1441.884868	1	o1470	o1470	1
-172.520149	-172.524286	0.927523158639576	o1471	o1471	1
-333.457201	-333.457201	1	o1472	o1472	1
-1100.213049	-1100.213049	1	o1473	o1473	1
-647.759133	-647.759133	1	o1474	o1474	1
-450.212753	-450.212753	1	o1475	o1475	1
-356.046411	-372.094807	1.46679319676084e-08	o1476	o1476	3.5432223159254e-06
-349.636567	-349.636567	1	o1477	o1477	1
-266.64058	-266.640581	0.998871621210455	o1478	o1478	1
-615.220874	-615.220874	1	o1479	o1479	1
-424.482221	-424.482221	1	o147	o147	1
-231.682102	-231.682102	1	o1480	o1480	1
-309.857157	-309.857157	1	o1481	o1481	1
-256.170856	-256.170856	1	o1482	o1482	1
-494.156397	-494.156397	1	o1483	o1483	1
-495.739925	-495.739925	1	o1484	o1484	1
-1029.643969	-1029.643969	1	o1485	o1485	1
-562.065154	-562.065154	1	o1486	o1486	1
-383.672721	-383.672912	0.984406482445106	o1487	o1487	1
-471.510487	-471.737342	0.500578379692002	o1488	o1488	1
-407.430945	-407.430952	0.997014596308991	o1489	o1489	1
-468.786695	-468.786695	1	o148	o148	1
-419.985109	-419.985109	1	o1490	o1490	1
-682.302728	-682.302728	1	o1491	o1491	1
-238.233605	-238.233605	1	o1492	o1492	1
-307.202723	-307.202723	1	o1493	o1493	1
-331.695565	-331.695565	1	o1494	o1494	1
-555.424301	-555.424301	1	o1495	o1495	1
-417.649757	-417.649755	1	o1496	o1496	1
-365.82368	-365.853066	0.808447478135964	o1497	o1497	1
-280.107402	-280.107402	1	o1498	o1498	1
-366.670102	-366.670107	0.99747687168638	o1499	o1499	1
-157.172223	-157.172206	1	o149	o149	1
-360.289225	-360.28972	0.974899290069785	o14	o14	1
-453.049652	-453.049652	1	o1501	o1501	1
-151.236909	-151.236909	1	o1502	o1502	1
-537.005896	-537.255548	0.4798060982656	o1504	o1504	1
-599.72254	-599.811399	0.673341734401459	o1505	o1505	1
-191.618619	-191.618619	1	o1506	o1506	1
-533.772101	-549.105764	3.06279407353482e-08	o1507	o1507	5.9517823233531e-06
