contig	numParameters	likelihood
o1360	8	-342.408337
o1361	8	-419.788773
o1362	8	-977.818266
o1363	8	-338.584688
o1364	8	-220.116689
o1365	8	-301.492637
o1366	8	-510.250262
o1367	8	-522.314931
o1368	7	-578.931300
o1369	8	-422.109729
o136	8	-266.703063
o1370	8	-146.958761
o1371	7	-352.059306
o1372	8	-901.135546
o1373	7	-307.113516
o1374	8	-541.868813
o1375	8	-227.676743
o1376	7	-394.996318
o1377	8	-1613.138777
o1378	8	-230.525772
o1379	8	-555.722109
o137	8	-893.836514
o1380	8	-276.512942
o1381	8	-402.573672
o1382	8	-365.754167
o1383	8	-219.739100
o1384	8	-342.686484
o1385	8	-555.037302
o1386	8	-567.516753
o1387	7	-302.517085
o1389	7	-212.339895
o138	8	-342.580651
o1390	8	-1060.581071
o1391	8	-315.676668
o1392	8	-641.742205
o1393	7	-304.868995
o1394	8	-268.313935
o1395	8	-462.613851
o1396	8	-370.975296
o1397	8	-443.323267
o1398	7	-582.986918
o1399	8	-1088.771927
o139	8	-287.155035
o13	8	-516.937830
o1400	8	-539.315466
o1401	8	-323.537319
o1402	8	-493.328891
o1403	8	-408.256767
o1404	7	-1368.383337
o1406	8	-568.157848
o1407	7	-594.390204
o1408	8	-699.406636
o1409	7	-644.735608
o140	8	-472.843165
o1410	8	-350.627349
o1411	8	-1125.805073
o1412	8	-904.472419
o1413	8	-639.795475
o1414	8	-691.118238
o1415	8	-295.010214
o1416	8	-161.033147
o1417	8	-640.516575
o1418	8	-238.255571
o1419	8	-551.502263
o141	8	-969.978351
o1420	8	-209.842300
o1421	8	-497.271216
o1422	8	-424.897275
o1423	7	-367.498465
o1424	8	-849.032985
o1425	8	-572.107368
o1426	8	-387.945284
o1427	8	-251.664632
o1428	8	-349.402455
o1429	7	-643.827608
o142	8	-383.802042
o1430	8	-273.785900
o1431	8	-588.965923
o1433	8	-805.581022
o1434	8	-363.294949
o1435	8	-266.633088
o1436	8	-204.730231
o1437	8	-771.938195
o1438	8	-1202.164625
o1439	8	-402.476322
o143	8	-431.822794
o1440	8	-612.206617
o1441	8	-355.019970
o1442	8	-228.768632
o1443	7	-1036.751798
o1444	8	-481.125336
o1445	7	-661.117156
o1446	8	-285.770026
o1447	8	-199.186083
o1448	8	-516.401347
o1449	8	-347.047933
o144	7	-1255.930055
o1450	8	-241.551172
o1451	8	-314.990256
o1452	7	-509.180261
o1453	8	-474.322052
o1454	8	-655.248622
o1455	8	-1948.671905
o1456	8	-319.234434
o1457	8	-657.159537
o1458	8	-315.979022
o1459	8	-274.522414
o145	8	-624.219066
o1460	8	-292.608989
o1462	8	-1320.885383
o1463	8	-226.281670
o1465	8	-265.721851
o1466	8	-506.029606
o1467	8	-378.114624
o1468	8	-291.646834
o1469	7	-531.742382
o146	8	-604.043876
o1470	8	-1441.884868
o1471	7	-172.520149
o1472	8	-333.457201
o1473	8	-1100.213049
o1474	8	-647.759133
o1475	8	-450.212753
o1476	8	-356.046411
o1477	8	-349.636567
o1478	8	-266.640580
o1479	8	-615.220874
o147	8	-424.482221
o1480	8	-231.682102
o1481	8	-309.857157
o1482	8	-256.170856
o1483	8	-494.156397
o1484	8	-495.739925
o1485	8	-1029.643969
o1486	7	-562.065154
o1487	8	-383.672721
o1488	8	-471.510487
o1489	7	-407.430945
o148	8	-468.786695
o1490	8	-419.985109
o1491	8	-682.302728
o1492	8	-238.233605
o1493	8	-307.202723
o1494	8	-331.695565
o1495	7	-555.424301
o1496	8	-417.649757
o1497	8	-365.823680
o1498	8	-280.107402
o1499	8	-366.670102
o149	8	-157.172223
o14	8	-360.289225
o1501	8	-453.049652
o1502	8	-151.236909
o1504	8	-537.005896
o1505	8	-599.722540
o1506	8	-191.618619
o1507	7	-533.772101
o1508	8	-394.028752
o1509	8	-290.891032
o150	7	-817.481103
o1510	7	-906.587666
o1511	8	-239.268710
o1512	8	-1395.694862
o1513	8	-465.956841
o1514	7	-416.678700
o1515	8	-1031.743854
o1516	8	-1532.402845
o1517	8	-731.991415
o1518	8	-347.680649
o1519	8	-544.021144
o151	8	-799.649885
o1520	8	-293.926285
o1521	8	-619.516965
o1522	8	-3556.207850
o1523	7	-730.233971
o1524	8	-178.265919
o1525	7	-240.864918
o1526	8	-420.662577
o1527	8	-1627.790225
o1528	8	-157.484776
o1529	8	-286.473203
o152	8	-390.838872
o1530	8	-316.756587
o1531	8	-430.537471
o1532	8	-586.783131
o1533	8	-237.973372
o1534	8	-505.289737
o1535	7	-569.360772
o1536	8	-1000.018512
o1537	8	-1290.396709
o1538	8	-228.926940
o1539	7	-1394.241448
o153	8	-469.492651
o1540	8	-564.443622
o1541	8	-617.496167
o1542	8	-287.231568
o1543	8	-327.803710
o1544	8	-426.583842
o1545	7	-646.778516
o1546	8	-854.553080
o1547	8	-359.443995
o1548	7	-416.537982
o1549	8	-475.288504
o154	8	-434.124859
o1550	8	-317.653605
o1551	8	-608.090881
o1552	8	-357.743078
o1553	8	-635.099433
o1554	8	-369.723430
o1555	7	-483.951842
o1556	8	-207.816094
o1557	7	-517.937868
o1558	8	-682.979774
o155	8	-560.536373
o1560	8	-440.141966
o1561	8	-556.973510
o1562	8	-218.025380
o1563	8	-525.303724
o1564	8	-431.679121
o1565	7	-804.875182
o1566	8	-539.279073
o1567	8	-1247.981968
o1568	8	-286.486460
o156	8	-862.130297
o1570	8	-405.959852
o1571	8	-498.005689
o1572	8	-668.532106
o1573	8	-202.525189
o1574	8	-283.408185
o1575	7	-682.419661
o1576	8	-285.002582
o1577	8	-563.031137
o1578	8	-743.908877
o1579	8	-296.851079
o157	8	-143.148080
o1580	8	-672.323346
o1581	7	-289.337849
o1582	8	-766.966586
o1583	8	-293.873781
o1584	8	-458.394988
o1585	8	-234.697579
o1586	8	-249.134586
o1587	7	-469.590811
o1588	8	-599.431510
o1589	8	-261.477199
o158	8	-811.041558
o1590	8	-913.372657
o1591	8	-390.538030
o1592	8	-278.739110
o1593	8	-504.156370
o1594	8	-91.663716
o1595	8	-334.270294
o1596	7	-287.786930
o1597	8	-683.552860
o1599	8	-506.327739
o159	8	-383.143861
o15	8	-1201.179862
o1600	8	-1560.989999
o1601	7	-363.644455
o1602	8	-908.329791
o1603	7	-695.983711
o1604	8	-1545.929970
o1605	8	-359.481540
o1606	7	-750.976576
o1607	8	-500.638395
o1608	8	-638.176310
o1609	8	-1602.362195
o160	8	-312.027389
o1610	8	-828.834978
o1611	8	-278.504465
o1612	8	-276.394980
o1613	8	-1609.045160
o1614	8	-267.084164
o1615	8	-422.538499
o1616	8	-703.435316
o1617	7	-634.921865
o1618	8	-157.152952
o1619	8	-255.787624
o161	8	-462.767863
o1621	7	-822.607904
o1622	8	-180.467156
o1623	8	-715.888640
o1624	8	-484.564214
o1625	8	-366.274664
o1626	8	-199.186721
o1627	8	-537.851741
o1628	8	-525.313088
o1629	8	-334.570161
o162	8	-196.963159
o1630	8	-222.376651
o1631	8	-334.266215
o1632	8	-422.534999
o1633	8	-316.193385
o1635	7	-805.278922
o1636	8	-629.122846
o1637	8	-330.715938
o1638	8	-337.162932
o1639	8	-336.295035
o163	8	-189.168991
o1640	7	-379.475342
o1641	8	-457.460293
o1642	8	-560.197705
o1643	8	-229.990783
o1644	8	-269.854070
o1645	7	-252.384795
o1646	8	-389.926426
o1647	8	-586.649302
o1648	8	-263.733123
o1649	8	-837.962374
o164	7	-270.236346
o1650	8	-260.705053
o1651	8	-1087.972625
o1652	8	-250.661237
o1653	8	-357.979936
o1654	8	-403.404552
o1655	8	-316.066051
o1656	8	-523.915259
o1657	8	-201.534267
o1658	8	-407.320360
o1659	8	-489.740063
o165	8	-660.597581
o1660	8	-326.036172
o1661	8	-3200.855436
o1662	8	-193.899321
o1663	7	-206.086463
o1664	8	-319.269688
o1665	8	-78.344327
o1666	8	-1225.192085
o1667	8	-556.078381
o1668	8	-941.639336
o1669	8	-380.134453
o166	8	-185.331526
o1670	8	-277.074519
o1671	8	-512.480940
o1672	8	-225.147433
o1673	8	-714.624783
o1674	8	-102.980511
o1675	8	-176.442185
o1676	8	-546.442314
o1677	8	-520.253345
o1678	8	-591.796224
o1679	7	-394.540465
o167	8	-260.306425
o1680	8	-337.729128
o1681	8	-408.567764
o1682	8	-334.724149
o1683	8	-331.719780
o1684	8	-230.682116
o1685	8	-251.041168
o1686	8	-296.783701
o1687	7	-653.244173
o1688	7	-529.843548
o1689	8	-1109.694607
o168	8	-305.646600
o1690	7	-774.557980
o1691	8	-622.561936
o1692	8	-946.899563
o1693	8	-689.609933
o1694	8	-531.298519
o1695	8	-655.809367
o1696	8	-302.047455
o1697	7	-918.082879
o1698	7	-478.792615
o1699	7	-413.271910
o169	8	-187.601898
o16	7	-190.463305
o1700	8	-435.282750
o1701	8	-661.891642
o1702	8	-292.686892
o1703	8	-242.383956
o1704	8	-452.699862
o1705	8	-562.931934
o1706	8	-1938.338465
o1707	8	-647.131033
o1708	8	-491.746925
o1709	7	-651.622691
o170	8	-215.843386
o1710	8	-568.009178
o1711	8	-321.901982
o1712	8	-277.220628
o1713	8	-499.982574
o1714	8	-386.645304
o1716	7	-993.187915
o1717	8	-361.951324
o1718	8	-265.653544
o1719	8	-290.070680
o171	8	-1059.054523
o1720	8	-767.709437
o1721	8	-1605.892919
o1722	8	-673.465731
o1723	8	-530.142375
o1724	8	-342.048106
o1725	7	-1139.622895
o1726	8	-355.322806
o1727	7	-209.561462
o1728	8	-733.309329
o1729	8	-163.009706
o172	8	-794.509575
o1730	7	-852.809910
o1731	7	-798.388230
o1732	8	-321.459500
o1733	8	-1496.007299
o1734	8	-405.519921
o1735	8	-523.442914
o1736	7	-1828.981440
o1737	8	-688.743109
o1738	7	-1612.711586
o1739	7	-883.261046
o173	7	-691.793471
o1740	7	-417.370981
o1741	8	-369.140201
o1742	8	-298.859549
o1743	8	-412.556806
o1744	7	-322.110459
o1745	8	-566.281381
o1746	8	-2082.091954
o1747	8	-585.022275
o1748	7	-244.332337
o1749	8	-260.387631
o174	8	-251.149306
o1750	8	-272.486328
o1751	8	-568.319092
o1753	8	-278.929343
o1754	8	-828.646931
o1755	8	-230.404640
o1756	8	-2063.500393
o1757	8	-342.107837
o1758	8	-465.732853
o1759	7	-577.204289
o175	8	-526.733185
o1760	8	-517.726078
o1761	7	-312.340251
o1762	8	-610.135688
o1763	7	-571.016137
o1764	8	-413.535211
o1765	8	-524.195353
o1766	8	-1258.348192
o1767	8	-1531.549755
o1768	8	-736.092738
o1769	8	-300.133641
o176	8	-460.776524
o1770	8	-487.114469
o1771	7	-578.008942
o1772	7	-498.051927
o1773	8	-250.396653
o1774	7	-1098.335998
o1775	8	-254.770961
o1776	7	-806.294247
o1777	8	-403.809208
o1778	8	-437.977623
o1779	8	-269.551525
o177	8	-348.347684
o1781	8	-352.163855
o1782	8	-279.888732
o1784	8	-415.533234
o1785	8	-362.680108
o1786	7	-369.661129
o1787	8	-329.910877
o1788	8	-775.106226
o1789	8	-334.241125
o178	8	-321.372181
o1790	8	-465.901546
o1791	8	-666.889523
o1792	8	-483.124139
o1793	8	-456.631529
o1794	8	-583.947942
o1795	8	-287.029663
o1796	7	-481.495376
o1797	8	-554.229036
o1798	8	-123.276500
o1799	8	-331.041185
o179	8	-1291.796247
o17	8	-192.817593
o1800	8	-766.395555
o1801	7	-491.430702
o1802	7	-503.534456
o1803	8	-281.908048
o1804	7	-185.430839
o1805	8	-760.282189
o1806	8	-640.502444
o1807	8	-478.771190
o1808	8	-651.292132
o1809	8	-380.064040
o180	7	-276.267424
o1810	8	-459.123004
o1811	8	-228.919064
o1812	8	-76.166710
o1813	8	-259.361295
o1816	8	-399.896246
o1817	8	-219.319331
o1819	8	-787.642280
o181	8	-719.454010
o1820	8	-504.140359
o1821	7	-341.124193
o1822	8	-388.849706
o1823	8	-194.280934
o1824	8	-379.989918
o1826	8	-540.924564
o1827	7	-364.805415
o1828	8	-364.378105
o1829	8	-482.790975
o182	8	-379.783225
o1830	8	-192.096369
o1831	8	-631.620831
o1832	7	-445.058719
o1833	8	-582.275117
o1834	7	-484.716974
o1835	8	-799.419738
o1836	8	-315.486829
o1838	8	-427.643286
o1839	8	-657.632175
o183	8	-810.780162
o1840	8	-318.273677
o1841	8	-488.540274
o1842	8	-299.510392
o1843	8	-732.323092
o1844	8	-159.712196
o1846	8	-333.761152
o1847	8	-573.062841
o1848	8	-276.477628
o1849	8	-384.288822
o184	8	-503.001127
o1850	8	-788.653252
o1851	8	-240.713106
o1852	8	-330.324475
o1853	8	-922.361626
o1854	8	-426.760971
o1855	7	-627.092267
o1856	8	-950.638000
o1857	8	-343.880806
o1858	8	-494.005614
o1859	7	-809.864956
o185	8	-566.264653
o1860	8	-742.985108
o1861	8	-310.201264
o1862	8	-614.647666
o1863	8	-613.346118
o1864	8	-268.604703
o1865	8	-601.144858
o1866	8	-502.627647
o1867	8	-160.455187
o1868	8	-254.484175
o1869	8	-1024.168679
o186	7	-1257.506755
o1870	8	-403.551683
o1871	8	-300.096449
o1872	8	-499.436701
o1873	8	-680.147693
o1874	8	-164.014137
o1875	8	-330.098736
o1876	8	-1861.912968
o1877	8	-902.246957
o1878	8	-611.125331
o1879	8	-483.608837
o187	7	-146.724821
o1880	8	-665.169728
o1881	7	-355.258636
o1882	8	-903.019697
o1883	8	-150.965899
o1884	7	-504.793149
o1885	7	-171.150985
o1886	8	-379.408604
o1887	8	-699.182008
o1888	8	-202.477707
o1889	8	-521.663980
o188	8	-676.016370
o1890	8	-379.610855
o1891	7	-659.758119
o1892	7	-203.853859
o1893	8	-326.000938
o1894	8	-1122.228401
o1895	8	-665.372476
o1896	8	-348.096640
o1897	8	-2086.613555
o1898	8	-2097.501845
o1899	8	-343.671239
o189	7	-397.064505
o18	8	-826.093497
o1900	8	-1742.352317
o1901	8	-1007.356674
o1902	7	-1103.393439
o1903	8	-1750.860874
o1904	8	-344.620421
o1905	8	-400.880944
o1907	8	-244.496210
o1908	8	-742.203528
o1909	8	-904.027670
o190	8	-383.049130
o1910	7	-357.094329
o1911	8	-695.549115
o1912	8	-211.247595
o1913	8	-979.108563
o1914	7	-581.655042
o1915	7	-841.632834
o1916	8	-224.231400
o1917	8	-111.461102
o1918	7	-290.053059
o1919	8	-254.119011
o191	7	-430.417093
o1920	8	-717.490852
o1923	8	-240.301326
o1924	8	-1011.609763
o1925	7	-579.824333
o1926	8	-410.546726
o1927	7	-529.120005
o1928	8	-246.939217
o1929	8	-561.192703
o192	8	-502.378287
o1930	7	-472.044182
o1931	7	-250.385943
o1932	8	-96.798026
o1933	8	-268.881464
o1934	8	-532.017972
o1935	7	-262.884492
o1936	8	-530.622765
o1937	8	-176.065278
o1938	8	-566.862689
o1939	8	-371.630402
o193	7	-652.407692
o1940	8	-584.081439
o1941	8	-470.201651
o1942	8	-435.171861
o1943	8	-220.451095
o1944	8	-418.187113
o1945	8	-463.597028
o1946	8	-410.162631
o1947	8	-413.427039
o1948	8	-371.753336
o1949	8	-254.462215
o194	7	-1529.931932
o1950	8	-345.722104
o1951	7	-595.735162
o1952	8	-1528.068218
o1953	8	-647.772475
o1954	8	-780.455644
o1955	8	-283.809352
o1956	8	-281.930068
o1957	7	-182.065086
o1958	8	-119.446327
o1959	8	-256.990571
o195	8	-391.391836
o1960	8	-579.418336
o1961	7	-313.876261
o1962	8	-349.283521
o1963	7	-729.678075
o1964	8	-455.116158
o1965	7	-812.387903
o1966	8	-319.876808
o1967	8	-307.788754
o1968	8	-2703.989713
o1969	8	-1270.587321
o1971	7	-283.032528
o1972	7	-266.640631
o1973	8	-687.460846
o1974	8	-349.424955
o1975	8	-960.703541
o1976	7	-254.978825
o1977	7	-249.633749
o1978	8	-269.737810
o1979	8	-700.016418
o197	8	-433.277147
o1981	8	-565.780657
o1982	8	-990.740325
o1983	8	-198.305294
o1984	8	-582.618053
o1985	8	-383.590612
o1986	8	-307.459598
o1987	8	-264.650694
o1988	8	-679.046181
o1989	8	-574.619930
o198	8	-444.969031
o1990	8	-253.574361
o1991	7	-322.793024
o1992	8	-545.588938
o1993	8	-1184.189537
o1994	8	-983.204531
o1995	8	-463.682800
o1996	8	-290.450544
o1997	8	-773.200877
o1998	8	-260.844796
o1999	8	-183.149884
o199	8	-306.820482
o19	8	-1411.923150
o1	8	-440.491866
o2000	7	-363.322239
o2001	8	-316.238057
o2002	8	-331.841913
o2003	8	-1016.356436
o2004	8	-310.187091
o2005	7	-326.398255
o2006	8	-331.822553
o2007	8	-320.865104
o2008	8	-417.089730
o2009	8	-355.909746
o200	8	-274.627399
o2010	8	-503.409650
o2011	8	-1928.365305
o2012	8	-819.566660
o2013	8	-523.322665
o2014	7	-362.498739
o2015	8	-511.708979
o2016	8	-586.442282
o2017	8	-787.356101
o2018	7	-372.550761
o2019	8	-606.806775
o201	8	-233.217930
o2020	8	-318.629794
o2021	7	-595.477105
o2022	7	-1372.701481
o2023	8	-553.806358
o2024	8	-292.367342
o2025	8	-365.638036
o2027	8	-372.287150
o2028	7	-977.837275
o2029	8	-703.637497
o202	8	-564.503635
o2030	8	-296.788134
o2031	8	-317.714228
o2032	8	-467.518685
o2033	8	-206.822053
o2034	8	-280.950624
o2035	8	-397.209425
o2036	8	-377.154855
o2037	8	-1212.624377
o2038	7	-273.621145
o2039	7	-320.679126
o203	8	-532.060159
o2040	8	-464.591048
o2041	8	-586.634037
o2042	8	-493.325776
o2043	8	-874.273586
o2044	8	-596.964089
o2045	8	-749.731264
o2046	8	-204.127222
o2047	8	-849.694212
o2048	8	-241.914475
o2049	8	-147.578113
o204	8	-617.524341
o2050	7	-933.333346
o2051	8	-620.998571
o2052	8	-233.249827
o2053	8	-220.521278
o2054	8	-534.714259
o2055	8	-265.642490
o2056	8	-420.741485
o2057	7	-1264.489066
o2058	8	-622.040274
o2059	7	-1067.884729
o205	8	-514.091487
o2060	8	-446.045632
o2061	7	-300.818507
o2062	8	-519.206386
o2063	8	-1201.459114
o2064	8	-323.427937
o2065	8	-465.749432
o2066	8	-620.490385
o2067	8	-273.796186
o2068	8	-275.363385
o2069	8	-217.299518
o206	7	-803.239342
o2070	8	-1424.309509
o2071	8	-227.897435
o2072	8	-670.973685
o2073	8	-876.229595
o2074	8	-411.996740
o2075	8	-325.399133
o2076	8	-681.181826
o2077	7	-1005.493863
o2078	7	-620.698235
o2079	8	-271.537852
o2080	8	-333.829296
o2081	8	-273.235957
o2082	8	-543.719610
o2083	8	-334.359249
o2084	8	-386.832374
o2085	8	-370.637557
o2086	8	-179.315311
o2087	8	-362.359576
o2090	7	-788.824870
o2091	8	-1175.207107
o2092	8	-188.247335
o2093	8	-792.939469
o2094	7	-394.492222
o2095	8	-526.516775
o2096	8	-448.347365
